trait	country	admin1	admin2	collection_date	latitude	longitude	precision
OQ550458|A/pelican/Peru/PIU-SER028/2022|H5N1|Peru|2022-11-24|wild_avian|B3.2	Peru	Lima	Lima	2022-11-24	-5.5176602	-80.896081	precise (Martha)
OQ547415|A/Gallus_gallus/Peru/AIS0551/2022|H5N1|Peru|2022-12-12|domestic_avian|B3.2	Peru	Lima	Lima	2022-12-12	-12.059548	-77.03883	precise (Martha)
OQ925725|A/south_american_sea_lion/Peru/AQP-SER00K/2023|H5N1|Peru|2023-02-07|other_mammal|B3.2	Peru	Lima	Canete	2023-02-07	-12.91786123	-76.507071	precise (Martha)
EPI_ISL_18371664|A/Belcher_gull/Peru/UNMSM-A267/2022|H5N1|Peru|2022-12-01|wild_avian|B3.2	Peru	Lima	Lima	2022-12-01	-12.1077	-77.0606	precise (Martha)
OQ550474|A/South_American_Sea_Lion/Peru/LIM-SER036/2023|H5N1|Peru|2023-01-23|other_mammal|B3.2	Peru	Lima	Lima	2023-01-23	-12.1218839	-77.045041	precise (Martha)
EPI_ISL_17777533|A/peruvian_booby/Peru/LIM-INS-012/2023|H5N1|Peru-Lima|2023-04-12|wild_avian|B3.2	Peru	Lima	Barranca	2023-04-12	-10.7953673	-77.744885	precise (Martha)
EPI_ISL_17777527|A/gull/Peru/LIM-INS-006/2023|H5N1|Peru-Lima|2023-03-16|wild_avian|B3.2	Peru	Lima	Unknown	2023-03-16	-12.4305064226676	-75.8878132219222	
OQ550466|A/Sanderling/Peru/PIU-SER005/2022|H5N1|Peru|2022-11-22|wild_avian|B3.2	Peru	Piura	Paita	2022-11-22	-5.1499528	-81.170758	precise (Martha)
OQ547439|A/Pelecanus_thagus/Peru/AIS0538/2022|H5N1|Peru|2022-11-10|wild_avian|B3.2	Peru	Piura	Paita	2022-11-10	-5.197348	-81.200409	precise (Martha)
EPI_ISL_17777531|A/sea_lion/Peru/TAC-INS-010/2023|H5N1|Peru-Tacna|2023-03-07|other_mammal|B3.2	Peru	Tacna	Tacna	2023-03-07	-18.137864	-70.699826	precise (Martha)
EPI_ISL_17777532|A/sea_lion/Peru/TAC-INS-011/2023|H5N1|Peru-Tacna|2023-03-07|other_mammal|B3.2	Peru	Tacna	Tarata	2023-03-07	-17.64664722	-70.30376039	precise (Martha)
OR381676|A/Black-necked_swan/Uruguay/078-M2/2023|H5N1|Uruguay-Canelones|2023-03-15|wild_avian|B3.2	Uruguay	Canelones	Tala	2023-03-15	-34.5713	-55.7469	precise (Martha)
OR912286|A/pinniped/Uruguay/P10_8923/2023|H5N1|Uruguay-Rocha|2023-09-08|other_mammal|B3.2	Uruguay	Canelones	Canelones	2023-09-08	-34.523896	-56.281724	precise (Martha)
OR912287|A/pinniped/Uruguay/P13_11923/2023|H5N1|Uruguay-Canelones|2023-09-11|other_mammal|B3.2	Uruguay	Canelones	Canelones	2023-09-11	-34.523896	-56.281724	precise (Martha)
OR912291|A/pinniped/Uruguay/P17_14923/2023|H5N1|Uruguay-Isla_de_Lobos|2023-09-14|other_mammal|B3.2	Uruguay	Maldonado	Unknown	2023-09-14	-34.4339729411018	-54.6598176609742	NA
OR381588|A/Black-necked_swan/Uruguay/014-M3/2023|H5N1|Uruguay-Rocha|2023-02-18|wild_avian|B3.2	Uruguay	Maldonado	Garzon	2023-02-18	-34.798	-54.568	precise (Martha)
OR912354|A/pinniped/Uruguay/P4_6923/2023|H5N1|Uruguay-Maldonado|2023-09-06|other_mammal|B3.2	Uruguay	Maldonado	Punta_del_Este	2023-09-06	-34.9425609525734	-54.9274949442029	
OR381644|A/Backyard_chicken/Uruguay/127-M4/2023|H5N1|Uruguay-Montevideo|2023-04-17|domestic_avian|B3.2	Uruguay	Montevideo	Montevideo	2023-04-17	-34.7852	-56.1287	precise (Martha)
OR381636|A/Backyard_chicken/Uruguay/127-M1/2023|H5N1|Uruguay-Montevideo|2023-04-17|domestic_avian|B3.2	Uruguay	Montevideo	Municipality_D	2023-04-17	-34.7852	-56.1287	precise (Martha)
OR912285|A/pinniped/Uruguay/P8_8923/2023|H5N1|Uruguay-Rocha|2023-09-08|other_mammal|B3.2	Uruguay	Rocha	La_Paloma	2023-09-08	-34.6148979758077	-54.2411536142197	
OR381652|A/Backyard_chicken/Uruguay/144-M3/2023|H5N1|Uruguay-Rocha|2023-05-03|domestic_avian|B3.2	Uruguay	Rocha	Lascano	2023-05-03	-33.69	-54.0993	precise (Martha)
OR912292|A/pinniped/Uruguay/P18_14923/2023|H5N1|Uruguay-Rocha|2023-09-14|other_mammal|B3.2	Uruguay	Rocha	Castillos	2023-09-14	-33.9609805472094	-53.8595229079461	
OR912362|A/seabird/Uruguay/P23_41023/2023|H5N1|Uruguay-Rocha|2023-10-04|wild_avian|B3.2	Uruguay	Rocha	Castillos	2023-10-04	-33.9281814587476	-54.0422067674555	
OR912294|A/seabird/Uruguay/P25_41023/2023|H5N1|Uruguay-Rocha|2023-10-04|wild_avian|B3.2	Uruguay	Rocha	Castillos	2023-10-04	-33.7592607016805	-53.8204935945214	
OR381660|A/Backyard_duck/Uruguay/124-M3/2023|H5N1|Uruguay-San_Jose|2023-04-16|domestic_avian|B3.2	Uruguay	San_Jose	Unknown	2023-04-16	-34.5526	-56.6724	precise (Martha)
OR381596|A/Backyard_chicken/Uruguay/040-M5/2023|H5N1|Uruguay-Tacuarembo|2023-03-03|domestic_avian|B3.2	Uruguay	Tacuarembo	Unknown	2023-03-03	-32.3924	-55.8419	precise (Martha)
PQ715385|A/Raven/AK/22-020951-001-original/2022|H5N1|USA-AK|2022-06-26|wild_avian|B3.2	USA	AK	North_Slope	2022-06-26	69.0000066796691	-156.164470747392	
PQ714633|A/Northern_pintail/AK/23-002693-016-original/2022|H5N1|USA-AK|2022-09-30|wild_avian|B3.2	USA	AK	Aleutians_East	2022-09-30	55.295852236707	-162.147169646933	
PQ713065|A/Mallard/AK/23-003641-008-original/2022|H5N1|USA-AK|2022-10-14|wild_avian|B3.2	USA	AK	Aleutians_East	2022-10-14	55.5713772641078	-160.551688430468	
EPI_ISL_16271829|A/chicken/Alaska/22-037940-001/2022|H5N1|USA-AK|2022-11-23|domestic_avian|B3.2	USA	AK	Matanuska-Susitna	2022-11-23	63.217923288615	-147.934232303906	
PQ717337|A/Snow_goose/AK/22-017364-001-original/2022|H5N1|USA-AK|2022-05-27|wild_avian|B3.2	USA	AK	Unknown	2022-05-27	65.9954133762263	-144.407037721351	
EPI_ISL_17260681|A/red_fox/Alaska/22-019272-001/2022|H5N1|USA-AK|2022-06-15|other_mammal|B3.2	USA	AK	Nome	2022-06-15	63.5316009239258	-160.979354877488	
PQ710513|A/Glaucous_Gull/AK/22-023553-001-original/2022|H5N1|USA-AK|2022-07-15|wild_avian|B3.2	USA	AK	Unknown	2022-07-15	69.8676962792319	-162.691238100707	
PQ714457|A/Northern_pintail/AK/22-029100-001-original/2022|H5N1|USA-AK|2022-09-04|wild_avian|B3.2	USA	AK	Unknown	2022-09-04	70.5254497182385	-157.926698796155	
PP802398|A/domestic_turkey/USA/22-032677-004/2022|H5N1|USA-AK|2022-10-11|domestic_avian|B3.2	USA	AK	Matanuska-Susitna	2022-10-11	62.4947255082408	-149.369333476327	
PQ702593|A/Bald_eagle/AK/22-016934-004-original/2022|H5N1|USA-AK|2022-05-22|wild_avian|B3.2	USA	AK	Unknown	2022-05-22	68.8170183886483	-153.991814906055	
PQ710529|A/Glaucous_Gull/AK/22-024502-001-original/2022|H5N1|USA-AK|2022-07-01|wild_avian|B3.2	USA	AK	Unknown	2022-07-01	57.1458059542964	-133.049296504305	
PP802622|A/mallard/USA/22-036139-048/2022|H5N1|USA-AK|2022-11-02|wild_avian|B3.2	USA	AK	Unknown	2022-11-02	62.4532042759001	-152.802369986177	
PQ710113|A/Gadwall/AL/22-040806-001-original/2022|H5N1|USA-AL|2022-12-12|wild_avian|B3.2	USA	AK	Unknown	2022-12-12	59.4972938639188	-160.378110274839	
PQ715449|A/Raven/AK/22-042128-001-original/2022|H5N1|USA-AK|2022-12-18|wild_avian|B3.2	USA	AK	Unknown	2022-12-18	66.040597784851	-143.731481736381	
SRR24842838|A/anser_sp/Alaska/22-013831-003/2022|H5N1|USA-AK|2022-04-29|wild_avian|B3.2	USA	AK	Anchorage	2022-04-29	60.9832777455552	-149.474627895133	
PQ710161|A/Gadwall/AL/22-041762-004-original/2022|H5N1|USA-AL|2022-12-10|wild_avian|B3.2	USA	AL	Unknown	2022-12-10	31.6807694929088	-85.5979823671993	
PQ717345|A/Snow_goose/AL/22-041764-001-original/2022|H5N1|USA-AL|2022-12-20|wild_avian|B3.2	USA	AL	Unknown	2022-12-20	33.773500152908	-87.3363123790908	
PQ717353|A/Snow_goose/AR/22-038202-001-original/2022|H5N1|USA-AR|2022-11-25|wild_avian|B3.2	USA	AR	Lawrence	2022-11-25	36.0878112290651	-91.3150066762511	
PQ714729|A/Northern_shoveler/AR/23-002690-001-original/2023|H5N1|USA-AR|2023-01-14|wild_avian|B3.2	USA	AR	Lonoke	2023-01-14	34.9212844746519	-91.8717313481136	
EPI_ISL_16297378|A/chicken/Arkansas/22-031676-001/2022|H5N1|USA-AR|2022-10-06|domestic_avian|B3.2	USA	AR	Madison	2022-10-06	36.0392618900342	-93.9455284388258	
PQ717369|A/Snow_goose/AR/22-039436-012-original/2022|H5N1|USA-AR|2022-11-29|wild_avian|B3.2	USA	AR	Unknown	2022-11-29	35.1612255701002	-91.8362611985494	
PQ717377|A/Snow_goose/AR/23-001513-001-original/2023|H5N1|USA-AR|2023-01-06|wild_avian|B3.2	USA	AR	Unknown	2023-01-06	33.9880444933363	-91.2429701868136	
EPI_ISL_16297360|A/chicken/Arkansas/22-032566-001/2022|H5N1|USA-AR|2022-10-13|domestic_avian|B3.2	USA	AR	Pope	2022-10-13	35.3811126640757	-92.9646442122479	
PQ714969|A/Pelican/AZ/22-038234-003-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2	USA	AZ	Maricopa	2022-10-15	33.7363561251764	-111.490779893103	
PQ707097|A/Canada_goose/AZ/23-002260-001-original/2023|H5N1|USA-AZ|2023-01-09|wild_avian|B3.2	USA	AZ	Coconino	2023-01-09	35.6840789040258	-111.808754205298	
EPI_ISL_16297070|A/chicken/Arizona/22-035006-002/2022|H5N1|USA-AZ|2022-11-01|domestic_avian|B3.2	USA	AZ	Yavapai	2022-11-01	34.3919740372303	-111.880461060201	
PQ714961|A/Pelican/AZ/22-038234-002-original/2022|H5N1|USA-AZ|2022-10-15|wild_avian|B3.2	USA	AZ	Unknown	2022-10-15	32.3525990311393	-109.155570901674	
PQ707105|A/Canada_goose/AZ/23-005233-001-original/2023|H5N1|USA-AZ|2023-01-23|wild_avian|B3.2	USA	AZ	Unknown	2023-01-23	32.7522835697043	-112.982764234584	
PQ701953|A/American_white_Pelican/CA/22-035596-001-original/2022|H5N1|USA-CA|2022-10-27|wild_avian|B3.2	USA	CA	San_Diego	2022-10-27	33.2489547512773	-116.530839119292	
PQ709961|A/Eared_grebe/CA/23-000276-003-original/2022|H5N1|USA-CA|2022-12-15|wild_avian|B3.2	USA	CA	Lassen	2022-12-15	40.5802722485661	-120.336344384004	
PQ718945|A/Turkey_Vulture/CA/23-002030-001-original/2022|H5N1|USA-CA|2022-12-29|wild_avian|B3.2	USA	CA	Butte	2022-12-29	39.700957802298	-121.717510253998	
PQ715713|A/Red-tailed_hawk/CA/23-004363-001-original/2023|H5N1|USA-CA|2023-01-25|wild_avian|B3.2	USA	CA	Sacramento	2023-01-25	38.4981366561739	-121.340384726745	
EPI_ISL_16297067|A/Muscovy_duck/California/22-034335-001/2022|H5N1|USA-CA|2022-10-16|wild_avian|B3.2	USA	CA	Fresno	2022-10-16	36.4178318953562	-119.902117115195	
PQ717441|A/Snow_goose/CA/22-041406-001-original/2022|H5N1|USA-CA|2022-11-28|wild_avian|B3.2	USA	CA	Unknown	2022-11-28	40.6606314242326	-121.468830539768	
SRR28834940|A/Snow_Goose/CA/24-004881-002-original/2024|H5N1|USA-CA|2024-01-18|wild_avian|B3.2	USA	CA	Unknown	2024-01-18	39.2033323183529	-122.845177778119	
SRR32006912|A/chicken/CA/24-038987-002-original/2024|H5N1|USA-CA|2024-12-26|domestic_avian|B3.2	USA	CA	Unknown	2024-12-26	37.5282567204806	-121.382692706081	
EPI_ISL_16271861|A/Pekin_duck/California/22-036722-001/2022|H5N1|USA-CA|2022-11-14|domestic_avian|B3.2	USA	CA	Fresno	2022-11-14	36.7949155804105	-120.42201893221	
PQ717521|A/Snow_goose/CA/23-002594-003-original/2023|H5N1|USA-CA|2023-01-10|wild_avian|B3.2	USA	CA	Unknown	2023-01-10	40.1454073127509	-123.1931610166	
EPI_ISL_17964878|A/red-tailed_hawk/California/23-006644-003/2023|H5N1|USA-CA|2023-02-14|wild_avian|B3.2	USA	CA	Sonoma	2023-02-14	38.6638629325262	-122.950310166385	
EPI_ISL_17964933|A/peregrine_falcon/California/23-011277-001/2023|H5N1|USA-CA|2023-03-30|wild_avian|B3.2	USA	CA	San_Mateo	2023-03-30	37.2666966139947	-122.355379022159	
SRR28834929|A/Snow_Goose/CA/24-004881-004-original/2024|H5N1|USA-CA|2024-01-18|wild_avian|B3.2	USA	CA	Unknown	2024-01-18	40.8787036682282	-123.497634581933	
EPI_ISL_17964856|A/sanderling/California/23-005401-001/2023|H5N1|USA-CA|2023-02-14|wild_avian|B3.2	USA	CA	San_Francisco	2023-02-14	37.7817144811038	-122.405902283437	
PQ707545|A/Canada_goose/CO/22-038655-001-original/2022|H5N1|USA-CO|2022-11-28|wild_avian|B3.2	USA	CO	Weld	2022-11-28	40.4762429880434	-104.374778893854	
PQ707609|A/Canada_goose/CO/23-000399-001-original/2022|H5N1|USA-CO|2022-12-30|wild_avian|B3.2	USA	CO	Larimer	2022-12-30	40.5977664914614	-105.470229767196	
PQ715865|A/Red-tailed_hawk/CO/23-000403-001-original/2023|H5N1|USA-CO|2023-01-01|wild_avian|B3.2	USA	CO	Larimer	2023-01-01	40.5926408246668	-105.058331788144	
PQ715953|A/Red-tailed_hawk/CO/23-004223-001-original/2023|H5N1|USA-CO|2023-01-31|wild_avian|B3.2	USA	CO	Larimer	2023-01-31	40.7306788412726	-105.939837238728	
EPI_ISL_17964882|A/red-tailed_hawk/Colorado/23-006671-001/2023|H5N1|USA-CO|2023-02-18|wild_avian|B3.2	USA	CO	Mesa	2023-02-18	39.2786866406207	-108.941509194118	
EPI_ISL_17964906|A/red-tailed_hawk/Colorado/23-008901-001/2023|H5N1|USA-CO|2023-03-15|wild_avian|B3.2	USA	CO	Logan	2023-03-15	40.9949760796842	-103.214698644523	
EPI_ISL_17964934|A/turkey_vulture/Colorado/23-011447-001/2023|H5N1|USA-CO|2023-04-10|wild_avian|B3.2	USA	CO	Larimer	2023-04-10	40.5425538832987	-105.761467478555	
EPI_ISL_16297358|A/chicken/Colorado/22-032670-001/2022|H5N1|USA-CO|2022-10-10|domestic_avian|B3.2	USA	CO	Larimer	2022-10-10	40.5747143207072	-105.057471300001	
PQ717545|A/Snow_goose/CO/22-037670-001-original/2022|H5N1|USA-CO|2022-11-16|wild_avian|B3.2	USA	CO	Unknown	2022-11-16	38.5218559605142	-102.379878109842	
PQ707593|A/Canada_goose/CO/22-042169-001-original/2022|H5N1|USA-CO|2022-12-27|wild_avian|B3.2	USA	CO	Unknown	2022-12-27	39.3917325569592	-107.572189188477	
EPI_ISL_17964858|A/Cooper_s_s_hawk/Colorado/23-005617-001/2023|H5N1|USA-CO|2023-02-14|wild_avian|B3.2	USA	CO	Unknown	2023-02-14	40.4395526895659	-102.855945665026	
PQ715737|A/Red-tailed_hawk/CO/22-029818-001-original-repeat/2022|H5N1|USA-CO|2022-09-19|wild_avian|B3.2	USA	CO	Unknown	2022-09-19	38.0973791091687	-105.837368688978	
PQ716913|A/Ring-billed_gull/CO/22-030941-001-original/2022|H5N1|USA-CO|2022-09-28|wild_avian|B3.2	USA	CO	Unknown	2022-09-28	39.0306240831529	-107.923420553073	
EPI_ISL_16297365|A/chicken/Colorado/22-032233-001/2022|H5N1|USA-CO|2022-10-10|domestic_avian|B3.2	USA	CO	Weld	2022-10-10	40.3033784359562	-104.697387959172	
EPI_ISL_17964907|A/great_horned_owl/Colorado/23-007822-001/2023|H5N1|USA-CO|2023-03-03|wild_avian|B3.2	USA	CO	Moffat	2023-03-03	40.7990131631001	-108.404382959901	
EPI_ISL_19490439|A/ferruginous_hawk/Colorado/23-015630-001-original/2023|H5N1|USA-CO|2023-05-12|wild_avian|B3.2	USA	CO	Denver	2023-05-12	39.8720570094748	-104.636884232278	
EPI_ISL_19490418|A/mallard/Connecticut/23-004773-001-original2/2023|H5N1|USA-CT|2023-02-06|wild_avian|B3.2	USA	CT	New_London	2023-02-06	41.4914306501481	-71.9728114056791	
PQ715121|A/Peregrine_falcon/FL/22-035514-001-original/2022|H5N1|USA-FL|2022-10-29|wild_avian|B3.2	USA	FL	Polk	2022-10-29	27.9312959353612	-81.3404536913974	
PQ709697|A/Double-crested_Cormorant/FL/22-036552-001-original/2022|H5N1|USA-FL|2022-11-03|wild_avian|B3.2	USA	FL	Orange	2022-11-03	28.4054242016931	-81.2338195436152	
PQ701337|A/American_coot/FL/23-002762-015-original/2022|H5N1|USA-FL|2022-12-19|wild_avian|B3.2	USA	FL	Brevard	2022-12-19	28.4956648485597	-80.7910676384608	
EPI_ISL_16297133|A/chicken/Florida/22-033923-001/2022|H5N1|USA-FL|2022-10-20|domestic_avian|B3.2	USA	FL	Lake	2022-10-20	28.8083969676976	-81.735424229314	
PQ719905|A/black_skimmer/FL/22-036966-001-original/2022|H5N1|USA-FL|2022-11-04|wild_avian|B3.2	USA	FL	Unknown	2022-11-04	30.1410444088803	-84.7101815822011	
PQ710449|A/Gannet/FL/23-002762-022-original/2022|H5N1|USA-FL|2022-12-30|wild_avian|B3.2	USA	FL	Unknown	2022-12-30	29.4192921492862	-82.0718506485555	
PQ701681|A/American_green-winged_teal/GA/22-038443-007-original/2022|H5N1|USA-GA|2022-11-19|wild_avian|B3.2	USA	GA	Unknown	2022-11-19	30.7551939011399	-83.6665297262393	
PQ707753|A/Canada_goose/IA/22-040793-004-original/2022|H5N1|USA-IA|2022-12-06|wild_avian|B3.2	USA	IA	Woodbury	2022-12-06	42.4402579063938	-96.1013737961673	
PQ701393|A/American_crow/IA/23-000627-006-original/2023|H5N1|USA-IA|2023-01-05|wild_avian|B3.2	USA	IA	Black_Hawk	2023-01-05	42.5271612270945	-92.2530317640493	
PQ718729|A/Trumpeter_Swan/IA/23-002039-002-original/2023|H5N1|USA-IA|2023-01-12|wild_avian|B3.2	USA	IA	Story	2023-01-12	42.054773676229	-93.5724825913081	
PQ701969|A/American_white_Pelican/IA/22-021277-001-original/2022|H5N1|USA-IA|2022-07-01|wild_avian|B3.2	USA	IA	Unknown	2022-07-01	41.444199160786	-95.5221804019323	
PQ701977|A/American_white_Pelican/IA/22-022114-001-original/2022|H5N1|USA-IA|2022-07-01|wild_avian|B3.2	USA	IA	Unknown	2022-07-01	41.421698667736	-93.577515937778	
PQ705697|A/Blue-winged_teal/IA/22-034304-005-original-repeat2/2022|H5N1|USA-IA|2022-10-22|wild_avian|B3.2	USA	IA	Unknown	2022-10-22	41.3111665690198	-91.5784963875507	
PQ701697|A/American_green-winged_teal/IA/22-034928-001-original-repeat2/2022|H5N1|USA-IA|2022-10-16|wild_avian|B3.2	USA	IA	Unknown	2022-10-16	42.7881514382015	-95.6499558625373	
PQ707721|A/Canada_goose/IA/22-040790-001-original/2022|H5N1|USA-IA|2022-12-07|wild_avian|B3.2	USA	IA	Unknown	2022-12-07	41.6433081093341	-92.1061096713891	
OQ962748|A/Peregrine_Falcon/Iowa/22-012093-001/2022|H5N1|USA-IA|2022-04-15|wild_avian|B3.2	USA	IA	Louisa	2022-04-15	41.2179908399308	-91.4166897761454	
EPI_ISL_13052721|A/fox/Iowa/22-014421-001/2022|H5N1|USA-IA|2022-05-06|other_mammal|B3.2	USA	IA	Hancock	2022-05-06	43.2490811644447	-93.5890116696106	
EPI_ISL_17964890|A/American_crow/Iowa/23-007468-001/2023|H5N1|USA-IA|2023-03-02|wild_avian|B3.2	USA	IA	Story	2023-03-02	42.1315328641033	-93.2605125430872	
EPI_ISL_17964893|A/American_crow/Iowa/23-007781-002/2023|H5N1|USA-IA|2023-03-05|wild_avian|B3.2	USA	IA	Story	2023-03-05	42.0744600589607	-93.255591346767	
EPI_ISL_17964923|A/American_crow/Iowa/23-010832-002/2023|H5N1|USA-IA|2023-04-04|wild_avian|B3.2	USA	IA	Black_Hawk	2023-04-04	42.6332749265636	-92.3609562249374	
EPI_ISL_17964928|A/hawk/Iowa/23-011213-001/2023|H5N1|USA-IA|2023-04-10|wild_avian|B3.2	USA	IA	Boone	2023-04-10	41.8661570462084	-94.1340732437455	
PQ719065|A/Turkey_Vulture/ID/22-014968-007-original/2022|H5N1|USA-ID|2022-05-05|wild_avian|B3.2	USA	ID	Bonneville	2022-05-05	43.5080610023043	-111.152396904111	
PQ707841|A/Canada_goose/ID/22-018980-001-original/2022|H5N1|USA-ID|2022-06-04|wild_avian|B3.2	USA	ID	Ada	2022-06-04	43.1474492151924	-116.031710139295	
PQ717577|A/Snow_goose/ID/22-038611-002-original/2022|H5N1|USA-ID|2022-11-18|wild_avian|B3.2	USA	ID	Canyon	2022-11-18	43.396066566697	-116.62742840404	
EPI_ISL_17260689|A/skunk/Idaho/22-023547-001/2022|H5N1|USA-ID|2022-07-22|other_mammal|B3.2	USA	ID	Ada	2022-07-22	43.2406297059452	-116.150534462842	
EPI_ISL_17964927|A/great_horned_owl/Idaho/23-011169-003/2023|H5N1|USA-ID|2023-03-28|wild_avian|B3.2	USA	ID	Ada	2023-03-28	43.2438531647606	-116.267080555292	
EPI_ISL_16244005|A/chicken/Idaho/22-015408-001/2022|H5N1|USA-ID|2022-05-17|domestic_avian|B3.2	USA	ID	Ada	2022-05-17	43.405034205953	-116.084235317964	
PQ701705|A/American_green-winged_teal/ID/22-034533-007-original-repeat2/2022|H5N1|USA-ID|2022-10-01|wild_avian|B3.2	USA	ID	Unknown	2022-10-01	45.3994664471102	-116.089975359798	
PQ702289|A/American_wigeon/ID/22-036873-001-original/2022|H5N1|USA-ID|2022-10-26|wild_avian|B3.2	USA	ID	Unknown	2022-10-26	47.8234085651185	-116.959282598544	
PQ712905|A/Magpie/ID/23-001085-001-original/2023|H5N1|USA-ID|2023-01-04|wild_avian|B3.2	USA	ID	Unknown	2023-01-04	44.4350885572529	-115.712317326807	
EPI_ISL_17964949|A/barn_owl/Idaho/23-013072-001/2023|H5N1|USA-ID|2023-04-18|wild_avian|B3.2	USA	ID	Ada	2023-04-18	43.6565832797405	-116.119969673983	
EPI_ISL_17260680|A/skunk/Idaho/22-018976-004/2022|H5N1|USA-ID|2022-06-06|other_mammal|B3.2	USA	ID	Latah	2022-06-06	46.6212200906601	-116.933209023572	
EPI_ISL_16271835|A/striped_skunk/Idaho/22-037165-002/2022|H5N1|USA-ID|2022-11-04|other_mammal|B3.2	USA	ID	Jefferson	2022-11-04	43.6809871325736	-112.328263762218	
EPI_ISL_17964950|A/barn_owl/Idaho/23-013072-002/2023|H5N1|USA-ID|2023-04-18|wild_avian|B3.2	USA	ID	Ada	2023-04-18	43.217443122618	-116.205288089945	
EPI_ISL_17964981|A/great_horned_owl/Idaho/23-017158-001/2023|H5N1|USA-ID|2023-05-20|wild_avian|B3.2	USA	ID	Bonneville	2023-05-20	43.2393120067236	-111.393910202271	
EPI_ISL_16243651|A/chicken/Illinois/22-015233-006/2022|H5N1|USA-IL|2022-05-14|domestic_avian|B3.2	USA	IL	Boone	2022-05-14	42.3744885751945	-88.7168136650285	
PQ702001|A/American_white_Pelican/IL/22-013436-001-original/2022|H5N1|USA-IL|2022-04-25|wild_avian|B3.2	USA	IL	Unknown	2022-04-25	40.3036513700411	-90.8173979698975	
PQ702009|A/American_white_Pelican/IL/22-021276-001-original/2022|H5N1|USA-IL|2022-07-01|wild_avian|B3.2	USA	IL	Unknown	2022-07-01	39.1347585386567	-88.4253914369559	
PQ713273|A/Mallard/IN/22-034829-007-original-repeat2/2022|H5N1|USA-IN|2022-10-28|wild_avian|B3.2	USA	IN	Jasper	2022-10-28	41.2629750965368	-87.0945081945845	
PQ717601|A/Snow_goose/IN/22-038827-003-original-repeat/2022|H5N1|USA-IN|2022-11-23|wild_avian|B3.2	USA	IN	Gibson	2022-11-23	38.3306537790383	-87.6059682846592	
PQ717633|A/Snow_goose/IN/22-038827-008-original-repeat/2022|H5N1|USA-IN|2022-11-23|wild_avian|B3.2	USA	IN	Gibson	2022-11-23	38.3047675242825	-87.6568435602468	
PQ701713|A/American_green-winged_teal/IN/22-029725-007-original-repeat/2022|H5N1|USA-IN|2022-09-10|wild_avian|B3.2	USA	IN	Unknown	2022-09-10	41.2169438955928	-86.3082976872827	
PQ715137|A/Peregrine_falcon/IN/22-032710-001-original/2022|H5N1|USA-IN|2022-10-07|wild_avian|B3.2	USA	IN	Unknown	2022-10-07	40.6118348617938	-87.4607798642511	
PQ712401|A/Hawk/IN/23-003026-001-original/2023|H5N1|USA-IN|2023-01-23|wild_avian|B3.2	USA	IN	Unknown	2023-01-23	38.5793022685246	-85.9568833799	
PQ717705|A/Snow_goose/KS/22-039690-007-original/2022|H5N1|USA-KS|2022-11-27|wild_avian|B3.2	USA	KS	Kearny	2022-11-27	38.0301931380491	-101.51022597836	
PQ720257|A/great-tailed_grackle/KS/22-041130-006-original/2022|H5N1|USA-KS|2022-12-13|wild_avian|B3.2	USA	KS	Finney	2022-12-13	38.1171339491888	-100.893700880094	
EPI_ISL_17373141|A/goose/Kansas/W22-1154/2022|H5N1|USA-KS|2022-12-05|domestic_avian|B3.2	USA	KS	Rooks	2022-12-05	39.2936804412114	-99.5480544086593	
PQ717073|A/Ross_s_goose/KS/22-041130-002-original/2022|H5N1|USA-KS|2022-11-29|wild_avian|B3.2	USA	KS	Unknown	2022-11-29	38.4378259177011	-100.328049910498	
EPI_ISL_17964913|A/red-tailed_hawk/Kansas/23-009211-001/2023|H5N1|USA-KS|2023-03-15|wild_avian|B3.2	USA	KS	Marshall	2023-03-15	39.9596773932537	-96.7448167055276	
EPI_ISL_17424646|A/striped_skunk/Kansas/W23-094/2023|H5N1|USA-KS|2023-01-27|other_mammal|B3.2	USA	KS	Rawlins	2023-01-27	39.6496753561531	-101.149233399	
PQ715033|A/Pelican/KS/22-036624-001-original-repeat/2022|H5N1|USA-KS|2022-10-17|wild_avian|B3.2	USA	KS	Unknown	2022-10-17	39.9647554254522	-98.9439708288874	
PQ715601|A/Red-shouldered_hawk/KY/23-006092-002-original/2023|H5N1|USA-KY|2023-12-22|wild_avian|B3.2	USA	KY	Unknown	2023-12-22	37.9601285791214	-85.0917926548859	
EPI_ISL_17424631|A/red-tailed_hawk/Kentucky/W23-143/2022|H5N1|USA-KY|2022-12-22|wild_avian|B3.2	USA	KY	Henderson	2022-12-22	37.8245488397155	-87.4612842224634	
PQ705761|A/Blue-winged_teal/LA/22-033477-003-original/2022|H5N1|USA-LA|2022-09-20|wild_avian|B3.2	USA	LA	Jefferson_Davis	2022-09-20	30.2443269817864	-92.868740352779	
PQ717777|A/Snow_goose/LA/22-039688-009-original/2022|H5N1|USA-LA|2022-11-30|wild_avian|B3.2	USA	LA	Calcasieu	2022-11-30	30.0878016770997	-93.0273103232001	
PQ701721|A/American_green-winged_teal/LA/22-041760-007-original/2022|H5N1|USA-LA|2022-12-17|wild_avian|B3.2	USA	LA	La_Salle	2022-12-17	31.562741238084	-92.1103688677283	
