trait	country	admin1	admin2	collection_date	latitude	longitude
EPI_ISL_19490413|A/gadwall/Oklahoma/23-038107-003-original/2023|H5N1|USA-OK|2023-11-17|wild_avian|B3.6	USA	OK	Washington	2023-11-17	36.8243675529767	-95.9537936474694
EPI_ISL_19341009|A/green-winged_teal/Florida/23-038109-005-original/2023|H5N1|USA-FL|2023-11-25|wild_avian|B3.6	USA	FL	Brevard	2023-11-25	28.2912458619083	-80.7542350244291
EPI_ISL_19341010|A/blue-winged_teal/Florida/23-038109-006-original/2023|H5N1|USA-FL|2023-11-25|wild_avian|B3.6	USA	FL	Brevard	2023-11-25	27.9750671763398	-80.7651624870144
EPI_ISL_19341012|A/ring-necked_duck/Florida/23-038109-032-original/2023|H5N1|USA-FL|2023-11-25|wild_avian|B3.6	USA	FL	Brevard	2023-11-25	28.0925024247768	-80.8135007066871
EPI_ISL_19341013|A/blue-winged_teal/Florida/23-038112-008-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6	USA	FL	Brevard	2023-11-18	28.1083778703331	-80.7654838240604
EPI_ISL_19371789|A/blue-winged_teal/Florida/23-038112-025-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6	USA	FL	Brevard	2023-11-18	28.6687189702412	-80.8570768564403
EPI_ISL_19371790|A/blue-winged_teal/Florida/23-038112-033-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6	USA	FL	Brevard	2023-11-18	28.2915887549798	-80.8224770716765
EPI_ISL_19371795|A/ring-necked_duck/Florida/23-038112-067-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6	USA	FL	Brevard	2023-11-18	27.9882276841924	-80.6019166714012
EPI_ISL_19372783|A/ring-necked_duck/Florida/23-038112-112-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6	USA	FL	Brevard	2023-11-18	27.9088075137455	-80.7319781342822
EPI_ISL_19175600|A/snow_goose/Mississippi/23-038132-001/2023|H5N1|USA-MS|2023-11-29|wild_avian|B3.6	USA	MS	Smith	2023-11-29	32.0608415336778	-89.5174884788216
EPI_ISL_19372785|A/snow_goose/Mississippi/23-038133-001-original/2023|H5N1|USA-MS|2023-11-28|wild_avian|B3.6	USA	MS	Madison	2023-11-28	32.7907315071352	-89.9333895079304
EPI_ISL_19372787|A/mallard/Iowa/23-038177-001-original/2023|H5N1|USA-IA|2023-11-10|wild_avian|B3.6	USA	IA	Cerro_Gordo	2023-11-10	43.1251938163846	-93.4589100123116
EPI_ISL_19372788|A/northern_shoveler/Nevada/23-039034-004-original/2023|H5N1|USA-NV|2023-12-02|wild_avian|B3.6	USA	NV	Mineral	2023-12-02	38.3541209429724	-117.826973085708
EPI_ISL_19372790|A/gadwall/California/23-039481-004-original/2023|H5N1|USA-CA|2023-12-06|wild_avian|B3.6	USA	CA	Glenn	2023-12-06	39.4574687973821	-122.285748118096
EPI_ISL_19372791|A/tundra_swan/Michigan/23-039967-001-original/2023|H5N1|USA-MI|2023-12-14|wild_avian|B3.6	USA	MI	Chippewa	2023-12-14	46.7403104148856	-85.0053884457127
EPI_ISL_19094507|A/mountain_lion/Montana/24_005908-001/2024|H5N1|USA-MT|2024-01-30|feline|B3.6	USA	MT	Granite	2024-01-30	46.3392917287309	-113.179195850018
EPI_ISL_19094500|A/skunk/Washington/24_005959-002/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6	USA	WA	Stevens	2024-02-23	48.1724972311763	-117.900272383226
EPI_ISL_19094497|A/turkey_vulture/California/24_007419-001/2024|H5N1|USA-CA|2024-02-20|wild_avian|B3.6	USA	CA	Alameda	2024-02-20	37.679863874098	-121.684888752592
EPI_ISL_19094517|A/bald_eagle/Washington/24_007953-001/2024|H5N1|USA-WA|2024-03-11|wild_avian|B3.6	USA	WA	Spokane	2024-03-11	47.7846457853723	-117.705787548695
EPI_ISL_19372792|A/Canada_goose/Michigan/24-000650-001-original/2024|H5N1|USA-MI|2024-01-04|wild_avian|B3.6	USA	MI	Wexford	2024-01-04	44.3156504674984	-85.4593601192323
EPI_ISL_19387821|A/mallard/Washington/24-003952-017-original/2024|H5N1|USA-WA|2024-01-28|wild_avian|B3.6	USA	WA	Grant	2024-01-28	46.7646988095925	-119.500758632531
EPI_ISL_19430013|A/horned_grebe/Virginia/24-012236-004-original/2024|H5N1|USA-VA|2024-04-17|wild_avian|B3.6	USA	VA	Hampton	2024-04-17	37.0529283747783	-76.2891407157277
EPI_ISL_18665545|A/Cooper_s_Hawk/BC/AIVPHL-1393/2023|H5N1|Canada-BC|2023-11-13|wild_avian|B3.6	Canada	BC	Unknown	2023-11-13	51.511228824378	-119.461123051968
EPI_ISL_18665548|A/Canada_Goose/BC/AIVPHL-1395/2023|H5N1|Canada-BC|2023-11-14|wild_avian|B3.6	Canada	BC	Unknown	2023-11-14	49.7266144130628	-118.215506235436
EPI_ISL_18665602|A/Cackling_Goose/BC/AIVPHL-1412/2023|H5N1|Canada-BC|2023-11-14|wild_avian|B3.6	Canada	BC	Unknown	2023-11-14	51.8744333556698	-117.587019561619
EPI_ISL_18665637|A/American_Crow/BC/AIVPHL-1425/2023|H5N1|Canada-BC|2023-11-20|wild_avian|B3.6	Canada	BC	Unknown	2023-11-20	51.871503501351	-119.346180420458
EPI_ISL_18665648|A/Dunlin/BC/AIVPHL-1429/2023|H5N1|Canada-BC|2023-11-20|wild_avian|B3.6	Canada	BC	Unknown	2023-11-20	49.3964558857605	-122.395893912736
EPI_ISL_18665680|A/Canada_Goose/BC/AIVPHL-1448/2023|H5N1|Canada-BC|2023-11-27|wild_avian|B3.6	Canada	BC	Unknown	2023-11-27	55.3026444921465	-120.477504557858
EPI_ISL_19303631|A/Canada_Goose/BC/AIVPHL-1568/2023|H5N1|Canada-BC|2023-12-18|wild_avian|B3.6	Canada	BC	Unknown	2023-12-18	57.6643692064825	-127.640275294145
EPI_ISL_19064390|A/greater_white-fronted_goose/Louisiana/W23-857A/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6	USA	LA	Cameron	2023-10-27	29.7557634814427	-93.7149870053032
EPI_ISL_19064389|A/greater_white-fronted_goose/Louisiana/W23-857B/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6	USA	LA	Cameron	2023-10-27	29.7517454120502	-92.8425241058739
EPI_ISL_19116112|A/red-tailed_hawk/Kansas/W23-889/2023|H5N1|USA-KS|2023-11-08|wild_avian|B3.6	USA	KS	Lyon	2023-11-08	38.5238980169135	-96.1676541872866
EPI_ISL_19064284|A/Canada_goose/Louisiana/W23-902/2023|H5N1|USA-LA|2023-11-21|wild_avian|B3.6	USA	LA	Livingston	2023-11-21	30.4203176629912	-90.6924040464744
EPI_ISL_19064386|A/snow_goose/Kansas/W23-930A/2023|H5N1|USA-KS|2023-12-04|wild_avian|B3.6	USA	KS	Pottawatomie	2023-12-04	39.1940277848071	-96.1249991263279
EPI_ISL_19064384|A/snow_goose/Kansas/W23-930E/2023|H5N1|USA-KS|2023-12-04|wild_avian|B3.6	USA	KS	Pottawatomie	2023-12-04	39.4369402983747	-96.3652062309186
EPI_ISL_19134618|A/Ross_s_goose/Kansas/W23-949B/2023|H5N1|USA-KS|2023-12-07|wild_avian|B3.6	USA	KS	Mitchell	2023-12-07	39.3404743356455	-98.078222511949
EPI_ISL_19137669|A/crow/Kansas/W23-968A/2023|H5N1|USA-KS|2023-12-12|wild_avian|B3.6	USA	KS	Norton	2023-12-12	39.8515455441696	-100.033672281427
EPI_ISL_19134617|A/Ross_s_goose/Kansas/W23-968B/2023|H5N1|USA-KS|2023-12-12|wild_avian|B3.6	USA	KS	Norton	2023-12-12	39.9675574133146	-100.028651518366
EPI_ISL_19116124|A/great_horned_owl/Kansas/W24-005/2023|H5N1|USA-KS|2023-10-04|wild_avian|B3.6	USA	KS	Finney	2023-10-04	38.059571247696	-100.961169100373
EPI_ISL_19178095|A/sanderling/Virginia/W24-190A/2024|H5N1|USA-VA|2024-03-10|wild_avian|B3.6	USA	VA	Norfolk	2024-03-10	36.859624568669	-76.2941202166408
EPI_ISL_19178101|A/sanderling/Virginia/W24-190B/2024|H5N1|USA-VA|2024-03-10|wild_avian|B3.6	USA	VA	Norfolk	2024-03-10	36.886685611761	-76.2728515852197
EPI_ISL_19184046|A/sanderling/Virginia/W24-190G/2024|H5N1|USA-VA|2024-03-08|wild_avian|B3.6	USA	VA	Norfolk	2024-03-08	36.9295785293117	-76.3283546470207
EPI_ISL_19184038|A/sanderling/Virginia/W24-190J/2024|H5N1|USA-VA|2024-03-11|wild_avian|B3.6	USA	VA	Norfolk	2024-03-11	36.8755247272355	-76.2225583534112
EPI_ISL_19178071|A/American_crow/Virginia/W24-190M/2024|H5N1|USA-VA|2024-03-13|wild_avian|B3.6	USA	VA	Virginia_Beach	2024-03-13	36.7425004091995	-76.0711114763801
EPI_ISL_19178104|A/American_crow/Virginia/W24-190R/2024|H5N1|USA-VA|2024-03-14|wild_avian|B3.6	USA	VA	Norfolk	2024-03-14	36.8794057687945	-76.2699204129091
EPI_ISL_19437972|A/peregrine_falcon/Virginia/W24-219E/2024|H5N1|USA-VA|2024-03-25|wild_avian|B3.6	USA	VA	Norfolk	2024-03-25	36.8356518739212	-76.1969745225657
EPI_ISL_19437973|A/red-tailed_hawk/Virginia/W24-248F/2024|H5N1|USA-VA|2024-04-17|wild_avian|B3.6	USA	VA	Norfolk	2024-04-17	36.8972631506272	-76.2529454480222
EPI_ISL_19083124|A/Mountain_Lion/Montana/01/2024|H5N1|USA-MT|2024-02-26|feline|B3.6	USA	MT	Unknown	2024-02-26	46.8120960872687	-112.945774522858
EPI_ISL_19159900|A/bottlenose_dolphin/Florida/038155-001/2023|H5N1|USA-FL|2023-12-31|other_mammal|B3.6	USA	FL	Unknown	2023-12-31	30.1065949202386	-84.3161712365542
GenBank|A/Red-tailed_hawk/CO/22-038652-002-original/2022|H5N1|USA-CO|2022-11-22|wild_avian|B3.6	USA	CO	Unknown	2022-11-22	39.7756570570801	-106.414478843715
GenBank|A/Canada_goose/MN/22-041306-002-original/2022|H5N1|USA-MN|2022-12-19|wild_avian|B3.6	USA	MN	Unknown	2022-12-19	44.8582351670851	-96.2593849270723
GenBank|A/Snow_goose/ND/23-012938-001-original/2023|H5N1|USA-ND|2023-04-19|wild_avian|B3.6	USA	ND	Unknown	2023-04-19	46.1249592811083	-100.472533465097
GenBank|A/Blue-winged_teal/LA/23-028760-020-original/2023|H5N1|USA-LA|2023-09-20|wild_avian|B3.6	USA	LA	Unknown	2023-09-20	30.9985988538335	-92.33230066177
GenBank|A/Swainsons_Hawk/MT/23-029229-001-original/2023|H5N1|USA-MT|2023-09-20|wild_avian|B3.6	USA	MT	Unknown	2023-09-20	48.7844799891067	-105.995780356402
GenBank|A/Green_winged_teal/CO/23-029294-001-original/2023|H5N1|USA-CO|2023-09-24|wild_avian|B3.6	USA	CO	Unknown	2023-09-24	40.5814361488043	-107.246886042655
GenBank|A/Green_winged_teal/MN/23-029312-002-original/2023|H5N1|USA-MN|2023-09-23|wild_avian|B3.6	USA	MN	Unknown	2023-09-23	47.2339993900954	-91.6552678288305
GenBank|A/Green_winged_teal/CO/23-029854-015-original/2023|H5N1|USA-CO|2023-09-30|wild_avian|B3.6	USA	CO	Unknown	2023-09-30	39.9917894699101	-105.358215809413
GenBank|A/Great_horned_owl/ID/23-030180-001-original/2023|H5N1|USA-ID|2023-09-27|wild_avian|B3.6	USA	ID	Unknown	2023-09-27	43.6984405083554	-115.022145735233
EPI_ISL_19134615|A/chicken/Montana/23-030330-003/2023|H5N1|USA-MT|2023-10-07|domestic_avian|B3.6	USA	MT	Unknown	2023-10-07	47.4150957889396	-108.265805821447
EPI_ISL_19134614|A/chicken/Montana/23-030330-004/2023|H5N1|USA-MT|2023-10-07|domestic_avian|B3.6	USA	MT	Unknown	2023-10-07	47.2139745540003	-111.526662388317
GenBank|A/American_wigeon/MT/23-030445-008-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6	USA	MT	Unknown	2023-09-30	47.1627129417085	-108.018333623415
GenBank|A/American_wigeon/MT/23-030445-012-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6	USA	MT	Unknown	2023-09-30	45.3796791861931	-113.356363545306
GenBank|A/Mallard/MT/23-030445-013-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6	USA	MT	Unknown	2023-09-30	45.4649638600018	-108.23747035888
EPI_ISL_19186543|A/mallard/Montana/23-030714-0012/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6	USA	MT	Unknown	2023-09-30	47.4180483574191	-105.690850022241
GenBank|A/Mallard/MT/23-030714-006-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6	USA	MT	Unknown	2023-09-30	46.5027402937941	-111.164522809761
GenBank|A/Mallard/MT/23-030714-044-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6	USA	MT	Unknown	2023-09-30	45.6828657857596	-104.262066209406
GenBank|A/Mallard/CO/23-030893-003-original/2023|H5N1|USA-CO|2023-10-07|wild_avian|B3.6	USA	CO	Unknown	2023-10-07	38.9376131951774	-108.233248245504
GenBank|A/pintail/CO/23-030893-007-original/2023|H5N1|USA-CO|2023-10-07|wild_avian|B3.6	USA	CO	Unknown	2023-10-07	38.1121901911581	-107.323795463081
GenBank|A/Blue-winged_teal/KS/23-030993-003-original/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6	USA	KS	Unknown	2023-10-07	39.4973903425739	-99.2611036403835
GenBank|A/Blue-winged_teal/KS/23-030994-006-original/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6	USA	KS	Unknown	2023-10-07	39.835603826047	-98.0103847296241
GenBank|A/Ring-necked_duck/KS/23-030994-012-original-repeat/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6	USA	KS	Unknown	2023-10-07	39.8315592797169	-101.081974193377
GenBank|A/Blue-winged_teal/KS/23-030994-014-original/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6	USA	KS	Unknown	2023-10-07	37.5640013092159	-100.56652953015
GenBank|A/Peregrine_falcon/MN/23-031335-001-original/2023|H5N1|USA-MN|2023-10-12|wild_avian|B3.6	USA	MN	Unknown	2023-10-12	45.3445026924651	-95.2139549121438
GenBank|A/Canada_goose/OR/23-031492-001-original/2023|H5N1|USA-OR|2023-10-11|wild_avian|B3.6	USA	OR	Unknown	2023-10-11	44.7559361146999	-119.352953907965
GenBank|A/Sharp-shinned_Hawk/IA/23-031647-001-original/2023|H5N1|USA-IA|2023-10-12|wild_avian|B3.6	USA	IA	Unknown	2023-10-12	42.0275051298317	-94.0356150802815
EPI_ISL_19660891|A/great_horned_owl/Wyoming/23-032058-001-original/2023|H5N1|USA-WY|2023-10-12|wild_avian|B3.6	USA	WY	Unknown	2023-10-12	44.3250647446972	-110.383950620358
EPI_ISL_19159886|A/cackling_goose/Iowa/23-032227-002/2023|H5N1|USA-IA|2023-10-05|wild_avian|B3.6	USA	IA	Unknown	2023-10-05	41.6657839315532	-95.6817833951926
EPI_ISL_19175586|A/mallard/North_Dakota/23-032886-002/2023|H5N1|USA-ND|2023-10-21|wild_avian|B3.6	USA	ND	Unknown	2023-10-21	46.0798185423381	-98.1651010277541
EPI_ISL_19371779|A/green-winged_teal/Illinois/23-033978-005-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6	USA	IL	Unknown	2023-10-29	42.372086126967	-89.6446746725833
EPI_ISL_19194242|A/pintail/Illinois/23-033982-003/2023|H5N1|USA-IL|2023-10-24|wild_avian|B3.6	USA	IL	Unknown	2023-10-24	40.0011099601972	-90.7164700244613
EPI_ISL_19210873|A/green-winged_teal/Illinois/23-033982-037-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6	USA	IL	Unknown	2023-10-29	42.0103294596782	-88.7885794845668
EPI_ISL_19210874|A/mallard/Illinois/23-033982-047-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6	USA	IL	Unknown	2023-10-29	42.0942967662429	-88.4300528880122
EPI_ISL_19660944|A/cackling_goose/Oregon/23-034181-001-original/2023|H5N1|USA-OR|2023-11-01|wild_avian|B3.6	USA	OR	Unknown	2023-11-01	43.5382633671669	-119.532140002389
EPI_ISL_18914304|A/greater_white-fronted_goose/Louisiana/23-034209-001/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6	USA	LA	Unknown	2023-10-27	31.2746980972517	-91.5863634957982
EPI_ISL_18914306|A/greater_white-fronted_goose/Louisiana/23-034209-003/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6	USA	LA	Unknown	2023-10-27	32.9138653734621	-91.1099838339141
EPI_ISL_18914311|A/peregrine_falcon/California/23-034297-001/2023|H5N1|USA-CA|2023-11-01|wild_avian|B3.6	USA	CA	Unknown	2023-11-01	34.0615206488491	-118.618663653974
EPI_ISL_18914315|A/greater_white-fronted_goose/California/23-034300-001/2023|H5N1|USA-CA|2023-10-31|wild_avian|B3.6	USA	CA	Unknown	2023-10-31	32.6018949261174	-116.92545626275
EPI_ISL_19224077|A/pintail/California/23-034302-003-original/2023|H5N1|USA-CA|2023-10-25|wild_avian|B3.6	USA	CA	Unknown	2023-10-25	35.5584491459591	-120.30577409783
EPI_ISL_19660956|A/mallard/Indiana/23-034359-010-original/2023|H5N1|USA-IN|2023-11-01|wild_avian|B3.6	USA	IN	Unknown	2023-11-01	40.3622624850351	-85.9609714067434
EPI_ISL_19371781|A/mallard/North_Dakota/23-034416-006-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6	USA	ND	Unknown	2023-11-02	46.0258010453675	-103.266401076671
EPI_ISL_19260819|A/mallard/North_Dakota/23-034416-008-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6	USA	ND	Unknown	2023-11-02	46.3411451489587	-103.5893329332
EPI_ISL_19260821|A/mallard/North_Dakota/23-034421-008-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6	USA	ND	Unknown	2023-11-02	46.1525521225999	-102.888390731581
EPI_ISL_19260823|A/mallard/North_Dakota/23-034422-006-original/2023|H5N1|USA-ND|2023-11-02|wild_avian|B3.6	USA	ND	Unknown	2023-11-02	48.3307600631809	-102.926067469843
