trait,country,admin1
A/mallard_duck/Tennessee/TN22-278/2022|H5N1|USA-TN|2022-01-24|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-287/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-003/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-287/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/american_wigeon/Tennessee/CEIRR-298/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/american_wigeon/Tennessee/CEIRR-301/2022|H5N1|USA-TN|2022-01-30|avian|A1,USA,TN
A/American_wigeon/Tennessee/TN22-301/2022|H5N1|USA-TN|2022-01-30|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-007/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-290/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-293/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-009/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/american_wigeon/Tennessee/22-024871-016/2022|H5N1|USA-TN|2022-01-30|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-288/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-293/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-291/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall_duck/Tennessee/CEIRR-297/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall_duck/Tennessee/TN22-297/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall/Tennessee/22-024871-010/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-291/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall_duck/Tennessee/TN22-296/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/american_wigeon/Tennessee/22-024871-013/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall/Tennessee/22-024871-012/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/american_wigeon/Tennessee/22-024871-014/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/TN22-288/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-005/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall/Tennessee/22-024871-015/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall_duck/Tennessee/TN22-295/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall/Tennessee/22-024871-011/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall_duck/Tennessee/CEIRR-295/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-004/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/American_wigeon/Tennessee/TN22-298/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard/Tennessee/22-024871-006/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/gadwall_duck/Tennessee/CEIRR-296/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/mallard_duck/Tennessee/CEIRR-290/2022|H5N1|USA-TN|2022-01-25|avian|A1,USA,TN
A/pheasant/Texas/22-010008-001/2022|H5N1|USA-TX|2022-03-29|avian|A1,USA,TX
A/pheasant/Texas/22-009984-001/2022|H5N1|USA-TX|2022-03-29|avian|A1,USA,TX
A/pheasant/Texas/22-010008-002/2022|H5N1|USA-TX|2022-03-29|avian|A1,USA,TX
A/peregrine_falcon/Texas/22-017713-001/2022|H5N1|USA-TX|2022-03-08|avian|A1,USA,TX
A/Owl/Texas/22-012996-001/2022|H5N1|USA-TX|2022-04-26|avian|A1,USA,TX
A/chicken/Utah/22-012375-001/2022|H5N1|USA-UT|2022-04-21|avian|A1,USA,UT
A/chicken/Virginia/22-004415-001/2022|H5N1|USA-VA|2022-02-11|avian|A1,USA,VA
A/Green-winged_Teal/Virginia/22-002768-003/2022|H5N1|USA-VA|2022-01-19|avian|A1,USA,VA
A/Gadwall/Virginia/22-003923-001/2022|H5N1|USA-VA|2022-01-29|avian|A1,USA,VA
A/wood_duck/Vermont/22-029063-031/2022|H5N1|USA-VT|2022-09-09|avian|A1,USA,VT
A/bald_eagle/Wisconsin/22-019204-001/2022|H5N1|USA-WI|2022-05-23|avian|A1,USA,WI
A/double_crested_cormorant/Wisconsin/22-030264-001/2022|H5N1|USA-WI|2022-05-24|avian|A1,USA,WI
A/bald_eagle/Wisconsin/22-013262-001/2022|H5N1|USA-WI|2022-04-28|avian|A1,USA,WI
A/bald_eagle/Wisconsin/22-015545-001/2022|H5N1|USA-WI|2022-05-16|avian|A1,USA,WI
A/Coopers_Hawk/Wisconsin/22-009404-002/2022|H5N1|USA-WI|2022-03-13|avian|A1,USA,WI
A/wood_duck/Wisconsin/22-013269-001/2022|H5N1|USA-WI|2022-04-11|avian|A1,USA,WI
A/silkie_chicken/Wisconsin/22-009934-002/2022|H5N1|USA-WI|2022-03-31|avian|A1,USA,WI
A/chicken/Wisconsin/22-007545-004/2022|H5N1|USA-WI|2022-03-13|avian|A1,USA,WI
A/chicken/Wisconsin/22-007545-005/2022|H5N1|USA-WI|2022-03-13|avian|A1,USA,WI
A/chicken/Wisconsin/22-007545-001/2022|H5N1|USA-WI|2022-03-13|avian|A1,USA,WI
A/chicken/Wisconsin/22-007545-002/2022|H5N1|USA-WI|2022-03-13|avian|A1,USA,WI
A/Canada_Goose/Wisconsin/22-009408-001/2022|H5N1|USA-WI|2022-03-20|avian|A1,USA,WI
A/Snowy_Owl/Wisconsin/22-010236-001/2022|H5N1|USA-WI|2022-03-16|avian|A1,USA,WI
A/Great_Horned_Owl/Wisconsin/22-011239-001/2022|H5N1|USA-WI|2022-03-29|avian|A1,USA,WI
A/great_horned_owl/Wyoming/22-013814-001/2022|H5N1|USA-WY|2022-05-02|avian|A1,USA,WY
A/great_horned_owl/Wyoming/22-013814-002/2022|H5N1|USA-WY|2022-05-02|avian|A1,USA,WY
A/great_horned_owl/Wyoming/22-014489-002/2022|H5N1|USA-WY|2022-04-30|avian|A1,USA,WY
A/great_horned_owl/Wyoming/22-014489-001/2022|H5N1|USA-WY|2022-04-30|avian|A1,USA,WY
A/Wild_Turkey/Wyoming/22-011876-001/2022|H5N1|USA-WY|2022-04-14|avian|A1,USA,WY
A/Wild_Turkey/Wyoming/22-011876-002/2022|H5N1|USA-WY|2022-04-14|avian|A1,USA,WY
A/chicken/Wyoming/22-010378-001/2022|H5N1|USA-WY|2022-03-31|avian|A1,USA,WY
A/horned_grebe/Wyoming/22-017774-003/2022|H5N1|USA-WY|2022-06-03|avian|A1,USA,WY
A/horned_grebe/Wyoming/22-017774-001/2022|H5N1|USA-WY|2022-06-03|avian|A1,USA,WY
A/eared_grebe/Wyoming/22-017947-002/2022|H5N1|USA-WY|2022-06-06|avian|A1,USA,WY
A/eared_grebe/Wyoming/22-017947-001/2022|H5N1|USA-WY|2022-06-06|avian|A1,USA,WY
A/chicken/Wyoming/22-010157-002/2022|H5N1|USA-WY|2022-03-31|avian|A1,USA,WY
A/chicken/Wyoming/22-010157-001/2022|H5N1|USA-WY|2022-03-31|avian|A1,USA,WY
