trait	country	admin1	admin2	precision	latitude	longitude
A/american_green_winged_teal/Oregon/22-040176-004/2022|H5N1|USA-OR|2022-12-05|avian|B3.2	USA-OR	Oregon	Lane	county	44.0988667141316	-123.042085928685
A/red_tailed_hawk/Oregon/23-001496-001/2022|H5N1|USA-OR|2022-12-28|avian|B3.2	USA-OR	Oregon	Lane	county	44.0464340864319	-122.577553171299
A/sanderling/Oregon/23-008234-001/2023|H5N1|USA-OR|2023-02-04|avian|B3.2	USA-OR	Oregon	Lane	county	43.5908816196192	-122.933119837722
A/great_horned_owl/Wyoming/22-029194-001/2022|H5N1|USA-WY|2022-09-11|avian|B3.2	USA-WY	Wyoming	Johnson	county	43.7448258515865	-107.073741833907
A/red_tailed_hawk/Oregon/23-003379-001/2023|H5N1|USA-OR|2023-01-20|avian|B3.2	USA-OR	Oregon	Crook	county	43.8794563307798	-120.081891447369
A/chicken/South_Dakota/22-008704-001/2022|H5N1|USA-SD|2022-03-22|avian|B3.2	USA-SD	South_Dakota	Kingsbury	county	44.3451336400052	-97.7442404445673
A/chicken/South_Dakota/22-008704-002/2022|H5N1|USA-SD|2022-03-22|avian|B3.2	USA-SD	South_Dakota	Kingsbury	county	44.4823598599084	-97.5528270823022
A/red_tailed_hawk/South_Dakota/23-002914-001/2023|H5N1|USA-SD|2023-01-17|avian|B3.2	USA-SD	South_Dakota	Hughes	county	44.4281299125219	-100.205314190289
A/canada_goose/South_Dakota/22-037528-002/2022|H5N1|USA-SD|2022-11-14|avian|B3.2	USA-SD	South_Dakota	Stanley	county	44.2729365635302	-100.826654141751
A/turkey/South_Dakota/22-037933-001/2022|H5N1|USA-SD|2022-11-22|avian|B3.2	USA-SD	South_Dakota	Beadle	county	44.2349156154761	-98.0682854062742
A/hooded_merganser/Maine/23-004172-006/2023|H5N1|USA-ME|2023-01-31|avian|B3.2	USA-ME	Maine	Kennebec	county	44.570727382768	-69.723318396829
A/hooded_merganser/Maine/23-004172-002/2023|H5N1|USA-ME|2023-02-02|avian|B3.2	USA-ME	Maine	Kennebec	county	44.5046058204733	-69.4710100739799
A/great_horned_owl/Wyoming/22-031607-001/2022|H5N1|USA-WY|2022-09-29|avian|B3.2	USA-WY	Wyoming	Park	county	44.3744063657492	-110.160967725206
A/canada_goose/Wyoming/23-000980-001/2023|H5N1|USA-WY|2023-01-05|avian|B3.2	USA-WY	Wyoming	Park	county	44.2698413446197	-108.809560950422
A/American_Crow/Minnesota/22-009668-001/2022|H5N1|USA-MN|2022-03-29|avian|B3.2	USA-MN	Minnesota	Dakota	county	44.6834938216374	-92.81575522002
A/hawk/South_Dakota/23-000319-001/2022|H5N1|USA-SD|2022-12-28|avian|B3.2	USA-SD	South_Dakota	Butte	county	44.9703944972926	-102.984707481618
A/chicken/South_Dakota/22-033350-001/2022|H5N1|USA-SD|2022-10-18|avian|B3.2	USA-SD	South_Dakota	Spink	county	45.2348076256096	-98.5303647285046
A/red_fox/Minnesota/22-014661-002/2022|H5N1|USA-MN|2022-05-09|other_mammal|B3.2	USA-MN	Minnesota	Hennepin	county	44.9770355963049	-93.5296117509088
A/peregrine_falcon/Minnesota/22-016225-001/2022|H5N1|USA-MN|2022-05-23|avian|B3.2	USA-MN	Minnesota	Hennepin	county	45.015204364362	-93.4901937551964
A/trumpeter_swan/Minnesota/22-026969-001/2022|H5N1|USA-MN|2022-08-29|avian|B3.2	USA-MN	Minnesota	Hennepin	county	44.9070333783398	-93.5087810631498
A/barred_owl/Minnesota/22-013395-005/2022|H5N1|USA-MN|2022-04-29|avian|B3.2	USA-MN	Minnesota	Ramsey	county	44.9055557298623	-93.0334590852044
A/american_crow/Wisconsin/22-016277-001/2022|H5N1|USA-WI|2022-04-30|avian|B3.2	USA-WI	Wisconsin	Door	county	44.8875123291877	-87.3110255145849
A/snow_goose/Minnesota/22-037439-001/2022|H5N1|USA-MN|2022-11-17|avian|B3.2	USA-MN	Minnesota	Washington	county	44.882362094862	-92.8550138347019
A/canada_goose/Minnesota/22-041306-001/2022|H5N1|USA-MN|2022-12-19|avian|B3.2	USA-MN	Minnesota	Washington	county	44.8301122134381	-92.9609837200954
A/fisher/Wisconsin/22-019946-001/2022|H5N1|USA-WI|2022-04-14|other_mammal|B3.2	USA-WI	Wisconsin	Saint Croix	county	45.1469570736763	-92.5748318957278
A/Caspian_tern/Oregon/23-018836-001/2023|H5N1|USA-OR|2023-06-15|avian|B3.2	USA-OR	Oregon	Wasco	county	45.5372208849987	-121.364892318562
A/Caspian_tern/Oregon/23-018836-002/2023|H5N1|USA-OR|2023-06-15|avian|B3.2	USA-OR	Oregon	Wasco	county	45.0203646682678	-120.541216188982
A/Caspian_tern/Oregon/23-018836-003/2023|H5N1|USA-OR|2023-06-15|avian|B3.2	USA-OR	Oregon	Wasco	county	45.3997374354854	-120.87851932065
A/red-tailed_hawk/Minnesota/23-010018-001/2023|H5N1|USA-MN|2023-03-26|avian|B3.2	USA-MN	Minnesota	Wright	county	45.1056685499978	-93.7328745379801
A/chicken/Oregon/22-035197-001/2022|H5N1|USA-OR|2022-11-01|avian|B3.2	USA-OR	Oregon	Yamhill	county	45.1809266533538	-123.513422350894
A/raven/Montana/23-003666-002/2023|H5N1|USA-MT|2023-01-30|avian|B3.2	USA-MT	Montana	Carbon	county	45.078538264519	-109.064193465514
A/fox/Minnesota/22-014182-001/2022|H5N1|USA-MN|2022-04-22|other_mammal|B3.2	USA-MN	Minnesota	Anoka	county	45.3515948528003	-93.4299787350034
A/Hooded_Merganser/Wisconsin/22-011817-001/2022|H5N1|USA-WI|2022-04-03|avian|B3.2	USA-WI	Wisconsin	Lincoln	county	45.3839938679706	-89.8359093231405
A/mallard/Maine/22-040719-016/2022|H5N1|USA-ME|2022-12-09|avian|B3.2	USA-ME	Maine	Penobscot	county	44.7445815834451	-69.0089709178121
A/mallard/Maine/22-041145-001/2022|H5N1|USA-ME|2022-12-14|avian|B3.2	USA-ME	Maine	Penobscot	county	45.1407642270592	-68.5865972500827
A/mallard/Maine/22-041145-003/2022|H5N1|USA-ME|2022-12-14|avian|B3.2	USA-ME	Maine	Penobscot	county	45.0988788606294	-68.7234349917984
A/american_wigeon/Oregon/22-033876-019/2022|H5N1|USA-OR|2022-10-15|avian|B3.2	USA-OR	Oregon	Morrow	county	45.5727341009625	-119.31211011545
A/turkey/Wisconsin/22-013448-001/2022|H5N1|USA-WI|2022-05-01|avian|B3.2	USA-WI	Wisconsin	Barron	county	45.4130372501517	-91.6099790397453
A/turkey/Wisconsin/22-014126-001/2022|H5N1|USA-WI|2022-05-05|avian|B3.2	USA-WI	Wisconsin	Barron	county	45.472451238424	-91.9929062679345
A/turkey/Wisconsin/22-014948-001/2022|H5N1|USA-WI|2022-05-11|avian|B3.2	USA-WI	Wisconsin	Barron	county	45.2361744187644	-91.7027345998699
A/mallard/Montana/22-039947-005/2022|H5N1|USA-MT|2022-12-02|avian|B3.2	USA-MT	Montana	Big Horn	county	45.0874265289995	-107.509882631059
A/domestic_duck/Michigan/22-012454-001/2022|H5N1|USA-MI|2022-04-22|avian|B3.2	USA-MI	Michigan	Menominee	county	45.7593108374686	-87.5886882671523
A/domestic_goose/Michigan/22-012454-002/2022|H5N1|USA-MI|2022-04-22|avian|B3.2	USA-MI	Michigan	Menominee	county	45.3900289320477	-87.8485095543471
A/greater_scaup/Montana/23-001334-001/2023|H5N1|USA-MT|2023-01-06|avian|B3.2	USA-MT	Montana	Gallatin	county	45.7606253996989	-111.717283304734
A/great_horned_owl/Montana/23-011850-001/2023|H5N1|USA-MT|2023-04-12|avian|B3.2	USA-MT	Montana	Gallatin	county	45.0766205978728	-111.065837917946
A/red-tailed_hawk/Montana/23-011216-001/2023|H5N1|USA-MT|2023-04-03|avian|B3.2	USA-MT	Montana	Silver Bow	county	46.088932874674	-112.572892413973
A/wood_duck/Wisconsin/22-014367-001/2022|H5N1|USA-WI|2022-04-14|avian|B3.2	USA-WI	Wisconsin	Washburn	county	45.8509629096065	-91.6885954965294
A/cackling_goose/Oregon/22-036878-001-R2/2022|H5N1|USA-OR|2022-10-02|avian|B3.2	USA-OR	Oregon	Columbia	county	46.0910508556537	-122.938556931392
A/chicken/Oregon/22-037712-001/2022|H5N1|USA-OR|2022-11-21|avian|B3.2	USA-OR	Oregon	Columbia	county	45.8863605335097	-123.329499363456
A/red_tailed_hawk/Oregon/23-005360-001/2022|H5N1|USA-OR|2022-12-15|avian|B3.2	USA-OR	Oregon	Columbia	county	45.7574250383298	-122.772922827295
A/american_wigeon/Oregon/22-035736-015/2022|H5N1|USA-OR|2022-10-27|avian|B3.2	USA-OR	Oregon	Clatsop	county	46.0800409215167	-123.533698423265
A/sanderling/Oregon/23-000771-001/2023|H5N1|USA-OR|2023-01-03|avian|B3.2	USA-OR	Oregon	Clatsop	county	46.0764573317704	-123.916177667593
A/trumpeter_swan/Montana/22-030263-001/2022|H5N1|USA-MT|2022-09-16|avian|B3.2	USA-MT	Montana	Ravalli	county	46.0359563594351	-113.804761648924
A/red_tailed_hawk/Montana/23-002509-001/2023|H5N1|USA-MT|2023-01-18|avian|B3.2	USA-MT	Montana	Ravalli	county	46.1801783329405	-114.445554088537
A/snow_goose/Washington/22-041983-001/2022|H5N1|USA-WA|2022-12-16|avian|B3.2	USA-WA	Washington	Walla Walla	county	46.2568735999078	-118.789706852372
A/Western_screech_owl/Washington/23-010027-001/2023|H5N1|USA-WA|2023-03-23|avian|B3.2	USA-WA	Washington	Benton	county	46.0104231246982	-119.653611343094
A/sanderling/Washington/23-004228-001/2023|H5N1|USA-WA|2023-01-26|avian|B3.2	USA-WA	Washington	Pacific	county	46.2871837808558	-123.809001608737
A/skunk/Idaho/22-018976-004/2022|H5N1|USA-ID|2022-06-06|other_mammal|B3.2	USA-ID	Idaho	Latah	county	46.585385404294	-116.930911520072
A/skunk/Washington/22-019274-001/2022|H5N1|USA-WA|2022-06-07|other_mammal|B3.2	USA-WA	Washington	Whitman	county	46.9134231374517	-117.230514586438
A/skunk/Washington/22-019274-004/2022|H5N1|USA-WA|2022-06-07|other_mammal|B3.2	USA-WA	Washington	Whitman	county	47.2079760385735	-117.157072544833
A/great_horned_owl/North_Dakota/22-032264-001/2022|H5N1|USA-ND|2022-09-28|avian|B3.2	USA-ND	North_Dakota	Burleigh	county	46.9193027613147	-100.143382214864
A/american_crow/North_Dakota/22-014532-001/2022|H5N1|USA-ND|2022-05-05|avian|B3.2	USA-ND	North_Dakota	Stutsman	county	47.0316506861881	-99.1042715571057
A/Caspian_tern/Washington/23-023703-001/2023|H5N1|USA-WA|2023-07-31|avian|B3.2	USA-WA	Washington	Pierce	county	47.1256707329746	-122.519675367786
A/red_tailed_hawk/Montana/22-036316-001/2022|H5N1|USA-MT|2022-11-09|avian|B3.2	USA-MT	Montana	Lewis and Clark	county	47.7177346411268	-112.912863498448
A/Cooper_s_hawk/Montana/23-016105-001/2023|H5N1|USA-MT|2023-04-16|avian|B3.2	USA-MT	Montana	Cascade	county	47.5198362390916	-111.250011060622
A/Snow_Goose/North_Dakota/22-009481-003/2022|H5N1|USA-ND|2022-03-23|avian|B3.2	USA-ND	North_Dakota	Foster	county	47.5383003748647	-98.6527681090264
A/Ross_s_Goose/North_Dakota/22-009481-019/2022|H5N1|USA-ND|2022-03-23|avian|B3.2	USA-ND	North_Dakota	Foster	county	47.3828302911758	-98.9786523451018
A/mallard/Washington/22-039095-002/2022|H5N1|USA-WA|2022-11-25|avian|B3.2	USA-WA	Washington	King	county	47.7132702081603	-122.152889368621
A/fox/Minnesota/22-016487-001/2022|H5N1|USA-MN|2022-05-13|other_mammal|B3.2	USA-MN	Minnesota	Itasca	county	47.4484056354582	-93.8524437219271
A/Caspian_tern/Washington/23-021119-003/2023|H5N1|USA-WA|2023-07-11|avian|B3.2	USA-WA	Washington	Jefferson	county	47.5867710123723	-124.301203435912
A/caspian_tern/Washington/23-025001-001/2023|H5N1|USA-WA|2023-08-11|avian|B3.2	USA-WA	Washington	Jefferson	county	47.9700499589517	-122.821762438185
A/glaucous_gull/Washington/23-025001-003/2023|H5N1|USA-WA|2023-08-11|avian|B3.2	USA-WA	Washington	Jefferson	county	47.741249566884	-123.992823290624
A/harbor_seal/Washington/23-027069-002/2023|H5N1|USA-WA|2023-08-13|other_mammal|B3.2	USA-WA	Washington	Jefferson	county	47.8394957474207	-124.346395393696
A/harbor_seal/Washington/23-025744-001/2023|H5N1|USA-WA|2023-08-19|other_mammal|B3.2	USA-WA	Washington	Jefferson	county	47.8392612134767	-122.777757445804
A/harbor_seal/Washington/23-025744-002/2023|H5N1|USA-WA|2023-08-19|other_mammal|B3.2	USA-WA	Washington	Jefferson	county	47.667910811652	-124.171547738805
A/harbor_seal/Washington/23-025991-001/2023|H5N1|USA-WA|2023-08-25|other_mammal|B3.2	USA-WA	Washington	Jefferson	county	47.794270760567	-124.344047426984
A/harbor_seal/Washington/23-026504-001/2023|H5N1|USA-WA|2023-08-29|other_mammal|B3.2	USA-WA	Washington	Jefferson	county	47.5220443664436	-123.796384706023
A/harbor_seal/Washington/23-026504-002/2023|H5N1|USA-WA|2023-08-29|other_mammal|B3.2	USA-WA	Washington	Jefferson	county	47.5937671759223	-123.996074833369
A/blue_winged_teal/Montana/22-031163-004-R/2022|H5N1|USA-MT|2022-09-24|avian|B3.2	USA-MT	Montana	Teton	county	47.7799002459011	-112.125591650037
A/chicken/Washington/22-035749-001/2022|H5N1|USA-WA|2022-11-02|avian|B3.2	USA-WA	Washington	Snohomish	county	47.9902868306436	-122.088325385729
A/dunlin/Washington/22-040394-001/2022|H5N1|USA-WA|2022-12-03|avian|B3.2	USA-WA	Washington	Snohomish	county	48.1993616972818	-122.177946492997
A/hooded_merganser/Washington/23-003784-001/2023|H5N1|USA-WA|2023-01-18|avian|B3.2	USA-WA	Washington	Snohomish	county	48.1930318263456	-121.52258548288
A/caspian_tern/Washington/23-024996-001/2023|H5N1|USA-WA|2023-08-07|avian|B3.2	USA-WA	Washington	Snohomish	county	48.2561483434313	-121.309343358785
A/american_white_pelican/Minnesota/22-023116-001/2022|H5N1|USA-MN|2022-07-19|avian|B3.2	USA-MN	Minnesota	Marshall	county	48.2851319927303	-96.3379516777504
A/barn_owl/Washington/22-041081-001/2022|H5N1|USA-WA|2022-12-12|avian|B3.2	USA-WA	Washington	Skagit	county	48.4047396056903	-121.515022913191
A/chicken/Montana/22-033348-001/2022|H5N1|USA-MT|2022-10-18|avian|B3.2	USA-MT	Montana	Hill	county	48.4716225451708	-110.739091912631
A/snow_goose/North_Dakota/22-013421-001/2022|H5N1|USA-ND|2022-04-28|avian|B3.2	USA-ND	North_Dakota	Towner	county	48.496138679745	-99.3188231774067
A/chicken/North_Dakota/22-035070-001/2022|H5N1|USA-ND|2022-11-01|avian|B3.2	USA-ND	North_Dakota	Bottineau	county	48.784884666302	-101.207207650934
A/northern_pintail/Alaska/23-002693-016/2022|H5N1|USA-AK|2022-09-30|avian|B3.2	USA-AK	Alaska	Aleutians East	county	55.9716825259436	-159.994021895517
A/mallard/Alaska/23-003641-008/2022|H5N1|USA-AK|2022-10-14|avian|B3.2	USA-AK	Alaska	Aleutians East	county	55.1217650801852	-162.861335066899
A/Canada_goose/Alaska/22-013831-003/2022|H5N1|USA-AK|2022-04-29|avian|B3.2	USA-AK	Alaska	NA	city	61.216667	-149.893611
A/glaucous_gull/Alaska/22-021855-001/2022|H5N1|USA-AK|2022-05-31|avian|B3.2	USA-AK	Alaska	Valdez-Cordova	county	60.803718180242	-142.236552002715
A/chicken/Alaska/22-037940-001/2022|H5N1|USA-AK|2022-11-23|avian|B3.2	USA-AK	Alaska	Matanuska-Susitna	county	62.421738388024	-150.519159416033
A/red_fox/Alaska/22-020792-002/2022|H5N1|USA-AK|2022-06-13|other_mammal|B3.2	USA-AK	Alaska	Nome	county	64.5765153244325	-164.174955582107
A/raven/Alaska/22-020951-001/2022|H5N1|USA-AK|2022-06-26|avian|B3.2	USA-AK	Alaska	North Slope	county	68.6231381412162	-163.031263034166
A/Snow_Goose/AB/FAV-0505-32/2022|H5N1|Canada-AB|2022-04-29|avian|B3.2	Canada-AB	AB	NA	centroid	59.2046944885636	-118.607499261237
A/Striped_Skunk/AB/FAV-0918-17/2022|H5N1|Canada-AB|2022-05-04|other_mammal|B3.2	Canada-AB	AB	NA	centroid	58.0954287561447	-111.136764014378
A/Common_Raven/AB/FAV-0833-35/2022|H5N1|Canada-AB|2022-05-27|avian|B3.2	Canada-AB	AB	NA	centroid	59.8734836469447	-119.480864049925
A/Skunk/AB/FAV-0835-11/2022|H5N1|Canada-AB|2022-05-31|other_mammal|B3.2	Canada-AB	AB	NA	centroid	59.0482656702341	-110.276912172891
A/Western_Grebe/AB/FAV-0833-75/2022|H5N1|Canada-AB|2022-06-23|avian|B3.2	Canada-AB	AB	NA	centroid	59.3537589801615	-117.077220903904
A/Skunk/AB/FAV-0897-01/2022|H5N1|Canada-AB|2022-06-28|other_mammal|B3.2	Canada-AB	AB	NA	centroid	59.5660966390241	-113.434603896752
A/Canada_Goose/AB/FAV-0896-6/2022|H5N1|Canada-AB|2022-07-19|avian|B3.2	Canada-AB	AB	NA	centroid	59.8614776391114	-118.234510896812
A/Skunk/AB/FAV-0897-02/2022|H5N1|Canada-AB|2022-07-19|other_mammal|B3.2	Canada-AB	AB	NA	centroid	55.9621311757456	-118.433535454528
A/Striped_Skunk/AB/OTH-0136-1/2022|H5N1|Canada-AB|2022-09-14|other_mammal|B3.2	Canada-AB	AB	NA	centroid	53.0411639741027	-116.103641001517
A/Turkey/AB/FAV-0987-1/2022|H5N1|Canada-AB|2022-09-28|avian|B3.2	Canada-AB	AB	NA	centroid	54.7566728036194	-118.491921916588
A/Striped_Skunk/AB/FAV-1509-3/2022|H5N1|Canada-AB|2022-10-24|other_mammal|B3.2	Canada-AB	AB	NA	centroid	54.5199269905601	-113.30163217391
A/Chicken/AB/FAV-1260-2/2022|H5N1|Canada-AB|2022-10-25|avian|B3.2	Canada-AB	AB	NA	centroid	56.0362409748595	-114.58972303822
A/Striped_Skunk/AB/FAV-1509-1/2022|H5N1|Canada-AB|2022-11-08|other_mammal|B3.2	Canada-AB	AB	NA	centroid	52.6650888521885	-110.335264285469
A/Striped_Skunk/AB/FAV-1509-2/2022|H5N1|Canada-AB|2022-11-08|other_mammal|B3.2	Canada-AB	AB	NA	centroid	55.2351178286713	-114.727774733329
A/Canada_Goose/AB/FAV-1655-11/2022|H5N1|Canada-AB|2022-11-24|avian|B3.2	Canada-AB	AB	NA	centroid	55.1519646319463	-112.325492757736
A/Mixed/AB/FAV-1654/2022|H5N1|Canada-AB|2022-12-14|avian|B3.2	Canada-AB	AB	NA	centroid	51.0384315729812	-113.218214583546
A/Striped_Skunk/AB/FAV-0085-1/2023|H5N1|Canada-AB|2023-02-01|other_mammal|B3.2	Canada-AB	AB	NA	centroid	54.502742747927	-119.342015308044
A/American_White_Pelican/BC/FAV-0585-1/2022|H5N1|Canada-BC|2022-05-27|avian|B3.2	Canada-BC	BC	NA	centroid	54.8713141637284	-122.812159477446
A/American_White_Pelican/BC/FAV-0585-3/2022|H5N1|Canada-BC|2022-05-27|avian|B3.2	Canada-BC	BC	NA	centroid	55.4630508203023	-124.695744711934
A/Mixed/BC/FAV-0772-1/2022|H5N1|Canada-BC|2022-06-16|avian|B3.2	Canada-BC	BC	NA	centroid	52.4063240770562	-125.029799164187
A/American_White_Pelican/BC/OTH-0134-4/2022|H5N1|Canada-BC|2022-08-12|avian|B3.2	Canada-BC	BC	NA	centroid	57.3891892942897	-130.715845122386
A/Mixed/BC/FAV-1128/2022|H5N1|Canada-BC|2022-10-11|avian|B3.2	Canada-BC	BC	NA	centroid	59.5747814658597	-120.895170153862
A/Chicken/BC/FAV-1579-2/2022|H5N1|Canada-BC|2022-11-30|avian|B3.2	Canada-BC	BC	NA	centroid	49.1901666667078	-116.15953654221
A/Duck/BC/FAV-1593-4/2022|H5N1|Canada-BC|2022-12-01|avian|B3.2	Canada-BC	BC	NA	centroid	58.8971901019441	-131.344921170946
A/Trumpeter_Swan/BC/FAV-0053-25/2022|H5N1|Canada-BC|2022-12-31|avian|B3.2	Canada-BC	BC	NA	centroid	51.0345089525166	-121.476104927719
A/American_Crow/BC/FAV-0053-42/2023|H5N1|Canada-BC|2023-01-02|avian|B3.2	Canada-BC	BC	NA	centroid	52.2323372934854	-123.579691434658
A/American_Crow/BC/AIVPHL-922/2023|H5N1|Canada-BC|2023-01-30|avian|B3.2	Canada-BC	BC	NA	centroid	55.0780747496103	-129.754746236392
A/Dunlin/BC/AIVPHL-940/2023|H5N1|Canada-BC|2023-02-06|avian|B3.2	Canada-BC	BC	NA	centroid	58.9963733455397	-127.183687421986
A/Red_Tailed_Hawk/BC/AIVPHL-1009/2023|H5N1|Canada-BC|2023-03-20|avian|B3.2	Canada-BC	BC	NA	centroid	57.0802363322061	-126.427148832729
A/Striped_Skunk/BC/AIVPHL-1080/2023|H5N1|Canada-BC|2023-04-20|other_mammal|B3.2	Canada-BC	BC	NA	centroid	56.4286248751879	-126.197481597972
A/Striped_Skunk/BC/AIVPHL-1082/2023|H5N1|Canada-BC|2023-04-20|other_mammal|B3.2	Canada-BC	BC	NA	centroid	56.8387424259149	-122.910290575923
A/Striped_Skunk/BC/AIVPHL-1083/2023|H5N1|Canada-BC|2023-04-20|other_mammal|B3.2	Canada-BC	BC	NA	centroid	58.2149495978012	-126.476463630293
A/Cooper_s_Hawk/BC/AIVPHL-1125/2023|H5N1|Canada-BC|2023-05-23|avian|B3.2	Canada-BC	BC	NA	centroid	52.9609759218367	-123.566470011098
A/Peregrine_Falcon/BC/AIVPHL-1151/2023|H5N1|Canada-BC|2023-06-05|avian|B3.2	Canada-BC	BC	NA	centroid	59.4993803279825	-125.992432053032
A/Red_Fox/MB/FAV-370-01/2022|H5N1|Canada-MB|2022-04-07|other_mammal|B3.2	Canada-MB	MB	NA	centroid	57.1082266721921	-99.313508894307
A/Snow_Goose/MB/FAV-0227-3/2022|H5N1|Canada-MB|2022-04-08|avian|B3.2	Canada-MB	MB	NA	centroid	58.6101983630604	-96.1240063356272
A/Turkey_Vulture/MB/FAV-0415-5/2022|H5N1|Canada-MB|2022-04-27|avian|B3.2	Canada-MB	MB	NA	centroid	58.9508073902213	-98.7494070560186
A/American_Crow/MB/FAV-0687-5/2022|H5N1|Canada-MB|2022-05-21|avian|B3.2	Canada-MB	MB	NA	centroid	50.7233722643635	-100.140677148912
A/Mixed/MB/FAV-0716-4/2022|H5N1|Canada-MB|2022-06-15|avian|B3.2	Canada-MB	MB	NA	centroid	53.7061212395536	-98.5339259860486
A/Western_Grebe/MB/FAV-0846-2/2022|H5N1|Canada-MB|2022-07-04|avian|B3.2	Canada-MB	MB	NA	centroid	55.7504304839842	-100.312431233992
A/Turkey/MB/FAV-0994-8/2022|H5N1|Canada-MB|2022-09-29|avian|B3.2	Canada-MB	MB	NA	centroid	53.6455481342049	-99.9164830854432
A/Chicken/MB/FAV-1034-1/2022|H5N1|Canada-MB|2022-10-03|avian|B3.2	Canada-MB	MB	NA	centroid	49.3741385468777	-95.3090904292383
A/Bald_Eagle/MB/OTH-0142-1/2022|H5N1|Canada-MB|2022-10-12|avian|B3.2	Canada-MB	MB	NA	centroid	56.4005647885714	-93.2251463957815
A/Chicken/NB/FAV-0013/2023|H5N1|Canada-NB|2023-01-10|avian|B3.2	Canada-NB	NB	NA	centroid	47.4587337337818	-65.8701171079666
A/American_Crow/NS/FAV-0122-1/2023|H5N1|Canada-NS|2023-03-21|avian|B3.2	Canada-NS	NS	NA	centroid	45.6595881159289	-63.9724519943965
A/American_White_Pelican/ON/FAV-0803-1/2022|H5N1|Canada-ON|2022-05-16|avian|B3.2	Canada-ON	ON	NA	centroid	53.9285056931785	-90.6182177124565
A/American_White_Pelican/ON/FAV-0773-3/2022|H5N1|Canada-ON|2022-05-31|avian|B3.2	Canada-ON	ON	NA	centroid	45.1312497466736	-77.7992714140973
A/Peregrine_Falcon/ON/FAV-0853-3/2022|H5N1|Canada-ON|2022-06-12|avian|B3.2	Canada-ON	ON	NA	centroid	52.7231537800508	-95.1467532843736
A/American_White_Pelican/ON/FAV-0867-2/2022|H5N1|Canada-ON|2022-07-07|avian|B3.2	Canada-ON	ON	NA	centroid	48.5448672862283	-86.8301888278296
A/American_Crow/ON/FAV-1611-1/2022|H5N1|Canada-ON|2022-11-27|avian|B3.2	Canada-ON	ON	NA	centroid	52.2081016547318	-88.4770151255923
A/Tundra_Swan/ON/FAV-1653-1/2022|H5N1|Canada-ON|2022-11-30|avian|B3.2	Canada-ON	ON	NA	centroid	42.7118089132927	-80.8491549830625
A/Great_Horned_Owl/ON/FAV-0002-2/2022|H5N1|Canada-ON|2022-12-10|avian|B3.2	Canada-ON	ON	NA	centroid	52.502813658496	-82.2970560224814
A/Snow_Goose/ON/FAV-1652-5/2022|H5N1|Canada-ON|2022-12-26|avian|B3.2	Canada-ON	ON	NA	centroid	48.0659308276583	-86.1587078544957
A/Turkey/ON/FAV-0098-1/2023|H5N1|Canada-ON|2023-03-13|avian|B3.2	Canada-ON	ON	NA	centroid	48.9116771344631	-88.0689191959056
A/American_Crow/ON/FAV-0149-1/2023|H5N1|Canada-ON|2023-03-24|avian|B3.2	Canada-ON	ON	NA	centroid	52.3575137801459	-90.3438297344353
A/American_Crow/ON/FAV-0149-2/2023|H5N1|Canada-ON|2023-03-24|avian|B3.2	Canada-ON	ON	NA	centroid	56.5242605807305	-89.340950711388
A/Striped_Skunk/PE/FAV-1642-1/2022|H5N1|Canada-PE|2022-11-15|other_mammal|B3.2	Canada-PE	PE	NA	centroid	46.1933887741735	-62.5408626986028
A/Canada_Goose/PE/FAV-0008-1/2022|H5N1|Canada-PE|2022-12-21|avian|B3.2	Canada-PE	PE	NA	centroid	46.3985072156519	-62.6842834251488
A/American_Crow/PEI/FAV-0019-2/2022|H5N1|Canada-PE|2022-12-26|avian|B3.2	Canada-PE	PE	NA	centroid	46.2022363181322	-62.9471670465629
A/American_Crow/PEI/FAV-0019-52022|H5N1|Canada-PE|2022-12-28|avian|B3.2	Canada-PE	PE	NA	centroid	46.1627818074299	-62.5913754253199
A/American_Crow/PEI/FAV-0019-3/2022|H5N1|Canada-PE|2022-12-28|avian|B3.2	Canada-PE	PE	NA	centroid	46.2210056191727	-63.3454491775202
A/American_Crow/PEI/FAV-0019-4/2022|H5N1|Canada-PE|2022-12-28|avian|B3.2	Canada-PE	PE	NA	centroid	46.2427069731497	-63.43816009673
A/American_Crow/PEI/FAV-0019-6/2022|H5N1|Canada-PE|2022-12-28|avian|B3.2	Canada-PE	PE	NA	centroid	46.6830302683188	-64.3896735377448
A/American_Crow/PE/FAV-0035-5/2023|H5N1|Canada-PE|2023-01-09|avian|B3.2	Canada-PE	PE	NA	centroid	46.388572647621	-62.9574049165192
A/Herring_Gull/PE/FAV-0058-2/2023|H5N1|Canada-PE|2023-01-21|avian|B3.2	Canada-PE	PE	NA	centroid	46.1522670761618	-62.9072135193707
A/Striped_Skunk/PE/FAV-0060-1/2023|H5N1|Canada-PE|2023-01-22|other_mammal|B3.2	Canada-PE	PE	NA	centroid	46.4345322948814	-62.731516999824
A/Striped_Skunk/PE/FAV-0060-2/2023|H5N1|Canada-PE|2023-01-24|other_mammal|B3.2	Canada-PE	PE	NA	centroid	46.2920723422597	-63.4995182138359
A/American_Crow/PE/FAV-0068-5/2023|H5N1|Canada-PE|2023-01-31|avian|B3.2	Canada-PE	PE	NA	centroid	46.4707511516334	-62.497141340269
A/Canada_goose/PE/FAV-0080-1/2023|H5N1|Canada-PE|2023-02-09|avian|B3.2	Canada-PE	PE	NA	centroid	46.4815658942654	-63.9572678288857
