label,isolate,country,admin1,admin2,collection_date,location
EPI_ISL_19159889|A/redhead_duck/Minnesota/23-032692-005/2023|H5N1|USA-MN|2023-10-23|wild_avian|B3.6,23-032692-005,USA,MN,Mille Lacs,2023-10-23,USA_MN_Mille Lacs
EPI_ISL_19159890|A/green-winged_teal/Iowa/23-032693-002/2023|H5N1|USA-IA|2023-10-21|wild_avian|B3.6,23-032693-002,USA,IA,Warren,2023-10-21,USA_IA_Warren
EPI_ISL_19175582|A/American_wigeon/Oregon/23-032795-007/2023|H5N1|USA-OR|2023-10-21|wild_avian|B3.6,23-032795-007,USA,OR,Lake,2023-10-21,USA_OR_Lake
EPI_ISL_19175583|A/gadwall/Oregon/23-032795-038/2023|H5N1|USA-OR|2023-10-21|wild_avian|B3.6,23-032795-038,USA,OR,Lake,2023-10-21,USA_OR_Lake
EPI_ISL_19175584|A/mallard/Oregon/23-032795-043/2023|H5N1|USA-OR|2023-10-21|wild_avian|B3.6,23-032795-043,USA,OR,Lake,2023-10-21,USA_OR_Lake
EPI_ISL_19175585|A/pintail/North_Dakota/23-032882-004/2023|H5N1|USA-ND|2023-10-19|wild_avian|B3.6,23-032882-004,USA,ND,Stutsman,2023-10-19,USA_ND_Stutsman
EPI_ISL_19175588|A/green-winged_teal/Iowa/23-032986-006/2023|H5N1|USA-IA|2023-10-19|wild_avian|B3.6,23-032986-006,USA,IA,Hancock,2023-10-19,USA_IA_Hancock
EPI_ISL_19175590|A/American_wigeon/California/23-032991-005/2023|H5N1|USA-CA|2023-10-22|wild_avian|B3.6,23-032991-005,USA,CA,Yolo,2023-10-22,USA_CA_Yolo
EPI_ISL_19175591|A/American_wigeon/California/23-032991-008/2023|H5N1|USA-CA|2023-10-22|wild_avian|B3.6,23-032991-008,USA,CA,Yolo,2023-10-22,USA_CA_Yolo
EPI_ISL_19186546|A/northern_shoveler/California/23-032991-016/2023|H5N1|USA-CA|2023-10-22|wild_avian|B3.6,23-032991-016,USA,CA,Yolo,2023-10-22,USA_CA_Yolo
EPI_ISL_19186547|A/green-winged_teal/California/23-032991-030/2023|H5N1|USA-CA|2023-10-22|wild_avian|B3.6,23-032991-030,USA,CA,Yolo,2023-10-22,USA_CA_Yolo
EPI_ISL_19194233|A/mallard/Washington/23-033638-008/2023|H5N1|USA-WA|2023-10-25|wild_avian|B3.6,23-033638-008,USA,WA,Grant,2023-10-25,USA_WA_Grant
EPI_ISL_19194240|A/American_wigeon/Wyoming/23-033721-004/2023|H5N1|USA-WY|2023-10-30|wild_avian|B3.6,23-033721-004,USA,WY,Albany,2023-10-30,USA_WY_Albany
EPI_ISL_19210871|A/American_wigeon/South_Dakota/23-033792-006-original/2023|H5N1|USA-SD|2023-10-28|wild_avian|B3.6,23-033792-006-original,USA,SD,Sanborn,2023-10-28,USA_SD_Sanborn
EPI_ISL_19210875|A/gadwall/Illinois/23-033982-067-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6,23-033982-067-original,USA,IL,Calhoun,2023-10-29,USA_IL_Calhoun
EPI_ISL_19210876|A/gadwall/Illinois/23-033982-069-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6,23-033982-069-original,USA,IL,Calhoun,2023-10-29,USA_IL_Calhoun
EPI_ISL_19210878|A/wood_duck/Illinois/23-033983-015-original/2023|H5N1|USA-IL|2023-10-28|wild_avian|B3.6,23-033983-015-original,USA,IL,Madison,2023-10-28,USA_IL_Madison
EPI_ISL_19210879|A/northern_shoveler/Illinois/23-033983-049-original/2023|H5N1|USA-IL|2023-10-28|wild_avian|B3.6,23-033983-049-original,USA,IL,Madison,2023-10-28,USA_IL_Madison
EPI_ISL_19210880|A/green-winged_teal/Iowa/23-034037-001-original/2023|H5N1|USA-IA|2023-10-27|wild_avian|B3.6,23-034037-001-original,USA,IA,Warren,2023-10-27,USA_IA_Warren
EPI_ISL_19224068|A/green-winged_teal/Iowa/23-034037-002-original/2023|H5N1|USA-IA|2023-10-27|wild_avian|B3.6,23-034037-002-original,USA,IA,Warren,2023-10-27,USA_IA_Warren
EPI_ISL_19224069|A/mallard/Iowa/23-034037-004-original/2023|H5N1|USA-IA|2023-10-27|wild_avian|B3.6,23-034037-004-original,USA,IA,Warren,2023-10-27,USA_IA_Warren
EPI_ISL_19224070|A/American_wigeon/Colorado/23-034259-003-original/2023|H5N1|USA-CO|2023-11-05|wild_avian|B3.6,23-034259-003-original,USA,CO,Alamosa,2023-11-05,USA_CO_Alamosa
EPI_ISL_19239876|A/American_wigeon/California/23-034302-009-original/2023|H5N1|USA-CA|2023-10-25|wild_avian|B3.6,23-034302-009-original,USA,CA,Yolo,2023-10-25,USA_CA_Yolo
EPI_ISL_19239877|A/green-winged_teal/California/23-034302-012-original/2023|H5N1|USA-CA|2023-10-25|wild_avian|B3.6,23-034302-012-original,USA,CA,Yolo,2023-10-25,USA_CA_Yolo
EPI_ISL_19239879|A/northern_shoveler/California/23-034302-025-original/2023|H5N1|USA-CA|2023-10-25|wild_avian|B3.6,23-034302-025-original,USA,CA,Yolo,2023-10-25,USA_CA_Yolo
EPI_ISL_19239881|A/mallard/Nevada/23-034303-020-original/2023|H5N1|USA-NV|2023-10-14|wild_avian|B3.6,23-034303-020-original,USA,NV,Churchill,2023-10-14,USA_NV_Churchill
EPI_ISL_19273321|A/green-winged_teal/Indiana/23-034643-006-original/2023|H5N1|USA-IN|2023-11-03|wild_avian|B3.6,23-034643-006-original,USA,IN,Starke,2023-11-03,USA_IN_Starke
EPI_ISL_18749473|A/American_white_pelican/Iowa/23-034843-001/2023|H5N1|USA-IA|2023-11-08|wild_avian|B3.6,23-034843-001,USA,IA,Polk,2023-11-08,USA_IA_Polk
EPI_ISL_19288878|A/wood_duck/Kansas/23-034999-001-original/2023|H5N1|USA-KS|2023-11-01|wild_avian|B3.6,23-034999-001-original,USA,KS,Sedgwick,2023-11-01,USA_KS_Sedgwick
EPI_ISL_19288879|A/green-winged_teal/Kansas/23-035000-006-original/2023|H5N1|USA-KS|2023-11-05|wild_avian|B3.6,23-035000-006-original,USA,KS,Rush,2023-11-05,USA_KS_Rush
EPI_ISL_19288881|A/green-winged_teal/Kansas/23-035001-003-original/2023|H5N1|USA-KS|2023-11-04|wild_avian|B3.6,23-035001-003-original,USA,KS,Neosho,2023-11-04,USA_KS_Neosho
EPI_ISL_19325221|A/American_wigeon/Oregon/23-035568-002-original/2023|H5N1|USA-OR|2023-11-05|wild_avian|B3.6,23-035568-002-original,USA,OR,Morrow,2023-11-05,USA_OR_Morrow
EPI_ISL_19371786|A/mallard/Wisconsin/23-036678-011-original/2023|H5N1|USA-WI|2023-11-10|wild_avian|B3.6,23-036678-011-original,USA,WI,La Crosse,2023-11-10,USA_WI_La Crosse
EPI_ISL_19288885|A/American_black_duck/Wisconsin/23-036678-012-original/2023|H5N1|USA-WI|2023-11-10|wild_avian|B3.6,23-036678-012-original,USA,WI,La Crosse,2023-11-10,USA_WI_La Crosse
EPI_ISL_19371787|A/mallard/California/23-036805-002-original/2023|H5N1|USA-CA|2023-11-04|wild_avian|B3.6,23-036805-002-original,USA,CA,Glenn,2023-11-04,USA_CA_Glenn
EPI_ISL_19341006|A/green-winged_teal/South_Carolina/23-037736-011-original/2023|H5N1|USA-SC|2023-11-25|wild_avian|B3.6,23-037736-011-original,USA,SC,Colleton,2023-11-25,USA_SC_Colleton
EPI_ISL_19175593|A/northern_pintail/California/23-037849-010/2023|H5N1|USA-CA|2023-11-15|wild_avian|B3.6,23-037849-010,USA,CA,Yolo,2023-11-15,USA_CA_Yolo
EPI_ISL_19490413|A/gadwall/Oklahoma/23-038107-003-original/2023|H5N1|USA-OK|2023-11-17|wild_avian|B3.6,23-038107-003-original,USA,OK,Washington,2023-11-17,USA_OK_Washington
EPI_ISL_19341009|A/green-winged_teal/Florida/23-038109-005-original/2023|H5N1|USA-FL|2023-11-25|wild_avian|B3.6,23-038109-005-original,USA,FL,Brevard,2023-11-25,USA_FL_Brevard
EPI_ISL_19341010|A/blue-winged_teal/Florida/23-038109-006-original/2023|H5N1|USA-FL|2023-11-25|wild_avian|B3.6,23-038109-006-original,USA,FL,Brevard,2023-11-25,USA_FL_Brevard
EPI_ISL_19341012|A/ring-necked_duck/Florida/23-038109-032-original/2023|H5N1|USA-FL|2023-11-25|wild_avian|B3.6,23-038109-032-original,USA,FL,Brevard,2023-11-25,USA_FL_Brevard
EPI_ISL_19341013|A/blue-winged_teal/Florida/23-038112-008-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6,23-038112-008-original,USA,FL,Brevard,2023-11-18,USA_FL_Brevard
EPI_ISL_19371789|A/blue-winged_teal/Florida/23-038112-025-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6,23-038112-025-original,USA,FL,Brevard,2023-11-18,USA_FL_Brevard
EPI_ISL_19371790|A/blue-winged_teal/Florida/23-038112-033-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6,23-038112-033-original,USA,FL,Brevard,2023-11-18,USA_FL_Brevard
EPI_ISL_19371795|A/ring-necked_duck/Florida/23-038112-067-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6,23-038112-067-original,USA,FL,Brevard,2023-11-18,USA_FL_Brevard
EPI_ISL_19372783|A/ring-necked_duck/Florida/23-038112-112-original/2023|H5N1|USA-FL|2023-11-18|wild_avian|B3.6,23-038112-112-original,USA,FL,Brevard,2023-11-18,USA_FL_Brevard
EPI_ISL_19175600|A/snow_goose/Mississippi/23-038132-001/2023|H5N1|USA-MS|2023-11-29|wild_avian|B3.6,23-038132-001,USA,MS,Smith,2023-11-29,USA_MS_Smith
EPI_ISL_19372785|A/snow_goose/Mississippi/23-038133-001-original/2023|H5N1|USA-MS|2023-11-28|wild_avian|B3.6,23-038133-001-original,USA,MS,Madison,2023-11-28,USA_MS_Madison
EPI_ISL_19372787|A/mallard/Iowa/23-038177-001-original/2023|H5N1|USA-IA|2023-11-10|wild_avian|B3.6,23-038177-001-original,USA,IA,Cerro Gordo,2023-11-10,USA_IA_Cerro Gordo
EPI_ISL_19372788|A/northern_shoveler/Nevada/23-039034-004-original/2023|H5N1|USA-NV|2023-12-02|wild_avian|B3.6,23-039034-004-original,USA,NV,Mineral,2023-12-02,USA_NV_Mineral
EPI_ISL_19372790|A/gadwall/California/23-039481-004-original/2023|H5N1|USA-CA|2023-12-06|wild_avian|B3.6,23-039481-004-original,USA,CA,Glenn,2023-12-06,USA_CA_Glenn
EPI_ISL_19372791|A/tundra_swan/Michigan/23-039967-001-original/2023|H5N1|USA-MI|2023-12-14|wild_avian|B3.6,23-039967-001-original,USA,MI,Chippewa,2023-12-14,USA_MI_Chippewa
EPI_ISL_19094507|A/mountain_lion/Montana/24_005908-001/2024|H5N1|USA-MT|2024-01-30|feline|B3.6,24_005908-001,USA,MT,Granite,2024-01-30,USA_MT_Granite
EPI_ISL_19094500|A/skunk/Washington/24_005959-002/2024|H5N1|USA-WA|2024-02-23|other_mammal|B3.6,24_005959-002,USA,WA,Stevens,2024-02-23,USA_WA_Stevens
EPI_ISL_19094497|A/turkey_vulture/California/24_007419-001/2024|H5N1|USA-CA|2024-02-20|wild_avian|B3.6,24_007419-001,USA,CA,Alameda,2024-02-20,USA_CA_Alameda
EPI_ISL_19094517|A/bald_eagle/Washington/24_007953-001/2024|H5N1|USA-WA|2024-03-11|wild_avian|B3.6,24_007953-001,USA,WA,Spokane,2024-03-11,USA_WA_Spokane
EPI_ISL_19372792|A/Canada_goose/Michigan/24-000650-001-original/2024|H5N1|USA-MI|2024-01-04|wild_avian|B3.6,24-000650-001-original,USA,MI,Wexford,2024-01-04,USA_MI_Wexford
EPI_ISL_19387821|A/mallard/Washington/24-003952-017-original/2024|H5N1|USA-WA|2024-01-28|wild_avian|B3.6,24-003952-017-original,USA,WA,Grant,2024-01-28,USA_WA_Grant
EPI_ISL_19430013|A/horned_grebe/Virginia/24-012236-004-original/2024|H5N1|USA-VA|2024-04-17|wild_avian|B3.6,24-012236-004-original,USA,VA,Hampton,2024-04-17,USA_VA_Hampton
EPI_ISL_18665545|A/Cooper_s_Hawk/BC/AIVPHL-1393/2023|H5N1|Canada-BC|2023-11-13|wild_avian|B3.6,AIVPHL-1393,Canada,BC,Unknown,2023-11-13,Canada_BC_Unknown
EPI_ISL_18665548|A/Canada_Goose/BC/AIVPHL-1395/2023|H5N1|Canada-BC|2023-11-14|wild_avian|B3.6,AIVPHL-1395,Canada,BC,Unknown,2023-11-14,Canada_BC_Unknown
EPI_ISL_18665602|A/Cackling_Goose/BC/AIVPHL-1412/2023|H5N1|Canada-BC|2023-11-14|wild_avian|B3.6,AIVPHL-1412,Canada,BC,Unknown,2023-11-14,Canada_BC_Unknown
EPI_ISL_18665637|A/American_Crow/BC/AIVPHL-1425/2023|H5N1|Canada-BC|2023-11-20|wild_avian|B3.6,AIVPHL-1425,Canada,BC,Unknown,2023-11-20,Canada_BC_Unknown
EPI_ISL_18665648|A/Dunlin/BC/AIVPHL-1429/2023|H5N1|Canada-BC|2023-11-20|wild_avian|B3.6,AIVPHL-1429,Canada,BC,Unknown,2023-11-20,Canada_BC_Unknown
EPI_ISL_18665680|A/Canada_Goose/BC/AIVPHL-1448/2023|H5N1|Canada-BC|2023-11-27|wild_avian|B3.6,AIVPHL-1448,Canada,BC,Unknown,2023-11-27,Canada_BC_Unknown
EPI_ISL_19303631|A/Canada_Goose/BC/AIVPHL-1568/2023|H5N1|Canada-BC|2023-12-18|wild_avian|B3.6,AIVPHL-1568,Canada,BC,Unknown,2023-12-18,Canada_BC_Unknown
EPI_ISL_19064390|A/greater_white-fronted_goose/Louisiana/W23-857A/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6,W23-857A,USA,LA,Cameron,2023-10-27,USA_LA_Cameron
EPI_ISL_19064389|A/greater_white-fronted_goose/Louisiana/W23-857B/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6,W23-857B,USA,LA,Cameron,2023-10-27,USA_LA_Cameron
EPI_ISL_19116112|A/red-tailed_hawk/Kansas/W23-889/2023|H5N1|USA-KS|2023-11-08|wild_avian|B3.6,W23-889,USA,KS,Lyon,2023-11-08,USA_KS_Lyon
EPI_ISL_19064284|A/Canada_goose/Louisiana/W23-902/2023|H5N1|USA-LA|2023-11-21|wild_avian|B3.6,W23-902,USA,LA,Livingston Parish,2023-11-21,USA_LA_Livingston Parish
EPI_ISL_19064386|A/snow_goose/Kansas/W23-930A/2023|H5N1|USA-KS|2023-12-04|wild_avian|B3.6,W23-930A,USA,KS,Pottawatomie,2023-12-04,USA_KS_Pottawatomie
EPI_ISL_19064384|A/snow_goose/Kansas/W23-930E/2023|H5N1|USA-KS|2023-12-04|wild_avian|B3.6,W23-930E,USA,KS,Pottawatomie,2023-12-04,USA_KS_Pottawatomie
EPI_ISL_19134618|A/Ross_s_goose/Kansas/W23-949B/2023|H5N1|USA-KS|2023-12-07|wild_avian|B3.6,W23-949B,USA,KS,Mitchell,2023-12-07,USA_KS_Mitchell
EPI_ISL_19137669|A/crow/Kansas/W23-968A/2023|H5N1|USA-KS|2023-12-12|wild_avian|B3.6,W23-968A,USA,KS,Norton,2023-12-12,USA_KS_Norton
EPI_ISL_19134617|A/Ross_s_goose/Kansas/W23-968B/2023|H5N1|USA-KS|2023-12-12|wild_avian|B3.6,W23-968B,USA,KS,Norton,2023-12-12,USA_KS_Norton
EPI_ISL_19116124|A/great_horned_owl/Kansas/W24-005/2023|H5N1|USA-KS|2023-10-04|wild_avian|B3.6,W24-005,USA,KS,Finney,2023-10-04,USA_KS_Finney
EPI_ISL_19178095|A/sanderling/Virginia/W24-190A/2024|H5N1|USA-VA|2024-03-10|wild_avian|B3.6,W24-190A,USA,VA,Norfolk,2024-03-10,USA_VA_Norfolk
EPI_ISL_19178101|A/sanderling/Virginia/W24-190B/2024|H5N1|USA-VA|2024-03-10|wild_avian|B3.6,W24-190B,USA,VA,Norfolk,2024-03-10,USA_VA_Norfolk
EPI_ISL_19184046|A/sanderling/Virginia/W24-190G/2024|H5N1|USA-VA|2024-03-08|wild_avian|B3.6,W24-190G,USA,VA,Norfolk,2024-03-08,USA_VA_Norfolk
EPI_ISL_19184038|A/sanderling/Virginia/W24-190J/2024|H5N1|USA-VA|2024-03-11|wild_avian|B3.6,W24-190J,USA,VA,Norfolk,2024-03-11,USA_VA_Norfolk
EPI_ISL_19178071|A/American_crow/Virginia/W24-190M/2024|H5N1|USA-VA|2024-03-13|wild_avian|B3.6,W24-190M,USA,VA,Virginia Beach,2024-03-13,USA_VA_Virginia Beach
EPI_ISL_19178104|A/American_crow/Virginia/W24-190R/2024|H5N1|USA-VA|2024-03-14|wild_avian|B3.6,W24-190R,USA,VA,Norfolk,2024-03-14,USA_VA_Norfolk
EPI_ISL_19437972|A/peregrine_falcon/Virginia/W24-219E/2024|H5N1|USA-VA|2024-03-25|wild_avian|B3.6,W24-219E,USA,VA,Norfolk City,2024-03-25,USA_VA_Norfolk City
EPI_ISL_19437973|A/red-tailed_hawk/Virginia/W24-248F/2024|H5N1|USA-VA|2024-04-17|wild_avian|B3.6,W24-248F,USA,VA,Norfolk,2024-04-17,USA_VA_Norfolk
EPI_ISL_19083124|A/Mountain_Lion/Montana/01/2024|H5N1|USA-MT|2024-02-26|feline|B3.6,01,USA,MT,Unknown,2024-02-26,USA_MT_Unknown
EPI_ISL_19159900|A/bottlenose_dolphin/Florida/038155-001/2023|H5N1|USA-FL|2023-12-31|other_mammal|B3.6,038155-001,USA,FL,Unknown,2023-12-31,USA_FL_Unknown
GenBank|A/Red-tailed_hawk/CO/22-038652-002-original/2022|H5N1|USA-CO|2022-11-22|wild_avian|B3.6,22-038652-002-original,USA,CO,Unknown,2022-11-22,USA_CO_Unknown
GenBank|A/Canada_goose/MN/22-041306-002-original/2022|H5N1|USA-MN|2022-12-19|wild_avian|B3.6,22-041306-002-original,USA,MN,Unknown,2022-12-19,USA_MN_Unknown
GenBank|A/Snow_goose/ND/23-012938-001-original/2023|H5N1|USA-ND|2023-04-19|wild_avian|B3.6,23-012938-001-original,USA,ND,Unknown,2023-04-19,USA_ND_Unknown
GenBank|A/Blue-winged_teal/LA/23-028760-020-original/2023|H5N1|USA-LA|2023-09-20|wild_avian|B3.6,23-028760-020-original,USA,LA,Unknown,2023-09-20,USA_LA_Unknown
GenBank|A/Swainsons_Hawk/MT/23-029229-001-original/2023|H5N1|USA-MT|2023-09-20|wild_avian|B3.6,23-029229-001-original,USA,MT,Unknown,2023-09-20,USA_MT_Unknown
GenBank|A/Green_winged_teal/CO/23-029294-001-original/2023|H5N1|USA-CO|2023-09-24|wild_avian|B3.6,23-029294-001-original,USA,CO,Unknown,2023-09-24,USA_CO_Unknown
GenBank|A/Green_winged_teal/MN/23-029312-002-original/2023|H5N1|USA-MN|2023-09-23|wild_avian|B3.6,23-029312-002-original,USA,MN,Unknown,2023-09-23,USA_MN_Unknown
GenBank|A/Green_winged_teal/CO/23-029854-015-original/2023|H5N1|USA-CO|2023-09-30|wild_avian|B3.6,23-029854-015-original,USA,CO,Unknown,2023-09-30,USA_CO_Unknown
GenBank|A/Great_horned_owl/ID/23-030180-001-original/2023|H5N1|USA-ID|2023-09-27|wild_avian|B3.6,23-030180-001-original,USA,ID,Unknown,2023-09-27,USA_ID_Unknown
EPI_ISL_19134615|A/chicken/Montana/23-030330-003/2023|H5N1|USA-MT|2023-10-07|domestic_avian|B3.6,23-030330-003,USA,MT,Unknown,2023-10-07,USA_MT_Unknown
EPI_ISL_19134614|A/chicken/Montana/23-030330-004/2023|H5N1|USA-MT|2023-10-07|domestic_avian|B3.6,23-030330-004,USA,MT,Unknown,2023-10-07,USA_MT_Unknown
GenBank|A/American_wigeon/MT/23-030445-008-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6,23-030445-008-original,USA,MT,Unknown,2023-09-30,USA_MT_Unknown
GenBank|A/American_wigeon/MT/23-030445-012-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6,23-030445-012-original,USA,MT,Unknown,2023-09-30,USA_MT_Unknown
GenBank|A/Mallard/MT/23-030445-013-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6,23-030445-013-original,USA,MT,Unknown,2023-09-30,USA_MT_Unknown
EPI_ISL_19186543|A/mallard/Montana/23-030714-0012/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6,23-030714-0012,USA,MT,Unknown,2023-09-30,USA_MT_Unknown
GenBank|A/Mallard/MT/23-030714-006-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6,23-030714-006-original,USA,MT,Unknown,2023-09-30,USA_MT_Unknown
GenBank|A/Mallard/MT/23-030714-044-original/2023|H5N1|USA-MT|2023-09-30|wild_avian|B3.6,23-030714-044-original,USA,MT,Unknown,2023-09-30,USA_MT_Unknown
GenBank|A/Mallard/CO/23-030893-003-original/2023|H5N1|USA-CO|2023-10-07|wild_avian|B3.6,23-030893-003-original,USA,CO,Unknown,2023-10-07,USA_CO_Unknown
GenBank|A/pintail/CO/23-030893-007-original/2023|H5N1|USA-CO|2023-10-07|wild_avian|B3.6,23-030893-007-original,USA,CO,Unknown,2023-10-07,USA_CO_Unknown
GenBank|A/Blue-winged_teal/KS/23-030993-003-original/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6,23-030993-003-original,USA,KS,Unknown,2023-10-07,USA_KS_Unknown
GenBank|A/Blue-winged_teal/KS/23-030994-006-original/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6,23-030994-006-original,USA,KS,Unknown,2023-10-07,USA_KS_Unknown
GenBank|A/Ring-necked_duck/KS/23-030994-012-original-repeat/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6,23-030994-012-original-repeat,USA,KS,Unknown,2023-10-07,USA_KS_Unknown
GenBank|A/Blue-winged_teal/KS/23-030994-014-original/2023|H5N1|USA-KS|2023-10-07|wild_avian|B3.6,23-030994-014-original,USA,KS,Unknown,2023-10-07,USA_KS_Unknown
GenBank|A/Peregrine_falcon/MN/23-031335-001-original/2023|H5N1|USA-MN|2023-10-12|wild_avian|B3.6,23-031335-001-original,USA,MN,Unknown,2023-10-12,USA_MN_Unknown
GenBank|A/Canada_goose/OR/23-031492-001-original/2023|H5N1|USA-OR|2023-10-11|wild_avian|B3.6,23-031492-001-original,USA,OR,Unknown,2023-10-11,USA_OR_Unknown
GenBank|A/Sharp-shinned_Hawk/IA/23-031647-001-original/2023|H5N1|USA-IA|2023-10-12|wild_avian|B3.6,23-031647-001-original,USA,IA,Unknown,2023-10-12,USA_IA_Unknown
EPI_ISL_19660891|A/great_horned_owl/Wyoming/23-032058-001-original/2023|H5N1|USA-WY|2023-10-12|wild_avian|B3.6,23-032058-001-original,USA,WY,Unknown,2023-10-12,USA_WY_Unknown
EPI_ISL_19159886|A/cackling_goose/Iowa/23-032227-002/2023|H5N1|USA-IA|2023-10-05|wild_avian|B3.6,23-032227-002,USA,IA,Unknown,2023-10-05,USA_IA_Unknown
EPI_ISL_19175586|A/mallard/North_Dakota/23-032886-002/2023|H5N1|USA-ND|2023-10-21|wild_avian|B3.6,23-032886-002,USA,ND,Unknown,2023-10-21,USA_ND_Unknown
EPI_ISL_19371779|A/green-winged_teal/Illinois/23-033978-005-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6,23-033978-005-original,USA,IL,Unknown,2023-10-29,USA_IL_Unknown
EPI_ISL_19194242|A/pintail/Illinois/23-033982-003/2023|H5N1|USA-IL|2023-10-24|wild_avian|B3.6,23-033982-003,USA,IL,Unknown,2023-10-24,USA_IL_Unknown
EPI_ISL_19210873|A/green-winged_teal/Illinois/23-033982-037-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6,23-033982-037-original,USA,IL,Unknown,2023-10-29,USA_IL_Unknown
EPI_ISL_19210874|A/mallard/Illinois/23-033982-047-original/2023|H5N1|USA-IL|2023-10-29|wild_avian|B3.6,23-033982-047-original,USA,IL,Unknown,2023-10-29,USA_IL_Unknown
EPI_ISL_19660944|A/cackling_goose/Oregon/23-034181-001-original/2023|H5N1|USA-OR|2023-11-01|wild_avian|B3.6,23-034181-001-original,USA,OR,Unknown,2023-11-01,USA_OR_Unknown
EPI_ISL_18914304|A/greater_white-fronted_goose/Louisiana/23-034209-001/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6,23-034209-001,USA,LA,Unknown,2023-10-27,USA_LA_Unknown
EPI_ISL_18914306|A/greater_white-fronted_goose/Louisiana/23-034209-003/2023|H5N1|USA-LA|2023-10-27|wild_avian|B3.6,23-034209-003,USA,LA,Unknown,2023-10-27,USA_LA_Unknown
EPI_ISL_18914311|A/peregrine_falcon/California/23-034297-001/2023|H5N1|USA-CA|2023-11-01|wild_avian|B3.6,23-034297-001,USA,CA,Unknown,2023-11-01,USA_CA_Unknown
EPI_ISL_18914315|A/greater_white-fronted_goose/California/23-034300-001/2023|H5N1|USA-CA|2023-10-31|wild_avian|B3.6,23-034300-001,USA,CA,Unknown,2023-10-31,USA_CA_Unknown
EPI_ISL_19224077|A/pintail/California/23-034302-003-original/2023|H5N1|USA-CA|2023-10-25|wild_avian|B3.6,23-034302-003-original,USA,CA,Unknown,2023-10-25,USA_CA_Unknown
EPI_ISL_19660956|A/mallard/Indiana/23-034359-010-original/2023|H5N1|USA-IN|2023-11-01|wild_avian|B3.6,23-034359-010-original,USA,IN,Unknown,2023-11-01,USA_IN_Unknown
