trait	country	admin1	latitude	longitude
A/Mallard/New_Jersey/22-005110-001/2022|H5N1|USA-NJ|2022-02-07|avian|A1	USA	NJ	39.7580583164465	-75.2795353482769
A/pheasant/New_York/22-005647-002/2022|H5N1|USA-NY|2022-02-22|avian|A1	USA	NY	41.8245753965795	-74.3532456035669
A/pheasant/New_York/22-005647-001/2022|H5N1|USA-NY|2022-02-22|avian|A1	USA	NY	43.1295581923834	-74.3889860503764
A/Great_Horned_Owl/New_York/22-010806-001/2022|H5N1|USA-NY|2022-04-07|avian|A1	USA	NY	42.3622753670928	-79.3715202578767
A/Great_Horned_Owl/New_York/22-010804-002/2022|H5N1|USA-NY|2022-04-07|avian|A1	USA	NY	43.2852784441645	-77.2475816528725
A/Ring-necked_pheasant/New_York/22-013871-001/2022|H5N1|USA-NY|2022-04-20|avian|A1	USA	NY	42.063888199869	-74.5169577203051
A/Ring-necked_pheasant/New_York/22-013873-001/2022|H5N1|USA-NY|2022-04-20|avian|A1	USA	NY	42.4394292146435	-78.0810328089628
A/Ring-necked_Pheasant/New_York/22-013005-001/2022|H5N1|USA-NY|2022-04-26|avian|A1	USA	NY	43.8954811033763	-75.8261324584406
A/Snow_Goose/New_York/22-008835-004/2022|H5N1|USA-NY|2022-03-01|avian|A1	USA	NY	42.4963666824979	-74.7099736102632
A/Snowy_Owl/New_York/22-008969-001/2022|H5N1|USA-NY|2022-03-22|avian|A1	USA	NY	44.874351807163	-74.6177812190976
A/Fish_Crow/New_York/22-010487-001/2022|H5N1|USA-NY|2022-04-04|avian|A1	USA	NY	41.3998350918833	-74.3282053393886
A/bald_eagle/New_York/22-017572-001/2022|H5N1|USA-NY|2022-06-01|avian|A1	USA	NY	43.6444755733402	-74.7177047379394
A/bald_eagle/New_York/22-017570-001/2022|H5N1|USA-NY|2022-06-01|avian|A1	USA	NY	42.7980352556678	-77.0735397357734
A/domestic_duck/New_York/22-009324-004/2022|H5N1|USA-NY|2022-03-28|avian|A1	USA	NY	42.4606276455936	-75.5021774429453
A/quail/New_York/22-009324-009/2022|H5N1|USA-NY|2022-03-28|avian|A1	USA	NY	43.539284813021	-77.4652738145377
A/chicken/New_York/22-009324-002/2022|H5N1|USA-NY|2022-03-28|avian|A1	USA	NY	43.1440397496071	-76.9023944174622
A/American_Buff_goose/New_York/22-009324-006/2022|H5N1|USA-NY|2022-03-28|avian|A1	USA	NY	42.7635464303687	-78.3960462706058
A/owl/New_York/22-030593-001/2022|H5N1|USA-NY|2022-08-30|avian|A1	USA	NY	44.7325392098664	-73.448193206819
A/wood_duck/New_York/22-027736-001/2022|H5N1|USA-NY|2022-08-31|avian|A1	USA	NY	43.3072076309111	-73.6402071349607
A/Mallard/Ohio/22-009209-012/2022|H5N1|USA-OH|2022-03-09|avian|A1	USA	OH	41.1390137957134	-81.109867561756
A/American_Black_Duck/Ohio/22-009209-007/2022|H5N1|USA-OH|2022-03-09|avian|A1	USA	OH	40.4962963921727	-81.8782099152366
A/American_Black_Duck/Ohio/22-009205-010/2022|H5N1|USA-OH|2022-03-04|avian|A1	USA	OH	42.1068746008367	-81.019428634701
A/Mallard/Ohio/22-009209-011/2022|H5N1|USA-OH|2022-03-09|avian|A1	USA	OH	40.9056897764568	-81.6353336507513
A/Mallard/Ohio/22-009207-003/2022|H5N1|USA-OH|2022-03-08|avian|A1	USA	OH	40.9699477213904	-81.1512532860959
A/Mallard/Ohio/22-009207-002/2022|H5N1|USA-OH|2022-03-08|avian|A1	USA	OH	39.2772767728426	-82.7788638938696
A/Merganser/Pennsylvania/22-008909-001/2022|H5N1|USA-PA|2022-03-22|avian|A1	USA	PA	40.9803353005744	-75.5431933539853
A/Merganser/Pennsylvania/22-008909-004/2022|H5N1|USA-PA|2022-03-22|avian|A1	USA	PA	41.2110234245032	-77.8201419041199
A/Merganser/Pennsylvania/22-008909-003/2022|H5N1|USA-PA|2022-03-22|avian|A1	USA	PA	41.6297013412377	-79.198746609165
A/Merganser/Pennsylvania/22-008909-005/2022|H5N1|USA-PA|2022-03-22|avian|A1	USA	PA	40.7434878305339	-80.2587087489065
A/canada_goose/Pennsylvania/22-030262-003/2022|H5N1|USA-PA|2022-09-19|avian|A1	USA	PA	40.9855404342951	-76.2505352902267
A/chicken/Pennsylvania/22-011531-006/2022|H5N1|USA-PA|2022-04-14|avian|A1	USA	PA	41.6232545692591	-77.0549340362933
A/chicken/Pennsylvania/22-012742-001/2022|H5N1|USA-PA|2022-04-26|avian|A1	USA	PA	40.1718135506991	-77.226453254989
A/turkey_vulture/Pennsylvania/22-016661-001/2022|H5N1|USA-PA|2022-05-12|avian|A1	USA	PA	41.9426692348297	-77.7031438549364
A/chicken/Pennsylvania/22-012742-002/2022|H5N1|USA-PA|2022-04-26|avian|A1	USA	PA	41.474549520291	-80.2221731129934
A/chicken/Pennsylvania/22-012092-003/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	41.6794756749025	-78.8242377291764
A/great_horned_owl/Pennsylvania/22-021652-001/2022|H5N1|USA-PA|2022-05-02|avian|A1	USA	PA	40.1878902332158	-78.6270902896933
A/chicken/Pennsylvania/22-011767-001/2022|H5N1|USA-PA|2022-04-16|avian|A1	USA	PA	40.0422194832659	-75.2836624179428
A/chicken/Pennsylvania/22-011920-001/2022|H5N1|USA-PA|2022-04-18|avian|A1	USA	PA	41.5648814092671	-78.4581337486604
A/chicken/Pennsylvania/22-012091-001/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	40.4215629434962	-79.0842390608774
A/chicken/Pennsylvania/22-011921-002/2022|H5N1|USA-PA|2022-04-18|avian|A1	USA	PA	40.7684704819167	-75.8020234952493
A/chicken/Pennsylvania/22-012092-007/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	41.3043521841084	-79.0048811121657
A/chicken/Pennsylvania/22-011531-002/2022|H5N1|USA-PA|2022-04-14|avian|A1	USA	PA	39.9933010213161	-76.0436401705025
A/chicken/Pennsylvania/22-011531-001/2022|H5N1|USA-PA|2022-04-14|avian|A1	USA	PA	40.7561499781733	-75.9541164885363
A/chicken/Pennsylvania/22-012092-010/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	41.1580452447005	-75.1492188803062
A/chicken/Pennsylvania/22-012092-006/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	39.7571512190836	-78.1270410161358
A/chicken/Pennsylvania/22-012092-005/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	40.78698124035	-80.4837688662174
A/chicken/Pennsylvania/22-012248-003/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	41.192569964217	-77.9539135641042
A/bald_eagle/Pennsylvania/22-021654-001/2022|H5N1|USA-PA|2022-05-11|avian|A1	USA	PA	41.3862147125872	-75.5465313594541
A/chicken/Pennsylvania/22-012248-001/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	41.9032755262525	-78.9260711582646
A/chicken/Pennsylvania/22-011531-005/2022|H5N1|USA-PA|2022-04-14|avian|A1	USA	PA	41.390120282724	-76.2572113147372
A/chicken/Pennsylvania/22-012092-008/2022|H5N1|USA-PA|2022-04-19|avian|A1	USA	PA	39.7521411515961	-77.6350694217961
A/chicken/Pennsylvania/22-012578-004/2022|H5N1|USA-PA|2022-04-25|avian|A1	USA	PA	40.5305659344594	-75.1922401803944
A/duck/Pennsylvania/22-013368-002/2022|H5N1|USA-PA|2022-05-02|avian|A1	USA	PA	40.5208850088353	-75.790272533417
A/chicken/Pennsylvania/22-015201-002/202|H5N1|USA-PA|2022-05-14|avian|A1	USA	PA	39.8927309177665	-75.6070497848482
A/chicken/Pennsylvania/22-015201-001/2022|H5N1|USA-PA|2022-05-14|avian|A1	USA	PA	40.2458329634693	-75.03972270324
A/Pekin_duck/Pennsylvania/22-015427-002/2022|H5N1|USA-PA|2022-05-16|avian|A1	USA	PA	40.131060307316	-76.5855376019238
A/Pekin_duck/Pennsylvania/22-015337-001/2022|H5N1|USA-PA|2022-05-16|avian|A1	USA	PA	40.6557797197572	-77.850559252982
A/Pekin_duck/Pennsylvania/22-015337-003/2022|H5N1|USA-PA|2022-05-16|avian|A1	USA	PA	41.0572095573618	-76.4330357336383
A/Pekin_duck/Pennsylvania/22-015943-001/2022|H5N1|USA-PA|2022-05-20|avian|A1	USA	PA	39.8219034086307	-77.7226985657671
A/duck/Pennsylvania/22-014337-007/2022|H5N1|USA-PA|2022-05-07|avian|A1	USA	PA	41.2823027105954	-79.9022543815017
A/chicken/Pennsylvania/22-015036-001/2022|H5N1|USA-PA|2022-05-13|avian|A1	USA	PA	40.3592852582697	-80.3638914462803
A/chicken/Pennsylvania/22-015036-002/2022|H5N1|USA-PA|2022-05-13|avian|A1	USA	PA	41.7486149879953	-78.9229815279036
A/duck/Pennsylvania/22-014339-002/2022|H5N1|USA-PA|2022-05-08|avian|A1	USA	PA	41.1131685082283	-78.6649259150001
A/duck/Pennsylvania/22-014339-001/2022|H5N1|USA-PA|2022-05-08|avian|A1	USA	PA	40.8050738972308	-76.4010495631554
A/Pekin_duck/Pennsylvania/22-013189-004/2022|H5N1|USA-PA|2022-04-28|avian|A1	USA	PA	39.9331456762881	-75.5890812241974
A/Pekin_duck/Pennsylvania/22-013189-003/2022|H5N1|USA-PA|2022-04-28|avian|A1	USA	PA	41.5297038388177	-79.0712905092603
A/chicken/Pennsylvania/22-014338-002/2022|H5N1|USA-PA|2022-05-04|avian|A1	USA	PA	41.6999501708911	-75.7199677707215
A/chicken/Pennsylvania/22-014338-001/2022|H5N1|USA-PA|2022-05-04|avian|A1	USA	PA	40.6366373953063	-76.9921610984558
A/Bald_Eagle/Pennsylvania/22-008745-001/2022|H5N1|USA-PA|2022-03-19|avian|A1	USA	PA	40.4826896560632	-77.0914086347427
A/Bald_Eagle/Pennsylvania/22-009884-002/2022|H5N1|USA-PA|2022-03-25|avian|A1	USA	PA	41.3064809841886	-76.7020666059553
A/Gadwall/South_Carolina/22-001743-003/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	34.2390513652003	-81.2857238485044
A/Gadwall/South_Carolina/22-001743-002/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	34.6332254722574	-82.735730749822
A/Gadwall/South_Carolina/22-001743-008/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	33.625430782523	-79.171279707208
A/American_Wigeon/South_Carolina/22-001743-011/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	34.3352961254583	-82.08091732474
A/Gadwall/South_Carolina/22-001743-007/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	33.0045869675549	-80.0092751671105
A/Gadwall/South_Carolina/22-001743-004/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	33.0678393181157	-81.4327433997325
A/Blue-winged_and_Cinnamon_Teal/South_Carolina/22-001743-033/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	33.5468442929893	-79.0022337296995
A/American_Wigeon/South_Carolina/22-000345-001/2021|H5N1|USA-SC|2021-12-30|avian|A1	USA	SC	33.1350359689463	-81.661889720354
A/American_wigeon/South_Carolina/AH0195145/2021|H5N1|USA-SC|2021-12-30|avian|A1	USA	SC	34.010382274416	-79.3823222636522
A/Bald_Eagle/South_Carolina/22-007918-002/2022|H5N1|USA-SC|2022-03-04|avian|A1	USA	SC	33.1933672370112	-80.4410082006325
A/Bald_Eagle/South_Carolina/22-007918-001/2022|H5N1|USA-SC|2022-03-04|avian|A1	USA	SC	32.7859944669508	-81.4018125941814
A/American_Wigeon/South_Carolina/22-001743-014/2022|H5N1|USA-SC|2022-01-06|avian|A1	USA	SC	34.819867749173	-81.7286878717756
A/Bald_Eagle/South_Dakota/22-009685-001/2022|H5N1|USA-SD|2022-03-01|avian|A1	USA	SD	45.7804265480604	-96.7510123823222
A/turkey/South_Dakota/22-009534-001/2022|H5N1|USA-SD|2022-03-29|avian|A1	USA	SD	45.2474132885221	-99.9207574967868
A/Canada_Goose/South_Dakota/22-008571-003/2022|H5N1|USA-SD|2022-03-14|avian|A1	USA	SD	43.5886079059837	-101.097377283357
A/Snow_Goose/South_Dakota/22-009478-020/2022|H5N1|USA-SD|2022-03-18|avian|A1	USA	SD	45.2004813703327	-101.23591343295
A/Bald_Eagle/South_Dakota/22-009405-001/2022|H5N1|USA-SD|2022-03-09|avian|A1	USA	SD	44.076702320813	-98.3182738063366
A/Snow_Goose/South_Dakota/22-009478-003/2022|H5N1|USA-SD|2022-03-18|avian|A1	USA	SD	44.9747032419569	-96.6524851046104
A/turkey/South_Dakota/22-006792-002/2022|H5N1|USA-SD|2022-03-04|avian|A1	USA	SD	44.6566951425689	-100.28130814483
A/turkey/South_Dakota/22-006792-001/2022|H5N1|USA-SD|2022-03-04|avian|A1	USA	SD	44.3295529195367	-99.2224247880595
A/Snow_Goose/South_Dakota/22-007946-002/2022|H5N1|USA-SD|2022-03-09|avian|A1	USA	SD	43.6816491349874	-99.5044923483657
A/turkey/South_Dakota/22-009979-002/2022|H5N1|USA-SD|2022-04-01|avian|A1	USA	SD	43.7445434330394	-99.8796096320209
A/turkey/South_Dakota/22-009979-001/2022|H5N1|USA-SD|2022-04-01|avian|A1	USA	SD	43.9279812370535	-97.24624299334
A/Snow_Goose/South_Dakota/22-009478-018/2022|H5N1|USA-SD|2022-03-18|avian|A1	USA	SD	43.9608073241255	-97.8275217790754
A/Rosss_Goose/South_Dakota/22-008384-004/2022|H5N1|USA-SD|2022-03-16|avian|A1	USA	SD	44.1431807188145	-103.912172357033
A/Snow_Goose/South_Dakota/22-009478-008/2022|H5N1|USA-SD|2022-03-18|avian|A1	USA	SD	43.4454556000198	-96.6667777619907
A/turkey/South_Dakota/22-007534-002/2022|H5N1|USA-SD|2022-03-11|avian|A1	USA	SD	43.104712909139	-99.9961979011376
A/turkey/South_Dakota/22-007534-001/2022|H5N1|USA-SD|2022-03-11|avian|A1	USA	SD	43.090046531347	-103.58624515516
A/Red-tailed_Hawk/South_Dakota/22-009041-001/2022|H5N1|USA-SD|2022-03-23|avian|A1	USA	SD	44.983345060373	-99.6905245544907
A/turkey/South_Dakota/22-009198-001/2022|H5N1|USA-SD|2022-03-26|avian|A1	USA	SD	43.1442958791175	-103.267470730663
A/Snow_Goose/South_Dakota/22-009478-007/2022|H5N1|USA-SD|2022-03-18|avian|A1	USA	SD	43.0276801477694	-98.1135246721122
A/Snow_Goose/South_Dakota/22-009478-004/2022|H5N1|USA-SD|2022-03-18|avian|A1	USA	SD	43.3640215467757	-103.660812688266
A/mallard/Tennessee/22-024871-017/2022|H5N1|USA-TN|2022-01-30|avian|A1	USA	TN	35.9835954508688	-88.7662435377752
A/mallard_duck/Tennessee/CEIRR-303/2022|H5N1|USA-TN|2022-01-30|avian|A1	USA	TN	35.4389888917225	-89.531754369882
A/mallard_duck/Tennessee/TN22-303/2022|H5N1|USA-TN|2022-01-30|avian|A1	USA	TN	35.2112837670143	-85.0244675054856
A/American_Green-winged_Teal/Tennessee/22-005910-002/2022|H5N1|USA-TN|2022-02-12|avian|A1	USA	TN	35.479605299634	-89.2084851635229
A/mallard_duck/Tennessee/TN22-282/2022|H5N1|USA-TN|2022-01-24|avian|A1	USA	TN	35.7660323261514	-83.721898687312
A/mallard_duck/Tennessee/CEIRR-282/2022|H5N1|USA-TN|2022-01-24|avian|A1	USA	TN	35.8333025992682	-86.4947247333699
A/mallard/Tennessee/22-024871-002/2022|H5N1|USA-TN|2022-01-24|avian|A1	USA	TN	35.1064488933854	-86.8233811451629
A/mallard_duck/Tennessee/TN22-307/2022|H5N1|USA-TN|2022-01-31|avian|A1	USA	TN	36.5033233088247	-83.8616056850338
A/mallard_duck/Tennessee/CEIRR-307/2022|H5N1|USA-TN|2022-01-31|avian|A1	USA	TN	36.3468781518516	-82.239039056246
A/Wood_Duck/Tennessee/22-005907-002/2022|H5N1|USA-TN|2022-02-13|avian|A1	USA	TN	36.6218102228849	-86.9770488266364
A/mallard_duck/Tennessee/TN22-309/2022|H5N1|USA-TN|2022-01-31|avian|A1	USA	TN	36.2956632729771	-87.7341861075036
A/mallard_duck/Tennessee/CEIRR-309/2022|H5N1|USA-TN|2022-01-31|avian|A1	USA	TN	35.7425414484188	-86.407617816306
A/mallard/Tennessee/22-024871-019/2022|H5N1|USA-TN|2022-01-31|avian|A1	USA	TN	35.8586567077505	-85.8815195604803
A/Mallard/Tennessee/22-005910-004/2022|H5N1|USA-TN|2022-02-12|avian|A1	USA	TN	35.5352467241094	-88.3793581854448
A/Canada_Goose/Tennessee/22-010667-001/2022|H5N1|USA-TN|2022-04-01|avian|A1	USA	TN	35.5485497142457	-89.3953219488428
A/mallard_duck/Tennessee/CEIRR-278/2022|H5N1|USA-TN|2022-01-24|avian|A1	USA	TN	35.3989711775055	-87.2701710902557
A/mallard/Tennessee/22-024871-001/2022|H5N1|USA-TN|2022-01-24|avian|A1	USA	TN	35.8689493125273	-83.6074173384581
A/mallard_duck/Tennessee/TN22-278/2022|H5N1|USA-TN|2022-01-24|avian|A1	USA	TN	35.6984550835816	-89.7917182685974
A/mallard_duck/Tennessee/TN22-287/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.6381515907354	-86.8102883248945
A/mallard/Tennessee/22-024871-003/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.2824646175291	-88.2437983014671
A/mallard_duck/Tennessee/CEIRR-287/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.1025808861235	-85.435866511165
A/american_wigeon/Tennessee/CEIRR-298/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.3591074830978	-88.8068653366097
A/american_wigeon/Tennessee/CEIRR-301/2022|H5N1|USA-TN|2022-01-30|avian|A1	USA	TN	36.3935430171475	-84.9781263564563
A/American_wigeon/Tennessee/TN22-301/2022|H5N1|USA-TN|2022-01-30|avian|A1	USA	TN	35.7371801789546	-85.4050925182644
A/mallard/Tennessee/22-024871-007/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.9982265862212	-89.0453244101734
A/mallard_duck/Tennessee/TN22-290/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.5413439383822	-89.8335811374064
A/mallard_duck/Tennessee/TN22-293/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.4558093055303	-87.1224101579613
A/mallard/Tennessee/22-024871-009/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.2973198117152	-86.324222597681
A/american_wigeon/Tennessee/22-024871-016/2022|H5N1|USA-TN|2022-01-30|avian|A1	USA	TN	36.3216198329709	-87.2709949632062
A/mallard_duck/Tennessee/CEIRR-288/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.2734347312926	-83.9029889866382
A/mallard_duck/Tennessee/CEIRR-293/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.1231317055598	-84.0586355562838
A/mallard_duck/Tennessee/TN22-291/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.0678029729193	-85.1056314506188
A/gadwall_duck/Tennessee/CEIRR-297/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.1206744232944	-87.6959481340433
A/gadwall_duck/Tennessee/TN22-297/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.3011670237107	-88.3504040802241
A/gadwall/Tennessee/22-024871-010/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.8687028020894	-87.7626944054146
A/mallard_duck/Tennessee/CEIRR-291/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.0410737026915	-86.3697038587676
A/gadwall_duck/Tennessee/TN22-296/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.8568052241267	-87.480047340794
A/american_wigeon/Tennessee/22-024871-013/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.31255450303	-84.9222249445454
A/gadwall/Tennessee/22-024871-012/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.6135426524915	-87.2365765193506
A/american_wigeon/Tennessee/22-024871-014/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.3176177651869	-88.0988940912626
A/mallard_duck/Tennessee/TN22-288/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.2888748773137	-82.7318409283585
A/mallard/Tennessee/22-024871-005/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.0878255746502	-84.665684543648
A/gadwall/Tennessee/22-024871-015/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	36.4102093712784	-84.847459900368
A/gadwall_duck/Tennessee/TN22-295/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.6122708916756	-89.2952510969744
A/gadwall/Tennessee/22-024871-011/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.9297705220552	-89.4893157533658
A/gadwall_duck/Tennessee/CEIRR-295/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.9642415189255	-87.8020947140858
A/mallard/Tennessee/22-024871-004/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.1056552956879	-85.2994356372275
A/American_wigeon/Tennessee/TN22-298/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.0693112444548	-87.8925047293663
A/mallard/Tennessee/22-024871-006/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.6741660877185	-86.4263264297992
A/gadwall_duck/Tennessee/CEIRR-296/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.4217407114439	-86.1080795186396
A/mallard_duck/Tennessee/CEIRR-290/2022|H5N1|USA-TN|2022-01-25|avian|A1	USA	TN	35.4118666011864	-88.2890777535384
A/pheasant/Texas/22-010008-001/2022|H5N1|USA-TX|2022-03-29|avian|A1	USA	TX	30.5590186860206	-100.047380318348
A/pheasant/Texas/22-009984-001/2022|H5N1|USA-TX|2022-03-29|avian|A1	USA	TX	30.820999282298	-96.3063888462427
A/pheasant/Texas/22-010008-002/2022|H5N1|USA-TX|2022-03-29|avian|A1	USA	TX	30.4097068722611	-99.2584269971837
A/peregrine_falcon/Texas/22-017713-001/2022|H5N1|USA-TX|2022-03-08|avian|A1	USA	TX	34.6606579124958	-102.957990520653
A/Owl/Texas/22-012996-001/2022|H5N1|USA-TX|2022-04-26|avian|A1	USA	TX	31.6058010052338	-102.776484266324
A/chicken/Utah/22-012375-001/2022|H5N1|USA-UT|2022-04-21|avian|A1	USA	UT	39.9209316160313	-109.215103095812
A/chicken/Virginia/22-004415-001/2022|H5N1|USA-VA|2022-02-11|avian|A1	USA	VA	38.2946159424213	-78.4376980830488
A/Green-winged_Teal/Virginia/22-002768-003/2022|H5N1|USA-VA|2022-01-19|avian|A1	USA	VA	37.1742446760815	-77.0663764773539
A/Gadwall/Virginia/22-003923-001/2022|H5N1|USA-VA|2022-01-29|avian|A1	USA	VA	36.894651911232	-77.6099048240638
A/wood_duck/Vermont/22-029063-031/2022|H5N1|USA-VT|2022-09-09|avian|A1	USA	VT	44.118454995325	-73.0802695942174
A/bald_eagle/Wisconsin/22-019204-001/2022|H5N1|USA-WI|2022-05-23|avian|A1	USA	WI	45.4938710321163	-88.7733014127739
A/double_crested_cormorant/Wisconsin/22-030264-001/2022|H5N1|USA-WI|2022-05-24|avian|A1	USA	WI	44.7513753491414	-88.3442169080512
A/bald_eagle/Wisconsin/22-013262-001/2022|H5N1|USA-WI|2022-04-28|avian|A1	USA	WI	45.4741910023978	-88.1960513545689
A/bald_eagle/Wisconsin/22-015545-001/2022|H5N1|USA-WI|2022-05-16|avian|A1	USA	WI	45.3872296379412	-89.5290341021334
A/Coopers_Hawk/Wisconsin/22-009404-002/2022|H5N1|USA-WI|2022-03-13|avian|A1	USA	WI	46.7639253932467	-91.7616811021968
A/wood_duck/Wisconsin/22-013269-001/2022|H5N1|USA-WI|2022-04-11|avian|A1	USA	WI	44.9614712680387	-89.0240397025048
A/silkie_chicken/Wisconsin/22-009934-002/2022|H5N1|USA-WI|2022-03-31|avian|A1	USA	WI	45.749174980229	-88.5670964600571
A/chicken/Wisconsin/22-007545-004/2022|H5N1|USA-WI|2022-03-13|avian|A1	USA	WI	42.6302237920082	-88.6137965280422
A/chicken/Wisconsin/22-007545-005/2022|H5N1|USA-WI|2022-03-13|avian|A1	USA	WI	44.4424669983451	-89.4433886272385
A/chicken/Wisconsin/22-007545-001/2022|H5N1|USA-WI|2022-03-13|avian|A1	USA	WI	45.3494097304178	-89.3833740210362
A/chicken/Wisconsin/22-007545-002/2022|H5N1|USA-WI|2022-03-13|avian|A1	USA	WI	43.0952512535855	-90.5659298793671
A/Canada_Goose/Wisconsin/22-009408-001/2022|H5N1|USA-WI|2022-03-20|avian|A1	USA	WI	45.6550196737147	-89.3533969547859
A/Snowy_Owl/Wisconsin/22-010236-001/2022|H5N1|USA-WI|2022-03-16|avian|A1	USA	WI	45.1695234761158	-89.1070199791068
A/Great_Horned_Owl/Wisconsin/22-011239-001/2022|H5N1|USA-WI|2022-03-29|avian|A1	USA	WI	44.6052101246769	-91.4682874789126
A/great_horned_owl/Wyoming/22-013814-001/2022|H5N1|USA-WY|2022-05-02|avian|A1	USA	WY	43.169642913313	-109.448482480744
A/great_horned_owl/Wyoming/22-013814-002/2022|H5N1|USA-WY|2022-05-02|avian|A1	USA	WY	42.024817661221	-106.301402787932
A/great_horned_owl/Wyoming/22-014489-002/2022|H5N1|USA-WY|2022-04-30|avian|A1	USA	WY	44.3023340295194	-105.794297861434
A/great_horned_owl/Wyoming/22-014489-001/2022|H5N1|USA-WY|2022-04-30|avian|A1	USA	WY	44.5673382742927	-106.73594488007
A/Wild_Turkey/Wyoming/22-011876-001/2022|H5N1|USA-WY|2022-04-14|avian|A1	USA	WY	44.764540662176	-106.420328610196
A/Wild_Turkey/Wyoming/22-011876-002/2022|H5N1|USA-WY|2022-04-14|avian|A1	USA	WY	44.7982683515108	-106.923843397428
A/chicken/Wyoming/22-010378-001/2022|H5N1|USA-WY|2022-03-31|avian|A1	USA	WY	42.3509473205901	-108.073475318447
A/horned_grebe/Wyoming/22-017774-003/2022|H5N1|USA-WY|2022-06-03|avian|A1	USA	WY	43.5209419769228	-108.230613731008
A/horned_grebe/Wyoming/22-017774-001/2022|H5N1|USA-WY|2022-06-03|avian|A1	USA	WY	43.466546576926	-105.242662179303
A/eared_grebe/Wyoming/22-017947-002/2022|H5N1|USA-WY|2022-06-06|avian|A1	USA	WY	41.2758882678016	-106.696469696017
A/eared_grebe/Wyoming/22-017947-001/2022|H5N1|USA-WY|2022-06-06|avian|A1	USA	WY	43.9409202882038	-109.246224130285
A/chicken/Wyoming/22-010157-002/2022|H5N1|USA-WY|2022-03-31|avian|A1	USA	WY	41.1070851727724	-109.64083127108
A/chicken/Wyoming/22-010157-001/2022|H5N1|USA-WY|2022-03-31|avian|A1	USA	WY	44.9248434256448	-109.001011558795
