trait	country	admin1	latitude	longitude
A/Mixed/ON/FAV-0167-101/2022|H5N1|Canada-ON|2022-03-30|avian|A1	Canada	ON	49.9371749811066	-85.9530236420295
A/Mixed/ON/FAV-0167-103/2022|H5N1|Canada-ON|2022-03-30|avian|A1	Canada	ON	50.7286333373017	-82.8722808146691
A/American_Crow/PE/FAV-0109-1/2022|H5N1|Canada-PE|2022-02-16|avian|A1	Canada	PE	46.3357128821541	-62.4976457713979
A/Snowy_Owl/PE/FAV-0121-1/2022|H5N1|Canada-PE|2022-02-23|avian|A1	Canada	PE	46.096752734256	-62.4731790312437
A/American_Crow/QC/FAV-0855-5/2022|H5N1|Canada-QC|2022-05-12|avian|A1	Canada	QC	58.4171085121814	-72.2649319465488
A/American_Crow/QC/FAV-0855-4/2022|H5N1|Canada-QC|2022-05-12|avian|A1	Canada	QC	50.7258693795071	-71.8828178737317
A/American_Crow/QC/FAV-0855-6/2022|H5N1|Canada-QC|2022-05-12|avian|A1	Canada	QC	54.8437283868397	-77.2464631653972
A/Ring-Billed_Gull/QC/FAV-1149-9/2022|H5N1|Canada-QC|2022-10-03|avian|A1	Canada	QC	55.4649183398896	-64.6895750189654
A/Wood_Duck/QC/FAV-1673-1/2022|H5N1|Canada-QC|2022-09-27|avian|A1	Canada	QC	56.755388796539	-66.6585479921691
A/Mixed/QC/FAV-1167-4/2022|H5N1|Canada-QC|2022-10-14|avian|A1	Canada	QC	51.4574240279391	-59.9703496869197
A/Mixed/QC/FAV-1167-6/2022|H5N1|Canada-QC|2022-10-14|avian|A1	Canada	QC	56.2366564233691	-68.301337137111
A/Snow_Goose/QC/FAV-0177-2/2022|H5N1|Canada-QC|2022-03-23|avian|A1	Canada	QC	48.4534036663887	-74.9794811085323
A/Great_Horned_Owl/SK/FAV-0802-16/2022|H5N1|Canada-SK|2022-05-01|avian|A1	Canada	SK	58.9098980134168	-105.305458034223
A/Snow_Goose/SK/FAV-0268-4/2022|H5N1|Canada-SK|2022-04-06|avian|A1	Canada	SK	56.7441357615419	-108.977239246778
A/American_Wigeon/Alabama/22-004941-003/2022|H5N1|USA-AL|2022-02-05|avian|A1	USA	AL	31.6238753878764	-85.253519031999
A/red_tailed_hawk/Colorado/22-038929-003/2022|H5N1|USA-CO|2022-11-28|avian|A1	USA	CO	38.8460154506265	-106.515163741719
A/blue_winged_teal/Colorado/22-030620-001/2022|H5N1|USA-CO|2022-09-24|avian|A1	USA	CO	40.2711674068849	-107.547697734195
A/Canada_Goose/Colorado/22-010377-001/2022|H5N1|USA-CO|2022-04-01|avian|A1	USA	CO	39.2692782097709	-105.122322189687
A/chicken/Colorado/22-013057-001/2022|H5N1|USA-CO|2022-04-28|avian|A1	USA	CO	37.4629038291077	-103.507892581261
A/Mallard/Colorado/22-009476-001/2022|H5N1|USA-CO|2022-03-22|avian|A1	USA	CO	37.8049372364183	-107.924233511291
A/Rosss_Goose/Colorado/22-008935-005/2022|H5N1|USA-CO|2022-03-18|avian|A1	USA	CO	39.2997510096692	-103.706432991259
A/Snow_Goose/Colorado/22-008935-001/2022|H5N1|USA-CO|2022-03-18|avian|A1	USA	CO	39.4018648517157	-104.272114666028
A/chicken/Connecticut/22-006118-001/2022|H5N1|USA-CT|2022-02-28|avian|A1	USA	CT	41.6144976004372	-72.4509412679563
A/Mallard/Connecticut/22-003935-013/2022|H5N1|USA-CT|2022-02-03|avian|A1	USA	CT	41.7154324857336	-72.7629369905155
A/Mallard/Connecticut/22-003935-014/2022|H5N1|USA-CT|2022-02-03|avian|A1	USA	CT	41.7438062981898	-72.4789593145782
A/Mallard/Connecticut/22-003935-024/2022|H5N1|USA-CT|2022-02-03|avian|A1	USA	CT	41.7302800921128	-72.6962147792895
A/Mallard/Connecticut/22-003935-022/2022|H5N1|USA-CT|2022-02-03|avian|A1	USA	CT	41.6764096458695	-72.0500583417068
A/Mallard/Connecticut/22-003935-001/2022|H5N1|USA-CT|2022-02-03|avian|A1	USA	CT	41.2066296743841	-73.4870251655295
A/American_Black_Duck/Connecticut/22-005000-001/2022|H5N1|USA-CT|2022-02-06|avian|A1	USA	CT	41.3101596004862	-72.5601146584552
A/coopers_hawk/Connecticut/22-033697-001/2022|H5N1|USA-CT|2022-10-21|avian|A1	USA	CT	41.9213143506771	-71.8974932948423
A/chicken/Delaware/22-005260-001/2022|H5N1|USA-DE|2022-02-21|avian|A1	USA	DE	39.0680213869179	-75.4984310385457
A/chicken/Delaware/22-005260-003/2022|H5N1|USA-DE|2022-02-21|avian|A1	USA	DE	38.6951637055919	-75.1144344758689
A/chicken/Delaware/22-005260-002/2022|H5N1|USA-DE|2022-02-21|avian|A1	USA	DE	38.7608487868914	-75.3518509447971
A/chicken/Delaware/22-006945-001/2022|H5N1|USA-DE|2022-03-07|avian|A1	USA	DE	39.7492866233825	-75.6992843067545
A/chicken/Delaware/22-006945-003/2022|H5N1|USA-DE|2022-03-07|avian|A1	USA	DE	38.648423080294	-75.6141077981441
A/chicken/Delaware/22-006945-002/2022|H5N1|USA-DE|2022-03-07|avian|A1	USA	DE	38.7719372946803	-75.4323934928215
A/chicken/Delaware/22-006945-004/2022|H5N1|USA-DE|2022-03-07|avian|A1	USA	DE	39.6412051596829	-75.7464035871268
A/chicken/Delaware/22-008054-002/2022|H5N1|USA-DE|2022-03-16|avian|A1	USA	DE	39.8349157533486	-75.5267519699955
A/chicken/Delaware/22-008054-001/2022|H5N1|USA-DE|2022-03-16|avian|A1	USA	DE	38.581959463614	-75.2296313022603
A/chicken/Delaware/22-008054-004/2022|H5N1|USA-DE|2022-03-16|avian|A1	USA	DE	39.2909291119554	-75.5212424574862
A/chicken/Delaware/22-008054-003/2022|H5N1|USA-DE|2022-03-16|avian|A1	USA	DE	39.7977706839032	-75.5083309199996
A/Red-shouldered_Hawk/Delaware/22-004621-001/2022|H5N1|USA-DE|2022-02-10|avian|A1	USA	DE	38.6472574147687	-75.0667356886709
A/Canada_Goose/Delaware/22-004745-001/2022|H5N1|USA-DE|2022-02-04|avian|A1	USA	DE	39.639160518071	-75.6387121562777
A/American_Wigeon/Delaware/22-003358-008/2022|H5N1|USA-DE|2022-01-26|avian|A1	USA	DE	38.9906850329145	-75.6379715547112
A/Northern_Shoveler/Delaware/22-003933-001/2022|H5N1|USA-DE|2022-01-31|avian|A1	USA	DE	38.6881425029937	-75.429448138347
A/Black_Vulture/Florida/22-006981-001/2022|H5N1|USA-FL|2022-03-03|avian|A1	USA	FL	30.6094300642307	-83.4389568337846
A/Brown_Pelican/Florida/22-007313-001/2022|H5N1|USA-FL|2022-03-04|avian|A1	USA	FL	29.5755941431918	-82.9837877918721
A/Blue-winged_Teal/Florida/22-002578-009/2022|H5N1|USA-FL|2022-01-22|avian|A1	USA	FL	28.995910281074	-81.8354482530015
A/Gull/Florida/22-007915-006/2022|H5N1|USA-FL|2022-03-01|avian|A1	USA	FL	27.7400958761147	-80.762961113907
A/gull/Florida/W22-162/2022|H5N1|USA-FL|2022-03-01|avian|A1	USA	FL	27.5357016789962	-81.4462137686726
A/Royal_Tern/Florida/22-010506-001/2022|H5N1|USA-FL|2022-03-17|avian|A1	USA	FL	28.9642874522238	-81.0761308397664
A/Black_Vulture/Florida/22-009936-001/2022|H5N1|USA-FL|2022-03-27|avian|A1	USA	FL	25.511046323146	-80.4394655782953
A/Royal_Tern/Florida/22-009056-001/2022|H5N1|USA-FL|2022-03-21|avian|A1	USA	FL	28.4606624498831	-81.2608044827616
A/Royal_Tern/Florida/22-008226-001/2022|H5N1|USA-FL|2022-03-16|avian|A1	USA	FL	27.5572544268176	-81.5517449672078
A/bald_eagle/Florida/22-013493-003/2022|H5N1|USA-FL|2022-04-26|avian|A1	USA	FL	30.5589841786017	-81.708689088959
A/Royal_Tern/Florida/22-010506-002/2022|H5N1|USA-FL|2022-03-17|avian|A1	USA	FL	28.3202421045335	-81.6131666329259
A/Royal_Tern/Florida/22-005590-001/2022|H5N1|USA-FL|2022-02-18|avian|A1	USA	FL	26.6856765973645	-80.9829546310891
A/ring-billed_gull/Florida/W22-169/2022|H5N1|USA-FL|2022-03-07|avian|A1	USA	FL	25.8511026764348	-80.5712560376343
A/Ring-billed_Gull/Florida/22-007915-012/2022|H5N1|USA-FL|2022-03-07|avian|A1	USA	FL	28.6366037721732	-81.7473249224229
A/Gadwall/Georgia/22-003669-001/2022|H5N1|USA-GA|2022-01-30|avian|A1	USA	GA	33.9082968425945	-84.6806174128942
A/Bald_Eagle/Iowa/22-010129-001/2022|H5N1|USA-IA|2022-04-04|avian|A1	USA	IA	41.5944495722318	-93.7175116565575
A/chicken/Iowa/22-009985-001/2022|H5N1|USA-IA|2022-04-01|avian|A1	USA	IA	42.6096287544804	-94.1821810640347
A/American_White_Pelican/Iowa/22-011101-001/2022|H5N1|USA-IA|2022-04-12|avian|A1	USA	IA	41.8172591522422	-95.8138228131401
A/American_White_Pelican/Iowa/22-011101-007/2022|H5N1|USA-IA|2022-04-12|avian|A1	USA	IA	40.5917828936414	-91.420162493389
A/pelican/Iowa/22-011101-006/2022|H5N1|USA-IA|2022-04-12|avian|A1	USA	IA	43.3395963635334	-92.8253755310585
A/pelican/Iowa/22-011101-009/2022|H5N1|USA-IA|2022-04-12|avian|A1	USA	IA	40.6747366640884	-92.9879338838296
A/American_White_Pelican/Iowa/22-011101-003/2022|H5N1|USA-IA|2022-04-12|avian|A1	USA	IA	43.179248112928	-96.0980375506952
A/pelican/Iowa/22-011101-008/2022|H5N1|USA-IA|2022-04-12|avian|A1	USA	IA	43.5023378705771	-93.2469257611925
A/Mallard/Iowa/22-007265-001/2022|H5N1|USA-IA|2022-03-09|avian|A1	USA	IA	43.2086149765946	-94.2145371905934
A/Snow_Goose/Iowa/22-007764-001/2022|H5N1|USA-IA|2022-03-08|avian|A1	USA	IA	41.1929759395085	-94.2924776334985
A/silkie_chicken/Iowa/22-006114-001/2022|H5N1|USA-IA|2022-02-28|avian|A1	USA	IA	42.9643335741329	-94.0541030313982
A/Rosss_Goose/Iowa/22-008376-002/2022|H5N1|USA-IA|2022-03-15|avian|A1	USA	IA	41.9007133596935	-95.543873602472
A/chicken/Iowa/22-007376-007/2022|H5N1|USA-IA|2022-03-10|avian|A1	USA	IA	40.6444753406883	-93.440142452966
A/chicken/Iowa/22-007376-002/2022|H5N1|USA-IA|2022-03-10|avian|A1	USA	IA	42.7557530955364	-93.5130399464964
A/chicken/Iowa/22-007376-001/2022|H5N1|USA-IA|2022-03-10|avian|A1	USA	IA	40.9382766337207	-94.7400333248016
A/chicken/Iowa/22-007376-005/2022|H5N1|USA-IA|2022-03-10|avian|A1	USA	IA	40.7403443180813	-95.0025115393576
A/chicken/Iowa/22-007376-012/2022|H5N1|USA-IA|2022-03-10|avian|A1	USA	IA	40.845212389168	-93.6416774487212
A/chicken/Iowa/22-007376-003/2022|H5N1|USA-IA|2022-03-10|avian|A1	USA	IA	43.3255328646711	-96.1917092964736
A/turkey/Iowa/22-006795-002/2022|H5N1|USA-IA|2022-03-06|avian|A1	USA	IA	41.5425761039239	-94.1480787241161
A/turkey/Iowa/22-006795-001/2022|H5N1|USA-IA|2022-03-06|avian|A1	USA	IA	41.220801843341	-93.069554474533
A/chicken/Iowa/22-008176-005/2022|H5N1|USA-IA|2022-03-17|avian|A1	USA	IA	41.4832202980766	-93.9286559586306
A/chicken/Iowa/22-008176-003/2022|H5N1|USA-IA|2022-03-17|avian|A1	USA	IA	42.3597583710279	-92.3029957098408
A/chicken/Iowa/22-008176-004/2022|H5N1|USA-IA|2022-03-17|avian|A1	USA	IA	42.7021566577053	-94.147888191207
A/chicken/Iowa/22-009180-001/2022|H5N1|USA-IA|2022-03-25|avian|A1	USA	IA	41.667428246223	-93.9849572776867
A/chicken/Iowa/22-009180-002/2022|H5N1|USA-IA|2022-03-25|avian|A1	USA	IA	41.8356644251017	-95.201678471574
A/Great_Horned_Owl/Iowa/22-011678-001/2022|H5N1|USA-IA|2022-04-15|avian|A1	USA	IA	41.5107184191803	-93.7007914212127
A/Rosss_Goose/Iowa/22-008378-001/2022|H5N1|USA-IA|2022-03-15|avian|A1	USA	IA	41.8625792587322	-94.8266566839867
A/Rosss_Goose/Illinois/22-007691-001/2022|H5N1|USA-IL|2022-03-06|avian|A1	USA	IL	39.3282855861497	-87.9646443785146
A/Graylag_Goose/Illinois/22-008377-005/2022|H5N1|USA-IL|2022-03-14|avian|A1	USA	IL	38.6543627785536	-88.6943721259263
A/Graylag_Goose/Illinois/22-008377-002/2022|H5N1|USA-IL|2022-03-14|avian|A1	USA	IL	40.9519816336662	-88.0107856104098
A/goose/Illinois/22-008377-004/2022|H5N1|USA-IL|2022-03-14|avian|A1	USA	IL	40.6895089624198	-90.4378544719085
A/guinea_fowl/Illinois/22-007382-001/2022|H5N1|USA-IL|2022-03-09|avian|A1	USA	IL	38.7779237770509	-88.5203721049542
A/Bald_Eagle/Indiana/22-011948-001/2022|H5N1|USA-IN|2022-04-13|avian|A1	USA	IN	41.5669195348908	-87.1368467541065
A/Bald_Eagle/Indiana/22-011948-002/2022|H5N1|USA-IN|2022-04-13|avian|A1	USA	IN	39.5350011850926	-86.2584057934704
A/turkey/Indiana/22-005289-001/2022|H5N1|USA-IN|2022-02-16|avian|A1	USA	IN	39.8845761500955	-87.1784050277557
A/turkey/Indiana/22-005289-002/2022|H5N1|USA-IN|2022-02-16|avian|A1	USA	IN	39.5894981955903	-86.794268332182
A/turkey/Indiana/22-004688-002/2022|H5N1|USA-IN|2022-02-14|avian|A1	USA	IN	40.6304445646939	-85.082315539257
A/turkey/Indiana/22-003707-003/2022|H5N1|USA-IN|2022-02-07|avian|A1	USA	IN	39.7369857647494	-85.0818624440515
A/turkey/Indiana/22-004688-003/2022|H5N1|USA-IN|2022-02-14|avian|A1	USA	IN	40.549861457019	-85.6965910155041
A/turkey/Indiana/22-004688-006/2022|H5N1|USA-IN|2022-02-14|avian|A1	USA	IN	38.2362759975472	-87.9561823556216
A/turkey/Indiana/22-005696-001/2022|H5N1|USA-IN|2022-02-21|avian|A1	USA	IN	41.2021237022558	-84.8766105950288
A/turkey/Indiana/22-005696-002/2022|H5N1|USA-IN|2022-02-21|avian|A1	USA	IN	40.7159100624091	-85.7400013312592
A/turkey/Indiana/22-005696-003/2022|H5N1|USA-IN|2022-02-21|avian|A1	USA	IN	40.3153551909312	-86.2686079131695
A/turkey/Indiana/22-006261-002/2022|H5N1|USA-IN|2022-03-01|avian|A1	USA	IN	38.1054929513846	-87.3246119533135
A/turkey/Indiana/22-006261-001/2022|H5N1|USA-IN|2022-03-01|avian|A1	USA	IN	41.5525805811249	-85.9410649803848
A/turkey/Indiana/22-006259-001/2022|H5N1|USA-IN|2022-02-28|avian|A1	USA	IN	38.9703671051706	-84.984992416501
A/turkey/Indiana/22-006259-002/2022|H5N1|USA-IN|2022-02-28|avian|A1	USA	IN	41.0405416616316	-85.6257732657178
A/turkey/Indiana/22-005328-001/2022|H5N1|USA-IN|2022-02-18|avian|A1	USA	IN	38.1125620990071	-86.4919754216561
A/turkey/Indiana/22-005328-002/2022|H5N1|USA-IN|2022-02-18|avian|A1	USA	IN	39.7403563839187	-86.9703371760698
A/bald_eagle/Kansas/W22-197/2022|H5N1|USA-KS|2022-03-13|avian|A1	USA	KS	39.1427808104702	-97.2260498646843
A/Bald_Eagle/Kansas/22-008980-001/2022|H5N1|USA-KS|2022-03-14|avian|A1	USA	KS	37.3949667517567	-99.8198407277182
A/poultry/Kansas/22-007391-001/2022|H5N1|USA-KS|2022-03-09|avian|A1	USA	KS	37.4733676123764	-98.2170220702968
A/poultry/Kansas/22-007391-002/2022|H5N1|USA-KS|2022-03-09|avian|A1	USA	KS	38.8050264149757	-98.5132825228767
A/chicken/Kansas/22-008259-002/2022|H5N1|USA-KS|2022-03-16|avian|A1	USA	KS	38.3016856291693	-100.97458768064
A/chicken/Kansas/22-008259-001/2022|H5N1|USA-KS|2022-03-16|avian|A1	USA	KS	37.4735709057841	-99.9290133727985
A/Snow_Goose/Kansas/22-006804-007/2022|H5N1|USA-KS|2022-02-28|avian|A1	USA	KS	39.2543046237974	-95.6495095887067
A/Snow_Goose/Kansas/22-008980-003/2022|H5N1|USA-KS|2022-03-12|avian|A1	USA	KS	38.7202919490403	-98.3580080319436
A/Snow_Goose/Kansas/22-007919-003/2022|H5N1|USA-KS|2022-03-04|avian|A1	USA	KS	38.3994254973325	-96.6663744205191
A/snow_goose/Kansas/W22-174B/2022|H5N1|USA-KS|2022-03-06|avian|A1	USA	KS	37.3863785049391	-101.481075551054
A/Snow_Goose/Kansas/22-007919-002/2022|H5N1|USA-KS|2022-03-06|avian|A1	USA	KS	39.1173281972413	-100.337367889805
A/Snow_Goose/Kansas/22-006804-003/2022|H5N1|USA-KS|2022-02-28|avian|A1	USA	KS	37.7380540666665	-100.623701987495
A/Turkey/Kansas/22-011119-001/2022|H5N1|USA-KS|2022-04-09|avian|A1	USA	KS	38.4381204332561	-95.0815212880302
A/chicken/Kansas/22-008114-002/2022|H5N1|USA-KS|2022-03-16|avian|A1	USA	KS	37.3486438338527	-95.3672317703249
A/duck/Kansas/22-008114-001/2022|H5N1|USA-KS|2022-03-16|avian|A1	USA	KS	37.3011704484529	-101.210751369662
A/Gadwall/Kentucky/22-005154-004/2022|H5N1|USA-KY|2022-02-08|avian|A1	USA	KY	36.9063555099169	-85.2238541962927
A/chicken/Kentucky/22-004416-002/2022|H5N1|USA-KY|2022-02-11|avian|A1	USA	KY	36.8309113567208	-84.8412482328524
A/chicken/Kentucky/22-004416-001/2022|H5N1|USA-KY|2022-02-11|avian|A1	USA	KY	38.5521393338468	-82.812207966959
A/chicken/Kentucky/22-004416-003/2022|H5N1|USA-KY|2022-02-11|avian|A1	USA	KY	37.0683901481979	-85.9819893307521
A/Mallard/Kentucky/22-005153-004/2022|H5N1|USA-KY|2022-02-07|avian|A1	USA	KY	36.863947398569	-86.9357906134713
A/Snow_Goose/Kentucky/22-004809-001/2022|H5N1|USA-KY|2022-02-08|avian|A1	USA	KY	38.3280375510035	-85.300145926917
A/snow_goose/Kentucky/W22-092/2022|H5N1|USA-KY|2022-02-08|avian|A1	USA	KY	37.5916813596091	-83.48204450564
A/turkey/Kentucky/22-004546-001/2022|H5N1|USA-KY|2022-02-12|avian|A1	USA	KY	38.1315341390579	-84.1419497986378
A/turkey/Kentucky/22-004546-002/2022|H5N1|USA-KY|2022-02-12|avian|A1	USA	KY	37.1144713377697	-84.294559853034
A/Snow_Goose/Kentucky/22-006742-003/2022|H5N1|USA-KY|2022-02-18|avian|A1	USA	KY	37.3900101207079	-84.6752478551383
A/Snow_Goose/Kentucky/22-004809-002/2022|H5N1|USA-KY|2022-02-08|avian|A1	USA	KY	36.9411051734176	-84.5741201313049
A/great_horned_owl/MA/22MM00199/2022|H5N1|USA-MA|2022-03-03|avian|A1	USA	MA	42.1552094315183	-70.9158380443521
A/great_horned_owl/Massachusetts/22-006976-009/2022|H5N1|USA-MA|2022-02-28|avian|A1	USA	MA	42.3487625995856	-72.8500469002225
A/Canada_Goose/Massachusetts/22-005893-002/2022|H5N1|USA-MA|2022-02-03|avian|A1	USA	MA	42.1301518035631	-73.2947846909089
A/Canada_Goose/Massachusetts/22-005893-001/2022|H5N1|USA-MA|2022-02-03|avian|A1	USA	MA	42.3071524127613	-71.0974141497098
A/Sebastopol_goose/Massachusetts/22-009371-001/2022|H5N1|USA-MA|2022-03-25|avian|A1	USA	MA	42.1089484985833	-70.7402990236426
