trait,country,admin1,admin2,collection_date
SRR36406282|A/trumpeter_swan/WY/25G04344-002/2025|H5N1|USA-WY|Lincoln|2025-11-15|wild_avian|D1.1,USA,WY,Lincoln,2025-11-15
SRR36617265|A/great_horned_owl/WY/24-036166-001/2024|H5N1|USA-WY|Lincoln|2024-11-25|wild_avian|D1.1,USA,WY,Lincoln,2024-11-25
SRR36617586|A/canada_goose/WY/24-038662-001/2024|H5N1|USA-WY|Big_Horn|2024-12-19|wild_avian|D1.1,USA,WY,Big_Horn,2024-12-19
SRR36617768|A/great_horned_owl/WY/24-033104-001/2024|H5N1|USA-WY|Albany|2024-11-01|wild_avian|D1.1,USA,WY,Albany,2024-11-01
SRR32868817|A/Canada_Goose/WY/25-008079-001-original/2025|H5N1|USA-WY|Unknown|2025-03-03|wild_avian|D1.1,USA,WY,Unknown,2025-03-03
SRR33476770|A/Turkey_Vulture/WY/25-013045-001-original/2025|H5N1|USA-WY|Unknown|2025-04-21|wild_avian|D1.1,USA,WY,Unknown,2025-04-21
SRR36211769|A/Canada_Goose/WY/25G01869-001-original/2025|H5N1|USA-WY|Unknown|2025-09-29|wild_avian|D1.1,USA,WY,Unknown,2025-09-29
SRR36211962|A/Turkey_Vulture/WY/25G02109-001-original/2025|H5N1|USA-WY|Unknown|2025-10-10|wild_avian|D1.1,USA,WY,Unknown,2025-10-10
SRR36212527|A/Canada_Goose/WY/25G02891-001-original/2025|H5N1|USA-WY|Unknown|2025-10-23|wild_avian|D1.1,USA,WY,Unknown,2025-10-23
SRR36212532|A/Mallard_Duck/WY/25-025186-001-original/2025|H5N1|USA-WY|Unknown|2025-09-11|wild_avian|D1.1,USA,WY,Unknown,2025-09-11
EPI_ISL_20261049|H5N1/chicken/CaymanIslands/25AIV50/2025|H5N1|CaymanIslands|Unknown|2025-11-27|domestic_avian|D1.1,Cayman_Islands,West_Bay,Unknown,2025-11-27
