trait,country,admin1,admin2,collection_date
SRR33370162|A/Mallard/MN/25-012246-005-original/2025|H5N1|USA-MN|Unknown|2025-03-27|wild_avian|D1.1,USA,MN,Unknown,2025-03-27
SRR33476668|A/chicken/MN/25-013149-001-original/2025|H5N1|USA-MN|Unknown|2025-04-21|domestic_avian|D1.1,USA,MN,Unknown,2025-04-21
SRR32804645|A/Cooper_s_Hawk/MO/25-007115-002-original/2025|H5N1|USA-MO|Unknown|2025-02-24|wild_avian|D1.1,USA,MO,Unknown,2025-02-24
SRR33476799|A/Cooper_s_Hawk/MO/25-012813-008-original/2025|H5N1|USA-MO|Unknown|2025-04-10|wild_avian|D1.1,USA,MO,Unknown,2025-04-10
SRR33029790|A/turkey_vulture/MO/25-007994-001/2025|H5N1|USA-MO|Howell|2025-03-03|wild_avian|D1.1,USA,MO,Howell,2025-03-03
SRR33319026|A/turkey_vulture/MO/25-011519-002/2025|H5N1|USA-MO|Cape_Girardeau|2025-03-20|wild_avian|D1.1,USA,MO,Cape_Girardeau,2025-03-20
SRR36538302|A/mallard_duck/MO/25G04856-003/2025|H5N1|USA-MO|St_Louis|2025-11-24|wild_avian|D1.1,USA,MO,St_Louis,2025-11-24
SRR36538359|A/snow_goose/MO/25G04856-004/2025|H5N1|USA-MO|Clay|2025-11-24|wild_avian|D1.1,USA,MO,Clay,2025-11-24
SRR36617748|A/canada_goose/MO/24-038745-013/2024|H5N1|USA-MO|St_Charles|2024-12-18|wild_avian|D1.1,USA,MO,St_Charles,2024-12-18
SRR36617758|A/mallard_duck/MO/24-038745-003/2024|H5N1|USA-MO|Nodaway|2024-12-18|wild_avian|D1.1,USA,MO,Nodaway,2024-12-18
SRR32654208|A/chicken/MO/25-003398-001-original/2025|H5N1|USA-MO|Unknown|2025-01-30|domestic_avian|D1.1,USA,MO,Unknown,2025-01-30
SRR33125126|A/Red-tailed_Hawk/MO/25-004415-009-original/2025|H5N1|USA-MO|Unknown|2025-01-28|wild_avian|D1.1,USA,MO,Unknown,2025-01-28
SRR33476774|A/Turkey_Vulture/MO/25-012813-002-original/2025|H5N1|USA-MO|Unknown|2025-04-10|wild_avian|D1.1,USA,MO,Unknown,2025-04-10
SRR36209114|A/Red-tailed_Hawk/MO/25G02853-005-original/2025|H5N1|USA-MO|Unknown|2025-10-22|wild_avian|D1.1,USA,MO,Unknown,2025-10-22
SRR36212529|A/Canada_Goose/MO/25G02853-004-original/2025|H5N1|USA-MO|Unknown|2025-10-22|wild_avian|D1.1,USA,MO,Unknown,2025-10-22
SRR36617445|A/wild_duck/MS/24-037653-002/2024|H5N1|USA-MS|Tallahatchie|2024-12-09|wild_avian|D1.1,USA,MS,Tallahatchie,2024-12-09
SRR36617835|A/snow_goose/MS/24-036916-001/2024|H5N1|USA-MS|Washington|2024-12-06|wild_avian|D1.1,USA,MS,Washington,2024-12-06
SRR32416380|A/Wood_Duck/MS/25-002206-001-original/2025|H5N1|USA-MS|Unknown|2025-01-15|wild_avian|D1.1,USA,MS,Unknown,2025-01-15
SRR36211724|A/Black_Vulture/MS/25G02635-003-original/2025|H5N1|USA-MS|Unknown|2025-10-20|wild_avian|D1.1,USA,MS,Unknown,2025-10-20
SRR33508820|A/snow_goose/MT/24-035974-001/2024|H5N1|USA-MT|Gallatin|2024-11-27|wild_avian|D1.1,USA,MT,Gallatin,2024-11-27
SRR34491342|A/bald_eagle/MT/24-033248-001/2024|H5N1|USA-MT|Flathead|2024-10-30|wild_avian|D1.1,USA,MT,Flathead,2024-10-30
SRR36582205|A/snow_goose/MT/25G05372-001/2025|H5N1|USA-MT|Gallatin|2025-12-01|wild_avian|D1.1,USA,MT,Gallatin,2025-12-01
SRR36582231|A/canada_goose/MT/25G05375-001/2025|H5N1|USA-MT|Roosevelt|2025-11-25|wild_avian|D1.1,USA,MT,Roosevelt,2025-11-25
SRR36617643|A/trumpeter_swan/MT/24-037728-001/2024|H5N1|USA-MT|Big_Horn|2024-11-28|wild_avian|D1.1,USA,MT,Big_Horn,2024-11-28
SRR36628213|A/mallard_duck/MT/24-037783-006/2024|H5N1|USA-MT|Big_Horn|2024-12-06|wild_avian|D1.1,USA,MT,Big_Horn,2024-12-06
SRR36628224|A/mallard_duck/MT/24-036921-002/2024|H5N1|USA-MT|Big_Horn|2024-12-03|wild_avian|D1.1,USA,MT,Big_Horn,2024-12-03
SRR36628568|A/green_winged_teal/MT/24-031811-004/2024|H5N1|USA-MT|Broadwater|2024-10-19|wild_avian|D1.1,USA,MT,Broadwater,2024-10-19
SRR32973819|A/Duck/MT/25-009376-001-original/2025|H5N1|USA-MT|Unknown|2025-03-18|domestic_avian|D1.1,USA,MT,Unknown,2025-03-18
SRR32974108|A/Bald_Eagle/MT/25-009371-001-original/2025|H5N1|USA-MT|Unknown|2025-02-14|wild_avian|D1.1,USA,MT,Unknown,2025-02-14
SRR33125070|A/Great_Horned_Owl/MT/25-006102-001-original/2025|H5N1|USA-MT|Unknown|2025-01-21|wild_avian|D1.1,USA,MT,Unknown,2025-01-21
SRR33370196|A/Great_Horned_Owl/MT/25-012288-002-original/2025|H5N1|USA-MT|Unknown|2025-04-08|wild_avian|D1.1,USA,MT,Unknown,2025-04-08
SRR33830328|A/Great_Horned_Owl/MT/25-015870-001-original/2025|H5N1|USA-MT|Unknown|2025-05-02|wild_avian|D1.1,USA,MT,Unknown,2025-05-02
SRR36163011|A/chicken/MT/25-026086-002-original/2025|H5N1|USA-MT|Unknown|2025-09-29|domestic_avian|D1.1,USA,MT,Unknown,2025-09-29
SRR36212238|A/Canada_Goose/MT/25G01677-001-original/2025|H5N1|USA-MT|Unknown|2025-10-01|wild_avian|D1.1,USA,MT,Unknown,2025-10-01
SRR36212466|A/Great_horned_Owl/MT/25-025599-001-original/2025|H5N1|USA-MT|Unknown|2025-09-17|wild_avian|D1.1,USA,MT,Unknown,2025-09-17
SRR36538195|A/Domestic_turkey/NC/25G05083-001/2025|H5N1|USA-NC|Wayne|2025-11-27|domestic_avian|D1.1,USA,NC,Wayne,2025-11-27
SRR32513216|A/wood_duck/NC/25-003927-016/2025|H5N1|USA-NC|Tyrrell|2025-01-25|wild_avian|D1.1,USA,NC,Tyrrell,2025-01-25
SRR32513217|A/wood_duck/NC/25-003923-002/2025|H5N1|USA-NC|Hyde|2025-01-25|wild_avian|D1.1,USA,NC,Hyde,2025-01-25
SRR33682355|A/black_vulture/NC/25-013413-001/2025|H5N1|USA-NC|Mecklenburg|2025-04-21|wild_avian|D1.1,USA,NC,Mecklenburg,2025-04-21
SRR34270261|A/turkey_vulture/NC/25-017667-001/2025|H5N1|USA-NC|Durham|2025-06-06|wild_avian|D1.1,USA,NC,Durham,2025-06-06
SRR36538326|A/canada_goose/NC/25G04376-001/2025|H5N1|USA-NC|New_Hanover|2025-11-07|wild_avian|D1.1,USA,NC,New_Hanover,2025-11-07
SRR36617328|A/snow_goose/NC/25-001068-002/2024|H5N1|USA-NC|Hyde|2024-12-28|wild_avian|D1.1,USA,NC,Hyde,2024-12-28
SRR36617384|A/snow_goose/NC/24-038497-002/2024|H5N1|USA-NC|Hyde|2024-12-16|wild_avian|D1.1,USA,NC,Hyde,2024-12-16
SRR32868875|A/Bald_Eagle/NC/25-007708-003-original/2025|H5N1|USA-NC|Unknown|2025-02-21|wild_avian|D1.1,USA,NC,Unknown,2025-02-21
SRR32974111|A/Brown_Pelican/NC/25-009321-002-original/2025|H5N1|USA-NC|Unknown|2025-03-07|wild_avian|D1.1,USA,NC,Unknown,2025-03-07
SRR35705677|A/Black_Vulture/NC/25-025013-001-original/2025|H5N1|USA-NC|Unknown|2025-09-06|wild_avian|D1.1,USA,NC,Unknown,2025-09-06
SRR35949967|A/Black_Vulture/NC/25-023724-001-original/2025|H5N1|USA-NC|Unknown|2025-08-14|wild_avian|D1.1,USA,NC,Unknown,2025-08-14
SRR36162690|A/chicken/NC/25G01772-001-original/2025|H5N1|USA-NC|Unknown|2025-10-03|domestic_avian|D1.1,USA,NC,Unknown,2025-10-03
SRR36163010|A/chicken/NC/25-026098-002-original/2025|H5N1|USA-NC|Unknown|2025-09-26|domestic_avian|D1.1,USA,NC,Unknown,2025-09-26
SRR36211960|A/Vulture/NC/25G02114-001-original/2025|H5N1|USA-NC|Unknown|2025-10-12|wild_avian|D1.1,USA,NC,Unknown,2025-10-12
SRR33319040|A/Ross_s_Goose/ND/25-011280-001-original/2025|H5N1|USA-ND|Unknown|2025-03-21|wild_avian|D1.1,USA,ND,Unknown,2025-03-21
SRR35705788|A/Swainson_s_Hawk/ND/25-024871-001-original/2025|H5N1|USA-ND|Unknown|2025-09-10|other|D1.1,USA,ND,Unknown,2025-09-10
SRR32416347|A/canada_goose/ND/25-003472-002/2025|H5N1|USA-ND|Oliver|2025-01-27|wild_avian|D1.1,USA,ND,Oliver,2025-01-27
SRR32512609|A/canada_goose/ND/25-003829-001/2025|H5N1|USA-ND|Mercer|2025-01-29|wild_avian|D1.1,USA,ND,Mercer,2025-01-29
SRR34491320|A/ross_s_goose/ND/24-034667-001/2024|H5N1|USA-ND|Divide|2024-11-07|wild_avian|D1.1,USA,ND,Divide,2024-11-07
SRR34491411|A/green_winged_teal/ND/24-034964-002/2024|H5N1|USA-ND|LaMoure|2024-11-15|wild_avian|D1.1,USA,ND,LaMoure,2024-11-15
SRR35151399|A/snow_goose/ND/25-020340-001/2025|H5N1|USA-ND|Ward|2025-07-10|wild_avian|D1.1,USA,ND,Ward,2025-07-10
SRR33319029|A/Snow_Goose/ND/25-011281-001-original/2025|H5N1|USA-ND|Unknown|2025-04-01|wild_avian|D1.1,USA,ND,Unknown,2025-04-01
SRR33319054|A/Great_Horned_Owl/ND/25-011283-001-original/2025|H5N1|USA-ND|Unknown|2025-04-01|wild_avian|D1.1,USA,ND,Unknown,2025-04-01
SRR33682396|A/goose/ND/25-014293-001-original-repeat/2025|H5N1|USA-ND|Unknown|2025-05-01|domestic_avian|D1.1,USA,ND,Unknown,2025-05-01
SRR35949426|A/Domestic_Grower/Meat-type_Turkey/ND/25-024186-001-original/2025|H5N1|USA-ND|Unknown|2025-08-30|domestic_avian|D1.1,USA,ND,Unknown,2025-08-30
SRR36202277|A/Domestic_Cat/ND/25G03436-001-original/2025|H5N1|USA-ND|Unknown|2025-11-04|feline|D1.1,USA,ND,Unknown,2025-11-04
SRR36211905|A/Canada_Goose/ND/25-025249-001-original/2025|H5N1|USA-ND|Unknown|2025-09-12|wild_avian|D1.1,USA,ND,Unknown,2025-09-12
SRR36212274|A/Pintail_Duck/ND/25G02720-001-original/2025|H5N1|USA-ND|Unknown|2025-10-16|wild_avian|D1.1,USA,ND,Unknown,2025-10-16
SRR36582206|A/snow_goose/NE/25G05295-001/2025|H5N1|USA-NE|Adams|2025-12-01|wild_avian|D1.1,USA,NE,Adams,2025-12-01
SRR34491427|A/great_horned_owl/NE/24-036852-002/2024|H5N1|USA-NE|Douglas|2024-12-09|wild_avian|D1.1,USA,NE,Douglas,2024-12-09
SRR36406289|A/canada_goose/NE/25G04294-001/2025|H5N1|USA-NE|Box_Butte|2025-11-13|wild_avian|D1.1,USA,NE,Box_Butte,2025-11-13
SRR36582207|A/snow_goose/NE/25G05294-001/2025|H5N1|USA-NE|Sarpy|2025-12-01|wild_avian|D1.1,USA,NE,Sarpy,2025-12-01
SRR36582209|A/snow_goose/NE/25G05292-001/2025|H5N1|USA-NE|York|2025-11-30|wild_avian|D1.1,USA,NE,York,2025-11-30
SRR36617504|A/mallard_duck/NE/25-004748-004/2024|H5N1|USA-NE|Buffalo|2024-11-24|wild_avian|D1.1,USA,NE,Buffalo,2024-11-24
SRR36617524|A/mallard_duck/NE/25-003309-011/2024|H5N1|USA-NE|Buffalo|2024-11-25|wild_avian|D1.1,USA,NE,Buffalo,2024-11-25
SRR36628199|A/wild_goose/NE/24-038832-001/2024|H5N1|USA-NE|Douglas|2024-12-21|wild_avian|D1.1,USA,NE,Douglas,2024-12-21
SRR32654124|A/Guineafowl/NE/25-003247-003-original/2025|H5N1|USA-NE|Unknown|2025-01-27|domestic_avian|D1.1,USA,NE,Unknown,2025-01-27
SRR32654188|A/Turkey/NE/25-002670-003-original/2025|H5N1|USA-NE|Unknown|2025-01-23|domestic_avian|D1.1,USA,NE,Unknown,2025-01-23
SRR32868560|A/chicken/NE/25-008023-001-original/2025|H5N1|USA-NE|Unknown|2025-03-06|domestic_avian|D1.1,USA,NE,Unknown,2025-03-06
SRR32973810|A/chicken/NE/25-005224-001-original-repeat2/2025|H5N1|USA-NE|Unknown|2025-02-11|domestic_avian|D1.1,USA,NE,Unknown,2025-02-11
SRR33508770|A/Duck/NE/25-010532-002-original/2025|H5N1|USA-NE|Unknown|2025-03-24|domestic_avian|D1.1,USA,NE,Unknown,2025-03-24
SRR32416416|A/mallard/NH/25-003045-041/2025|H5N1|USA-NH|Merrimack|2025-01-17|wild_avian|D1.1,USA,NH,Merrimack,2025-01-17
SRR32513176|A/mallard/NH/25-003045-054/2025|H5N1|USA-NH|Merrimack|2025-01-17|wild_avian|D1.1,USA,NH,Merrimack,2025-01-17
SRR32653687|A/american_black_duck/NH/25-005332-016/2025|H5N1|USA-NH|Belknap|2025-02-06|wild_avian|D1.1,USA,NH,Belknap,2025-02-06
SRR32804576|A/red_tailed_hawk/NH/25-006653-001/2025|H5N1|USA-NH|Strafford|2025-02-13|wild_avian|D1.1,USA,NH,Strafford,2025-02-13
SRR34980303|A/Common_Eider/NH/25-021405-004-original/2025|H5N1|USA-NH|Unknown|2025-07-12|wild_avian|D1.1,USA,NH,Unknown,2025-07-12
SRR34980314|A/Common_Eider/NH/25-021405-003-original/2025|H5N1|USA-NH|Unknown|2025-07-09|wild_avian|D1.1,USA,NH,Unknown,2025-07-09
SRR34980327|A/Herring_Gull/NH/25-021405-002-original/2025|H5N1|USA-NH|Unknown|2025-06-26|wild_avian|D1.1,USA,NH,Unknown,2025-06-26
SRR34980328|A/Gull/NH/25-021405-005-original/2025|H5N1|USA-NH|Unknown|2025-03-19|wild_avian|D1.1,USA,NH,Unknown,2025-03-19
SRR36202283|A/chicken/NH/25G03769-001-original/2025|H5N1|USA-NH|Unknown|2025-11-06|domestic_avian|D1.1,USA,NH,Unknown,2025-11-06
SRR36212518|A/Mallard_Duck/NH/25-025612-017-original-repeat2/2025|H5N1|USA-NH|Unknown|2025-09-16|wild_avian|D1.1,USA,NH,Unknown,2025-09-16
SRR36582240|A/Bald_eagle/NJ/25G05298-001/2025|H5N1|USA-NJ|Burlington|2025-11-28|wild_avian|D1.1,USA,NJ,Burlington,2025-11-28
SRR32254496|A/snow_goose/NJ/25-000810-002/2025|H5N1|USA-NJ|Warren|2025-01-05|wild_avian|D1.1,USA,NJ,Warren,2025-01-05
SRR32254501|A/snow_goose/NJ/25-000806-001/2025|H5N1|USA-NJ|Morris|2025-01-03|wild_avian|D1.1,USA,NJ,Morris,2025-01-03
SRR32868891|A/dark_eyed_junco/NJ/25-007152-004/2025|H5N1|USA-NJ|Somerset|2025-02-27|wild_avian|D1.1,USA,NJ,Somerset,2025-02-27
SRR32974069|A/bald_eagle/NJ/25-009514-002/2025|H5N1|USA-NJ|Camden|2025-03-17|wild_avian|D1.1,USA,NJ,Camden,2025-03-17
SRR32974073|A/bald_eagle/NJ/25-009512-004/2025|H5N1|USA-NJ|Bergen|2025-03-12|wild_avian|D1.1,USA,NJ,Bergen,2025-03-12
SRR33125172|A/bald_eagle/NJ/25-006329-001/2025|H5N1|USA-NJ|Sussex|2025-02-11|wild_avian|D1.1,USA,NJ,Sussex,2025-02-11
SRR34425892|A/red_fox/NJ/25-018509-002/2025|H5N1|USA-NJ|Mercer|2025-04-17|other_mammal|D1.1,USA,NJ,Mercer,2025-04-17
SRR34425893|A/red_fox/NJ/25-018509-001/2025|H5N1|USA-NJ|Mercer|2025-04-17|other_mammal|D1.1,USA,NJ,Mercer,2025-04-17
SRR36538387|A/american_crow/NJ/25G04652-002/2025|H5N1|USA-NJ|Salem|2025-10-21|wild_avian|D1.1,USA,NJ,Salem,2025-10-21
SRR36538388|A/american_crow/NJ/25G04652-001/2025|H5N1|USA-NJ|Salem|2025-10-21|wild_avian|D1.1,USA,NJ,Salem,2025-10-21
SRR33682397|A/Duck/NJ/25-015044-006-original/2025|H5N1|USA-NJ|Unknown|2025-05-09|domestic_avian|D1.1,USA,NJ,Unknown,2025-05-09
SRR34542590|A/Domestic_Cat/NJ/25-019482-001-original/2025|H5N1|USA-NJ|Unknown|2025-06-25|feline|D1.1,USA,NJ,Unknown,2025-06-25
SRR35949975|A/Black_Vulture/NJ/25-023587-003-original/2025|H5N1|USA-NJ|Unknown|2025-08-19|wild_avian|D1.1,USA,NJ,Unknown,2025-08-19
SRR35950028|A/Black_Vulture/NJ/25-023587-001-original/2025|H5N1|USA-NJ|Unknown|2025-08-19|wild_avian|D1.1,USA,NJ,Unknown,2025-08-19
SRR36212060|A/Black_Vulture/NJ/25-025220-002-original/2025|H5N1|USA-NJ|Unknown|2025-09-11|wild_avian|D1.1,USA,NJ,Unknown,2025-09-11
SRR36212431|A/Black_Vulture/NJ/25-025220-003-original/2025|H5N1|USA-NJ|Unknown|2025-09-11|wild_avian|D1.1,USA,NJ,Unknown,2025-09-11
SRR32254439|A/snow_goose/NM/25-001448-001/2025|H5N1|USA-NM|Socorro|2025-01-03|wild_avian|D1.1,USA,NM,Socorro,2025-01-03
SRR32513271|A/great_horned_owl/NM/25-002820-001/2025|H5N1|USA-NM|Chaves|2025-01-18|wild_avian|D1.1,USA,NM,Chaves,2025-01-18
SRR34491450|A/green_winged_teal/NM/24-036318-014/2024|H5N1|USA-NM|San_Miguel|2024-11-26|wild_avian|D1.1,USA,NM,San_Miguel,2024-11-26
SRR34491451|A/green_winged_teal/NM/24-036318-011/2024|H5N1|USA-NM|San_Miguel|2024-11-26|wild_avian|D1.1,USA,NM,San_Miguel,2024-11-26
SRR32653667|A/cat/NM/25-005387-001-original/2025|H5N1|USA-NM|Unknown|2025-02-10|feline|D1.1,USA,NM,Unknown,2025-02-10
SRR32804608|A/Skunk/NM/25-006932-001-original/2025|H5N1|USA-NM|Unknown|2025-02-24|other_mammal|D1.1,USA,NM,Unknown,2025-02-24
SRR32973825|A/chicken/NM/25-009470-001-original/2025|H5N1|USA-NM|Unknown|2025-03-17|domestic_avian|D1.1,USA,NM,Unknown,2025-03-17
SRR36203396|A/wild_goose/NM/25G03506-001-original/2025|H5N1|USA-NM|Unknown|2025-11-04|wild_avian|D1.1,USA,NM,Unknown,2025-11-04
SRR34491317|A/mallard/NV/24-030919-002/2024|H5N1|USA-NV|Churchill|2024-10-12|wild_avian|D1.1,USA,NV,Churchill,2024-10-12
SRR34491332|A/mallard/NV/24-033109-013/2024|H5N1|USA-NV|Churchill|2024-11-02|wild_avian|D1.1,USA,NV,Churchill,2024-11-02
SRR36538296|A/american_green_winged_teal/NV/25G04893-003/2025|H5N1|USA-NV|Lyon|2025-10-11|wild_avian|D1.1,USA,NV,Lyon,2025-10-11
SRR36538389|A/american_blue_winged_teal/NV/25G04892-001/2025|H5N1|USA-NV|Churchill|2025-10-11|wild_avian|D1.1,USA,NV,Churchill,2025-10-11
SRR36617967|A/gadwall/NV/24-039032-002/2024|H5N1|USA-NV|Elko|2024-12-17|wild_avian|D1.1,USA,NV,Elko,2024-12-17
SRR36617969|A/mallard_duck/NV/24-039032-001/2024|H5N1|USA-NV|Elko|2024-12-17|wild_avian|D1.1,USA,NV,Elko,2024-12-17
SRR36628797|A/northern_shoveler/NV/24-033106-004/2024|H5N1|USA-NV|Churchill|2024-11-01|wild_avian|D1.1,USA,NV,Churchill,2024-11-01
SRR32254304|A/cattle/NV/25-002645-003-original/2025|H5N1|USA-NV|Unknown|2025-01-21|cattle|D1.1,USA,NV,Unknown,2025-01-21
SRR32653594|A/Red-tailed_Hawk/NV/25-005369-001-original/2025|H5N1|USA-NV|Unknown|2025-02-05|wild_avian|D1.1,USA,NV,Unknown,2025-02-05
SRR33319031|A/Skunk/NV/25-011566-001-original/2025|H5N1|USA-NV|Unknown|2025-03-20|other_mammal|D1.1,USA,NV,Unknown,2025-03-20
SRR36211763|A/Gadwell/NV/25G01828-004-original/2025|H5N1|USA-NV|Unknown|2025-09-16|wild_avian|D1.1,USA,NV,Unknown,2025-09-16
SRR32254429|A/snow_goose/NY/25-001673-001/2025|H5N1|USA-NY|Ontario|2025-01-13|wild_avian|D1.1,USA,NY,Ontario,2025-01-13
SRR32254487|A/canada_goose/NY/25-000858-002/2025|H5N1|USA-NY|Saratoga|2025-01-06|wild_avian|D1.1,USA,NY,Saratoga,2025-01-06
SRR32513235|A/snow_goose/NY/25-004092-002/2025|H5N1|USA-NY|Tompkins|2025-02-03|wild_avian|D1.1,USA,NY,Tompkins,2025-02-03
SRR32868713|A/red_tailed_hawk/NY/25-007155-001/2025|H5N1|USA-NY|Tioga|2025-02-26|wild_avian|D1.1,USA,NY,Tioga,2025-02-26
SRR32868755|A/red_tailed_hawk/NY/25-007854-001/2025|H5N1|USA-NY|Steuben|2025-03-03|wild_avian|D1.1,USA,NY,Steuben,2025-03-03
SRR32974019|A/bald_eagle/NY/25-009027-001/2025|H5N1|USA-NY|Erie|2025-03-10|wild_avian|D1.1,USA,NY,Erie,2025-03-10
SRR33565201|A/canada_goose/NY/25-013428-001/2025|H5N1|USA-NY|Niagara|2025-04-21|wild_avian|D1.1,USA,NY,Niagara,2025-04-21
SRR33830326|A/red_tailed_hawk/NY/25-013427-001/2025|H5N1|USA-NY|Jefferson|2025-04-21|wild_avian|D1.1,USA,NY,Jefferson,2025-04-21
SRR34784272|A/caspian_tern/NY/25-019811-002/2025|H5N1|USA-NY|Jefferson|2025-07-02|wild_avian|D1.1,USA,NY,Jefferson,2025-07-02
SRR34784273|A/caspian_tern/NY/25-019811-001/2025|H5N1|USA-NY|Jefferson|2025-07-02|wild_avian|D1.1,USA,NY,Jefferson,2025-07-02
SRR36203306|A/mallard_duck/NY/25G02284-011/2025|H5N1|USA-NY|Genesee|2025-10-11|wild_avian|D1.1,USA,NY,Genesee,2025-10-11
SRR36211866|A/wood_duck/NY/25-026198-009/2025|H5N1|USA-NY|Monroe|2025-09-23|wild_avian|D1.1,USA,NY,Monroe,2025-09-23
SRR36212325|A/american_green_winged_teal/NY/25G02284-024/2025|H5N1|USA-NY|Genesee|2025-10-11|wild_avian|D1.1,USA,NY,Genesee,2025-10-11
SRR36406342|A/Striped_skunk/NY/25G03988-001/2025|H5N1|USA-NY|St_Lawrence|2025-11-06|other_mammal|D1.1,USA,NY,St_Lawrence,2025-11-06
SRR36406419|A/american_green_winged_teal/NY/25G02842-011/2025|H5N1|USA-NY|Jefferson|2025-09-24|wild_avian|D1.1,USA,NY,Jefferson,2025-09-24
SRR36538317|A/canada_goose/NY/25G04881-001/2025|H5N1|USA-NY|Chemung|2025-11-25|wild_avian|D1.1,USA,NY,Chemung,2025-11-25
SRR36617989|A/cooper_s_hawk/NY/24-038846-001/2024|H5N1|USA-NY|Cayuga|2024-12-20|wild_avian|D1.1,USA,NY,Cayuga,2024-12-20
SRR36617991|A/Peregrine_falcon/NY/24-038845-001/2024|H5N1|USA-NY|Cortland|2024-12-20|wild_avian|D1.1,USA,NY,Cortland,2024-12-20
SRR33993059|A/Turkey_Vulture/NY/25-016857-001-original/2025|H5N1|USA-NY|Unknown|2025-05-27|wild_avian|D1.1,USA,NY,Unknown,2025-05-27
SRR34542593|A/Caspian_Tern/NY/25-019019-002-original/2025|H5N1|USA-NY|Unknown|2025-06-23|wild_avian|D1.1,USA,NY,Unknown,2025-06-23
SRR35318191|A/chicken/NY/25-023583-002-original/2025|H5N1|USA-NY|Unknown|2025-08-21|domestic_avian|D1.1,USA,NY,Unknown,2025-08-21
SRR35950029|A/Bald_Eagle/NY/25-023581-001-original/2025|H5N1|USA-NY|Unknown|2025-08-18|wild_avian|D1.1,USA,NY,Unknown,2025-08-18
SRR33370169|A/vulture/OH/25-012105-004/2025|H5N1|USA-OH|Unknown|2025-04-07|wild_avian|D1.1,USA,OH,Unknown,2025-04-07
SRR32512588|A/bald_eagle/OH/25-004768-001/2025|H5N1|USA-OH|Unknown|2025-02-06|wild_avian|D1.1,USA,OH,Unknown,2025-02-06
SRR32804602|A/bald_eagle/OH/25-006046-002/2025|H5N1|USA-OH|Lorain|2025-01-29|wild_avian|D1.1,USA,OH,Lorain,2025-01-29
SRR32804603|A/bald_eagle/OH/25-006046-001/2025|H5N1|USA-OH|Mahoning|2025-01-29|wild_avian|D1.1,USA,OH,Mahoning,2025-01-29
SRR33029849|A/black_vulture/OH/25-009864-005/2025|H5N1|USA-OH|Highland|2025-03-18|wild_avian|D1.1,USA,OH,Highland,2025-03-18
SRR33370172|A/vulture/OH/25-012105-001/2025|H5N1|USA-OH|Unknown|2025-04-07|wild_avian|D1.1,USA,OH,Unknown,2025-04-07
SRR33476771|A/black_vulture/OH/25-012888-001/2025|H5N1|USA-OH|Licking|2025-03-15|wild_avian|D1.1,USA,OH,Licking,2025-03-15
SRR36406301|A/american_wigeon/OH/25G04131-008/2025|H5N1|USA-OH|Ottawa|2025-10-23|wild_avian|D1.1,USA,OH,Ottawa,2025-10-23
SRR36406415|A/american_green_winged_teal/OH/25G04131-027/2025|H5N1|USA-OH|Ottawa|2025-11-01|wild_avian|D1.1,USA,OH,Ottawa,2025-11-01
SRR36406418|A/northern_shoveler/OH/25G03080-047/2025|H5N1|USA-OH|Ottawa|2025-10-18|wild_avian|D1.1,USA,OH,Ottawa,2025-10-18
SRR36538390|A/american_black_duck/OH/25G04930-025/2025|H5N1|USA-OH|Ottawa|2025-11-16|wild_avian|D1.1,USA,OH,Ottawa,2025-11-16
SRR36617726|A/canada_goose/OH/25-000228-002/2024|H5N1|USA-OH|Stark|2024-12-30|wild_avian|D1.1,USA,OH,Stark,2024-12-30
SRR36617800|A/canada_goose/OH/24-038006-001/2024|H5N1|USA-OH|Mercer|2024-12-14|wild_avian|D1.1,USA,OH,Mercer,2024-12-14
SRR36209098|A/Blue-winged_Teal/OH/25G02925-001-original/2025|H5N1|USA-OH|Unknown|2025-07-09|wild_avian|D1.1,USA,OH,Unknown,2025-07-09
SRR36211881|A/Black_Vulture/OH/25-026070-003-original/2025|H5N1|USA-OH|Unknown|2025-09-22|wild_avian|D1.1,USA,OH,Unknown,2025-09-22
SRR36211892|A/Mallard_Duck/OH/25-025982-002-original/2025|H5N1|USA-OH|Unknown|2025-09-18|wild_avian|D1.1,USA,OH,Unknown,2025-09-18
SRR32416465|A/bald_eagle/OK/25-003111-001/2025|H5N1|USA-OK|Le_Flore|2025-01-22|wild_avian|D1.1,USA,OK,Le_Flore,2025-01-22
SRR32804590|A/snow_goose/OK/25-006648-001/2025|H5N1|USA-OK|Texas|2025-02-14|wild_avian|D1.1,USA,OK,Texas,2025-02-14
SRR32804591|A/snow_goose/OK/25-006647-001/2025|H5N1|USA-OK|Texas|2025-02-14|wild_avian|D1.1,USA,OK,Texas,2025-02-14
SRR34491500|A/green_winged_teal/OK/24-034551-045/2024|H5N1|USA-OK|Sequoyah|2024-11-09|wild_avian|D1.1,USA,OK,Sequoyah,2024-11-09
SRR36538295|A/american_green_winged_teal/OK/25G04973-021/2025|H5N1|USA-OK|Sequoyah|2025-11-08|wild_avian|D1.1,USA,OK,Sequoyah,2025-11-08
SRR36538357|A/snow_goose/OK/25G05185-001/2025|H5N1|USA-OK|Cleveland|2025-11-20|wild_avian|D1.1,USA,OK,Cleveland,2025-11-20
SRR36628704|A/green_winged_teal/OK/24-034551-041/2024|H5N1|USA-OK|Sequoyah|2024-11-09|wild_avian|D1.1,USA,OK,Sequoyah,2024-11-09
