trait	country	admin1	admin2	collection_date	latitude	longitude
SRR36582240|A/Bald_eagle/NJ/25G05298-001/2025|H5N1|USA-NJ|Burlington|2025-11-28|wild_avian|D1.1	USA	NJ	Burlington	2025-11-28	39.9549529270813	-74.8143584464613
SRR32254496|A/snow_goose/NJ/25-000810-002/2025|H5N1|USA-NJ|Warren|2025-01-05|wild_avian|D1.1	USA	NJ	Warren	2025-01-05	40.8627629273274	-74.9899294913239
SRR32254501|A/snow_goose/NJ/25-000806-001/2025|H5N1|USA-NJ|Morris|2025-01-03|wild_avian|D1.1	USA	NJ	Morris	2025-01-03	40.7804359981982	-74.663006907097
SRR32868891|A/dark_eyed_junco/NJ/25-007152-004/2025|H5N1|USA-NJ|Somerset|2025-02-27|wild_avian|D1.1	USA	NJ	Somerset	2025-02-27	40.4461235053244	-74.5764895822833
SRR32974069|A/bald_eagle/NJ/25-009514-002/2025|H5N1|USA-NJ|Camden|2025-03-17|wild_avian|D1.1	USA	NJ	Camden	2025-03-17	39.9358587591029	-75.024403666002
SRR32974073|A/bald_eagle/NJ/25-009512-004/2025|H5N1|USA-NJ|Bergen|2025-03-12|wild_avian|D1.1	USA	NJ	Bergen	2025-03-12	41.035735008737	-74.2121735817879
SRR33125172|A/bald_eagle/NJ/25-006329-001/2025|H5N1|USA-NJ|Sussex|2025-02-11|wild_avian|D1.1	USA	NJ	Sussex	2025-02-11	41.208749494928	-74.5193213393188
SRR34425892|A/red_fox/NJ/25-018509-002/2025|H5N1|USA-NJ|Mercer|2025-04-17|other_mammal|D1.1	USA	NJ	Mercer	2025-04-17	40.3350070257268	-74.7938675826541
SRR34425893|A/red_fox/NJ/25-018509-001/2025|H5N1|USA-NJ|Mercer|2025-04-17|other_mammal|D1.1	USA	NJ	Mercer	2025-04-17	40.2220242869743	-74.767277250833
SRR36538387|A/american_crow/NJ/25G04652-002/2025|H5N1|USA-NJ|Salem|2025-10-21|wild_avian|D1.1	USA	NJ	Salem	2025-10-21	39.4784941712202	-75.4706635934384
SRR36538388|A/american_crow/NJ/25G04652-001/2025|H5N1|USA-NJ|Salem|2025-10-21|wild_avian|D1.1	USA	NJ	Salem	2025-10-21	39.5536470794961	-75.136596126998
SRR33682397|A/Duck/NJ/25-015044-006-original/2025|H5N1|USA-NJ|Unknown|2025-05-09|domestic_avian|D1.1	USA	NJ	Unknown	2025-05-09	41.2354536916998	-74.7675791353689
SRR34542590|A/Domestic_Cat/NJ/25-019482-001-original/2025|H5N1|USA-NJ|Unknown|2025-06-25|feline|D1.1	USA	NJ	Unknown	2025-06-25	40.9335289045898	-74.3461401377095
SRR35949975|A/Black_Vulture/NJ/25-023587-003-original/2025|H5N1|USA-NJ|Unknown|2025-08-19|wild_avian|D1.1	USA	NJ	Unknown	2025-08-19	39.4923337002452	-75.2668298379383
SRR35950028|A/Black_Vulture/NJ/25-023587-001-original/2025|H5N1|USA-NJ|Unknown|2025-08-19|wild_avian|D1.1	USA	NJ	Unknown	2025-08-19	40.7131778205783	-74.3071079036048
SRR36212060|A/Black_Vulture/NJ/25-025220-002-original/2025|H5N1|USA-NJ|Unknown|2025-09-11|wild_avian|D1.1	USA	NJ	Unknown	2025-09-11	39.4645273230291	-74.7035768278749
SRR36212431|A/Black_Vulture/NJ/25-025220-003-original/2025|H5N1|USA-NJ|Unknown|2025-09-11|wild_avian|D1.1	USA	NJ	Unknown	2025-09-11	41.1734785262563	-74.8287159753496
SRR32254439|A/snow_goose/NM/25-001448-001/2025|H5N1|USA-NM|Socorro|2025-01-03|wild_avian|D1.1	USA	NM	Socorro	2025-01-03	33.9199882129981	-107.628190643953
SRR32513271|A/great_horned_owl/NM/25-002820-001/2025|H5N1|USA-NM|Chaves|2025-01-18|wild_avian|D1.1	USA	NM	Chaves	2025-01-18	33.142720760981	-104.765089102303
SRR34491450|A/green_winged_teal/NM/24-036318-014/2024|H5N1|USA-NM|San_Miguel|2024-11-26|wild_avian|D1.1	USA	NM	San_Miguel	2024-11-26	35.2775394591749	-104.575763393703
SRR34491451|A/green_winged_teal/NM/24-036318-011/2024|H5N1|USA-NM|San_Miguel|2024-11-26|wild_avian|D1.1	USA	NM	San_Miguel	2024-11-26	35.8712752136179	-105.645100625811
SRR32653667|A/cat/NM/25-005387-001-original/2025|H5N1|USA-NM|Unknown|2025-02-10|feline|D1.1	USA	NM	Unknown	2025-02-10	35.4539585950775	-103.69346576121
SRR32804608|A/Skunk/NM/25-006932-001-original/2025|H5N1|USA-NM|Unknown|2025-02-24|other_mammal|D1.1	USA	NM	Unknown	2025-02-24	33.5271976440451	-106.005920502298
SRR32973825|A/chicken/NM/25-009470-001-original/2025|H5N1|USA-NM|Unknown|2025-03-17|domestic_avian|D1.1	USA	NM	Unknown	2025-03-17	34.0040708576775	-107.056094777732
SRR36203396|A/wild_goose/NM/25G03506-001-original/2025|H5N1|USA-NM|Unknown|2025-11-04|wild_avian|D1.1	USA	NM	Unknown	2025-11-04	36.828886783845	-106.441397016032
SRR34491317|A/mallard/NV/24-030919-002/2024|H5N1|USA-NV|Churchill|2024-10-12|wild_avian|D1.1	USA	NV	Churchill	2024-10-12	39.1464280150559	-118.731775779492
SRR34491332|A/mallard/NV/24-033109-013/2024|H5N1|USA-NV|Churchill|2024-11-02|wild_avian|D1.1	USA	NV	Churchill	2024-11-02	39.6189795880525	-119.035297045594
SRR36538296|A/american_green_winged_teal/NV/25G04893-003/2025|H5N1|USA-NV|Lyon|2025-10-11|wild_avian|D1.1	USA	NV	Lyon	2025-10-11	39.197027311937	-119.60610155418
SRR36538389|A/american_blue_winged_teal/NV/25G04892-001/2025|H5N1|USA-NV|Churchill|2025-10-11|wild_avian|D1.1	USA	NV	Churchill	2025-10-11	39.7718577767693	-117.675611507126
SRR36617967|A/gadwall/NV/24-039032-002/2024|H5N1|USA-NV|Elko|2024-12-17|wild_avian|D1.1	USA	NV	Elko	2024-12-17	41.8263866381934	-114.578056046785
SRR36617969|A/mallard_duck/NV/24-039032-001/2024|H5N1|USA-NV|Elko|2024-12-17|wild_avian|D1.1	USA	NV	Elko	2024-12-17	40.8808520299679	-116.037222475166
SRR36628797|A/northern_shoveler/NV/24-033106-004/2024|H5N1|USA-NV|Churchill|2024-11-01|wild_avian|D1.1	USA	NV	Churchill	2024-11-01	39.1824503696265	-117.994110795146
SRR32254304|A/cattle/NV/25-002645-003-original/2025|H5N1|USA-NV|Unknown|2025-01-21|cattle|D1.1	USA	NV	Unknown	2025-01-21	41.2921019934924	-117.353120663012
SRR32653594|A/Red-tailed_Hawk/NV/25-005369-001-original/2025|H5N1|USA-NV|Unknown|2025-02-05|wild_avian|D1.1	USA	NV	Unknown	2025-02-05	36.6306718176716	-116.62655025094
SRR33319031|A/Skunk/NV/25-011566-001-original/2025|H5N1|USA-NV|Unknown|2025-03-20|other_mammal|D1.1	USA	NV	Unknown	2025-03-20	39.8111629680421	-116.768650163281
SRR36211763|A/Gadwell/NV/25G01828-004-original/2025|H5N1|USA-NV|Unknown|2025-09-16|wild_avian|D1.1	USA	NV	Unknown	2025-09-16	39.4250427127598	-117.667495166411
SRR32254429|A/snow_goose/NY/25-001673-001/2025|H5N1|USA-NY|Ontario|2025-01-13|wild_avian|D1.1	USA	NY	Ontario	2025-01-13	42.8169865634187	-77.3758971684361
SRR32254487|A/canada_goose/NY/25-000858-002/2025|H5N1|USA-NY|Saratoga|2025-01-06|wild_avian|D1.1	USA	NY	Saratoga	2025-01-06	43.0741954723575	-73.6179743465145
SRR32513235|A/snow_goose/NY/25-004092-002/2025|H5N1|USA-NY|Tompkins|2025-02-03|wild_avian|D1.1	USA	NY	Tompkins	2025-02-03	42.3074378727019	-76.4403979844764
SRR32868713|A/red_tailed_hawk/NY/25-007155-001/2025|H5N1|USA-NY|Tioga|2025-02-26|wild_avian|D1.1	USA	NY	Tioga	2025-02-26	42.0275012405412	-76.392842647845
SRR32868755|A/red_tailed_hawk/NY/25-007854-001/2025|H5N1|USA-NY|Steuben|2025-03-03|wild_avian|D1.1	USA	NY	Steuben	2025-03-03	42.0315318870776	-77.6365795552898
SRR32974019|A/bald_eagle/NY/25-009027-001/2025|H5N1|USA-NY|Erie|2025-03-10|wild_avian|D1.1	USA	NY	Erie	2025-03-10	43.0479919334549	-78.7673862921881
SRR33565201|A/canada_goose/NY/25-013428-001/2025|H5N1|USA-NY|Niagara|2025-04-21|wild_avian|D1.1	USA	NY	Niagara	2025-04-21	43.2818485193613	-78.8826933019333
SRR33830326|A/red_tailed_hawk/NY/25-013427-001/2025|H5N1|USA-NY|Jefferson|2025-04-21|wild_avian|D1.1	USA	NY	Jefferson	2025-04-21	44.3030291290832	-75.9763567806222
SRR34784272|A/caspian_tern/NY/25-019811-002/2025|H5N1|USA-NY|Jefferson|2025-07-02|wild_avian|D1.1	USA	NY	Jefferson	2025-07-02	43.8920192583036	-76.0833381771874
SRR34784273|A/caspian_tern/NY/25-019811-001/2025|H5N1|USA-NY|Jefferson|2025-07-02|wild_avian|D1.1	USA	NY	Jefferson	2025-07-02	43.8554420762532	-76.0510209703905
SRR36203306|A/mallard_duck/NY/25G02284-011/2025|H5N1|USA-NY|Genesee|2025-10-11|wild_avian|D1.1	USA	NY	Genesee	2025-10-11	43.1084588192471	-78.3350347473071
SRR36211866|A/wood_duck/NY/25-026198-009/2025|H5N1|USA-NY|Monroe|2025-09-23|wild_avian|D1.1	USA	NY	Monroe	2025-09-23	42.9755048681313	-77.5350265322024
SRR36212325|A/american_green_winged_teal/NY/25G02284-024/2025|H5N1|USA-NY|Genesee|2025-10-11|wild_avian|D1.1	USA	NY	Genesee	2025-10-11	43.0169474232989	-77.9313814464907
SRR36406342|A/Striped_skunk/NY/25G03988-001/2025|H5N1|USA-NY|St_Lawrence|2025-11-06|other_mammal|D1.1	USA	NY	Saint_Lawrence	2025-11-06	44.6068682992832	-75.5757897841203
SRR36406419|A/american_green_winged_teal/NY/25G02842-011/2025|H5N1|USA-NY|Jefferson|2025-09-24|wild_avian|D1.1	USA	NY	Jefferson	2025-09-24	44.2164627806004	-75.525179915724
SRR36538317|A/canada_goose/NY/25G04881-001/2025|H5N1|USA-NY|Chemung|2025-11-25|wild_avian|D1.1	USA	NY	Chemung	2025-11-25	42.283143644886	-76.7718175106423
SRR36617989|A/cooper_s_hawk/NY/24-038846-001/2024|H5N1|USA-NY|Cayuga|2024-12-20|wild_avian|D1.1	USA	NY	Cayuga	2024-12-20	43.0439571949478	-76.614294038487
SRR36617991|A/Peregrine_falcon/NY/24-038845-001/2024|H5N1|USA-NY|Cortland|2024-12-20|wild_avian|D1.1	USA	NY	Cortland	2024-12-20	42.6507980383826	-76.1623715624642
SRR33993059|A/Turkey_Vulture/NY/25-016857-001-original/2025|H5N1|USA-NY|Unknown|2025-05-27|wild_avian|D1.1	USA	NY	Unknown	2025-05-27	43.6602222417526	-75.7902948141483
SRR34542593|A/Caspian_Tern/NY/25-019019-002-original/2025|H5N1|USA-NY|Unknown|2025-06-23|wild_avian|D1.1	USA	NY	Unknown	2025-06-23	44.5407385148429	-75.495972204217
SRR35318191|A/chicken/NY/25-023583-002-original/2025|H5N1|USA-NY|Unknown|2025-08-21|domestic_avian|D1.1	USA	NY	Unknown	2025-08-21	43.5459546258065	-75.8394530764027
SRR35950029|A/Bald_Eagle/NY/25-023581-001-original/2025|H5N1|USA-NY|Unknown|2025-08-18|wild_avian|D1.1	USA	NY	Unknown	2025-08-18	44.3559415313777	-75.7823569261601
SRR33370169|A/vulture/OH/25-012105-004/2025|H5N1|USA-OH|Unknown|2025-04-07|wild_avian|D1.1	USA	OH	Unknown	2025-04-07	40.8981307424253	-82.9997129461052
SRR32512588|A/bald_eagle/OH/25-004768-001/2025|H5N1|USA-OH|Unknown|2025-02-06|wild_avian|D1.1	USA	OH	Unknown	2025-02-06	39.2017388666107	-82.5885379205747
SRR32804602|A/bald_eagle/OH/25-006046-002/2025|H5N1|USA-OH|Lorain|2025-01-29|wild_avian|D1.1	USA	OH	Lorain	2025-01-29	41.0696661899045	-82.2554323904603
SRR32804603|A/bald_eagle/OH/25-006046-001/2025|H5N1|USA-OH|Mahoning|2025-01-29|wild_avian|D1.1	USA	OH	Mahoning	2025-01-29	40.9030111157307	-80.9978537006557
SRR33029849|A/black_vulture/OH/25-009864-005/2025|H5N1|USA-OH|Highland|2025-03-18|wild_avian|D1.1	USA	OH	Highland	2025-03-18	39.2037032348939	-83.5997884960974
SRR33370172|A/vulture/OH/25-012105-001/2025|H5N1|USA-OH|Unknown|2025-04-07|wild_avian|D1.1	USA	OH	Unknown	2025-04-07	39.1671937519352	-82.6237659544024
SRR33476771|A/black_vulture/OH/25-012888-001/2025|H5N1|USA-OH|Licking|2025-03-15|wild_avian|D1.1	USA	OH	Licking	2025-03-15	39.9502112522962	-82.3327259088292
SRR36406301|A/american_wigeon/OH/25G04131-008/2025|H5N1|USA-OH|Ottawa|2025-10-23|wild_avian|D1.1	USA	OH	Ottawa	2025-10-23	41.6192575839518	-83.1486581396419
SRR36406415|A/american_green_winged_teal/OH/25G04131-027/2025|H5N1|USA-OH|Ottawa|2025-11-01|wild_avian|D1.1	USA	OH	Ottawa	2025-11-01	41.4806274813172	-83.1543997773549
SRR36406418|A/northern_shoveler/OH/25G03080-047/2025|H5N1|USA-OH|Ottawa|2025-10-18|wild_avian|D1.1	USA	OH	Ottawa	2025-10-18	41.4944264207261	-82.8224786458815
SRR36538390|A/american_black_duck/OH/25G04930-025/2025|H5N1|USA-OH|Ottawa|2025-11-16|wild_avian|D1.1	USA	OH	Ottawa	2025-11-16	41.4614449103475	-83.2610467546778
SRR36617726|A/canada_goose/OH/25-000228-002/2024|H5N1|USA-OH|Stark|2024-12-30|wild_avian|D1.1	USA	OH	Stark	2024-12-30	40.8007367668547	-81.1976567797073
SRR36617800|A/canada_goose/OH/24-038006-001/2024|H5N1|USA-OH|Mercer|2024-12-14|wild_avian|D1.1	USA	OH	Mercer	2024-12-14	40.5175895182914	-84.5538491143487
SRR36209098|A/Blue-winged_Teal/OH/25G02925-001-original/2025|H5N1|USA-OH|Unknown|2025-07-09|wild_avian|D1.1	USA	OH	Unknown	2025-07-09	39.5609941573464	-81.4275041910904
SRR36211881|A/Black_Vulture/OH/25-026070-003-original/2025|H5N1|USA-OH|Unknown|2025-09-22|wild_avian|D1.1	USA	OH	Unknown	2025-09-22	41.1046220727053	-81.5172437676915
SRR36211892|A/Mallard_Duck/OH/25-025982-002-original/2025|H5N1|USA-OH|Unknown|2025-09-18|wild_avian|D1.1	USA	OH	Unknown	2025-09-18	38.4792164366015	-82.4965252014547
SRR32416465|A/bald_eagle/OK/25-003111-001/2025|H5N1|USA-OK|Le_Flore|2025-01-22|wild_avian|D1.1	USA	OK	Le_Flore	2025-01-22	35.2354353740437	-94.6008223548769
SRR32804590|A/snow_goose/OK/25-006648-001/2025|H5N1|USA-OK|Texas|2025-02-14|wild_avian|D1.1	USA	OK	Texas	2025-02-14	36.6948079329724	-101.814793051821
SRR32804591|A/snow_goose/OK/25-006647-001/2025|H5N1|USA-OK|Texas|2025-02-14|wild_avian|D1.1	USA	OK	Texas	2025-02-14	36.8790069175039	-101.09364607331
SRR34491500|A/green_winged_teal/OK/24-034551-045/2024|H5N1|USA-OK|Sequoyah|2024-11-09|wild_avian|D1.1	USA	OK	Sequoyah	2024-11-09	35.4411677091811	-94.6303398327996
SRR36538295|A/american_green_winged_teal/OK/25G04973-021/2025|H5N1|USA-OK|Sequoyah|2025-11-08|wild_avian|D1.1	USA	OK	Sequoyah	2025-11-08	35.5247899482786	-94.6762072032149
SRR36538357|A/snow_goose/OK/25G05185-001/2025|H5N1|USA-OK|Cleveland|2025-11-20|wild_avian|D1.1	USA	OK	Cleveland	2025-11-20	35.3535700966047	-97.1447542445137
SRR36628704|A/green_winged_teal/OK/24-034551-041/2024|H5N1|USA-OK|Sequoyah|2024-11-09|wild_avian|D1.1	USA	OK	Sequoyah	2024-11-09	35.5976451283469	-94.9085442666728
SRR31820756|A/chicken/OK/24-036668-002-original/2024|H5N1|USA-OK|Unknown|2024-12-08|domestic_avian|D1.1	USA	OK	Unknown	2024-12-08	36.1036070745151	-96.5596603104345
SRR32868567|A/Guineafowl/OK/25-008449-003-original/2025|H5N1|USA-OK|Unknown|2025-03-08|domestic_avian|D1.1	USA	OK	Unknown	2025-03-08	36.5526303118139	-101.157255092299
SRR32868813|A/Canada_Goose/OK/25-009017-002-original/2025|H5N1|USA-OK|Unknown|2025-03-12|wild_avian|D1.1	USA	OK	Unknown	2025-03-12	36.7399856871911	-95.8840196683089
SRR36211957|A/Wild_Goose/OK/25G02530-001-original/2025|H5N1|USA-OK|Unknown|2025-10-17|wild_avian|D1.1	USA	OK	Unknown	2025-10-17	36.8465748557698	-102.267356434919
SRR36212343|A/Swan/OK/25G02155-001-original/2025|H5N1|USA-OK|Unknown|2025-10-13|wild_avian|D1.1	USA	OK	Unknown	2025-10-13	36.1690028450365	-99.3131249655202
SRR33508718|A/snow_goose/OR/24-037758-001/2024|H5N1|USA-OR|Malheur|2024-12-09|wild_avian|D1.1	USA	OR	Malheur	2024-12-09	42.625362878349	-117.146325474999
SRR34491321|A/cackling_goose/OR/24-033931-001/2024|H5N1|USA-OR|Washington|2024-11-07|wild_avian|D1.1	USA	OR	Washington	2024-11-07	45.5000285654271	-123.244776158595
SRR34491330|A/canada_goose/OR/24-033933-001/2024|H5N1|USA-OR|Crook|2024-11-02|wild_avian|D1.1	USA	OR	Crook	2024-11-02	44.0062884720212	-120.834585812283
SRR34491351|A/canada_goose/OR/24-033934-001/2024|H5N1|USA-OR|Lincoln|2024-10-22|wild_avian|D1.1	USA	OR	Lincoln	2024-10-22	44.4869500906194	-123.897419263806
SRR34491396|A/cackling_goose/OR/24-031821-001/2024|H5N1|USA-OR|Marion|2024-10-21|wild_avian|D1.1	USA	OR	Marion	2024-10-21	44.9895421510878	-122.831604844273
SRR36406291|A/red_tailed_hawk/OR/25G04260-001/2025|H5N1|USA-OR|Klamath|2025-11-13|wild_avian|D1.1	USA	OR	Klamath	2025-11-13	43.0951035695892	-121.938055560701
SRR36406292|A/red_tailed_hawk/OR/25G04259-001/2025|H5N1|USA-OR|Klamath|2025-11-13|wild_avian|D1.1	USA	OR	Klamath	2025-11-13	42.5991314314049	-121.191332713602
SRR36617634|A/snow_goose/OR/24-037761-001/2024|H5N1|USA-OR|Union|2024-12-09|wild_avian|D1.1	USA	OR	Union	2024-12-09	45.0318986136336	-118.249012038942
SRR32125546|A/chicken/OR/25-000540-001-original/2025|H5N1|USA-OR|Unknown|2025-01-05|domestic_avian|D1.1	USA	OR	Unknown	2025-01-05	43.2127319417853	-119.562386154207
SRR32415199|A/chicken/OR/25-003575-001-original/2025|H5N1|USA-OR|Unknown|2025-01-23|domestic_avian|D1.1	USA	OR	Unknown	2025-01-23	43.9577463551628	-117.990539091862
SRR32974026|A/Red-tailed_Hawk/OR/25-008819-001-original/2025|H5N1|USA-OR|Unknown|2025-03-05|wild_avian|D1.1	USA	OR	Unknown	2025-03-05	42.0278378903581	-123.890934542604
SRR33682322|A/Owl/OR/25-014765-001-original/2025|H5N1|USA-OR|Unknown|2025-03-10|wild_avian|D1.1	USA	OR	Unknown	2025-03-10	45.0690293019226	-123.350111270687
SRR36162760|A/chicken/OR/25G01792-001-original/2025|H5N1|USA-OR|Unknown|2025-10-05|domestic_avian|D1.1	USA	OR	Unknown	2025-10-05	45.8976412084988	-117.323968570982
SRR36211600|A/American_blue-winged_Teal/OR/25G01565-017-original/2025|H5N1|USA-OR|Unknown|2025-09-27|wild_avian|D1.1	USA	OR	Unknown	2025-09-27	42.9501607766538	-123.436687719934
SRR36212130|A/Ring-necked_Duck/OR/25G02626-019-original/2025|H5N1|USA-OR|Unknown|2025-10-19|wild_avian|D1.1	USA	OR	Unknown	2025-10-19	45.0345856630321	-122.639562826177
SRR32254446|A/red_tailed_hawk/PA/25-001322-001/2025|H5N1|USA-PA|Northampton|2025-01-02|wild_avian|D1.1	USA	PA	Northampton	2025-01-02	40.6934938271871	-75.2718760415907
SRR32513297|A/red_tailed_hawk/PA/25-003148-002/2025|H5N1|USA-PA|Lehigh|2025-01-16|wild_avian|D1.1	USA	PA	Lehigh	2025-01-16	40.5251063322208	-75.3792906081869
SRR32804547|A/red_shouldered_hawk/PA/25-006939-001/2025|H5N1|USA-PA|Lancaster|2025-02-11|wild_avian|D1.1	USA	PA	Lancaster	2025-02-11	40.0686086286801	-76.0738984117002
SRR33125061|A/herring_gull/PA/25-005864-001/2025|H5N1|USA-PA|Erie|2025-02-11|wild_avian|D1.1	USA	PA	Erie	2025-02-11	41.8795780647247	-79.8895807818738
SRR33319024|A/black_vulture/PA/25-011728-001/2025|H5N1|USA-PA|York|2025-04-03|wild_avian|D1.1	USA	PA	York	2025-04-03	39.8554868088691	-76.5490337198276
SRR33370215|A/black_vulture/PA/25-011842-001/2025|H5N1|USA-PA|Dauphin|2025-03-17|wild_avian|D1.1	USA	PA	Dauphin	2025-03-17	40.4085508589516	-76.9575175837933
SRR33508749|A/black_vulture/PA/25-010745-004/2025|H5N1|USA-PA|Lancaster|2025-03-27|wild_avian|D1.1	USA	PA	Lancaster	2025-03-27	39.927883881415	-76.3938624143139
SRR33830330|A/black_vulture/PA/25-015563-001/2025|H5N1|USA-PA|Chester|2025-04-28|wild_avian|D1.1	USA	PA	Chester	2025-04-28	39.9866962547624	-75.7012185293517
SRR34270258|A/black_vulture/PA/25-017748-002/2025|H5N1|USA-PA|Lehigh|2025-06-03|wild_avian|D1.1	USA	PA	Lehigh	2025-06-03	40.759763912275	-75.7002262425793
SRR34270259|A/black_vulture/PA/25-017748-001/2025|H5N1|USA-PA|Lehigh|2025-06-03|wild_avian|D1.1	USA	PA	Lehigh	2025-06-03	40.7373729039682	-75.5931929890087
SRR36406338|A/black_vulture/PA/25G03999-001/2025|H5N1|USA-PA|Adams|2025-11-12|wild_avian|D1.1	USA	PA	Adams	2025-11-12	39.8613549395668	-77.1434850341696
SRR36617737|A/lesser_snow_goose/PA/25-000169-003/2024|H5N1|USA-PA|Lehigh|2024-12-30|wild_avian|D1.1	USA	PA	Lehigh	2024-12-30	40.7037057325604	-75.5711236691691
SRR36628766|A/lesser_snow_goose/PA/25-000167-005/2024|H5N1|USA-PA|Northampton|2024-12-30|wild_avian|D1.1	USA	PA	Northampton	2024-12-30	40.8066716850104	-75.4777690085518
SRR33993064|A/Black_Vulture/PA/25-017251-001-original/2025|H5N1|USA-PA|Unknown|2025-05-15|wild_avian|D1.1	USA	PA	Unknown	2025-05-15	41.5096809726327	-80.3797964466029
SRR34542496|A/Mallard_Duck/PA/25-019408-006-original/2025|H5N1|USA-PA|Unknown|2025-07-01|wild_avian|D1.1	USA	PA	Unknown	2025-07-01	41.9127095149359	-75.4206373965024
SRR35319489|A/Black_Vulture/PA/25-023113-001-original/2025|H5N1|USA-PA|Unknown|2025-08-13|wild_avian|D1.1	USA	PA	Unknown	2025-08-13	41.5661095806863	-75.4053969634524
SRR36209076|A/Black_Swan/PA/25G03182-002-original/2025|H5N1|USA-PA|Unknown|2025-10-30|wild_avian|D1.1	USA	PA	Unknown	2025-10-30	40.9113704060652	-79.8773975469415
SRR36209116|A/Mallard_Duck/PA/25G02313-006-original-repeat2/2025|H5N1|USA-PA|Unknown|2025-10-11|wild_avian|D1.1	USA	PA	Unknown	2025-10-11	41.6065782249569	-76.0500761129651
SRR36212204|A/Black_Vulture/PA/25-025223-001-original/2025|H5N1|USA-PA|Unknown|2025-09-08|wild_avian|D1.1	USA	PA	Unknown	2025-09-08	40.1708935127255	-75.3830942474657
SRR32254418|A/canada_goose/RI/25-001721-001/2025|H5N1|USA-RI|Newport|2025-01-02|wild_avian|D1.1	USA	RI	Newport	2025-01-02	41.5497745473878	-71.2120083153108
SRR32868681|A/canada_goose/RI/25-007119-019/2025|H5N1|USA-RI|Kent|2025-02-13|wild_avian|D1.1	USA	RI	Kent	2025-02-13	41.6533003474421	-71.4440689698885
SRR33319045|A/hooded_merganser/RI/25-007119-005/2025|H5N1|USA-RI|Washington|2025-01-19|wild_avian|D1.1	USA	RI	Washington	2025-01-19	41.3758057214487	-71.5408222012772
SRR34784269|A/herring_gull/RI/25-019394-001/2025|H5N1|USA-RI|Kent|2025-02-25|wild_avian|D1.1	USA	RI	Kent	2025-02-25	41.6686918023652	-71.5050368739328
SRR34710265|A/Peregrine_Falcon/RI/25-019394-007-original/2025|H5N1|USA-RI|Unknown|2025-03-04|wild_avian|D1.1	USA	RI	Unknown	2025-03-04	41.767833522987	-71.5795764144692
SRR35089326|A/Fish_Crow/RI/25-021409-001-original/2025|H5N1|USA-RI|Unknown|2025-03-18|wild_avian|D1.1	USA	RI	Unknown	2025-03-18	41.7171679210927	-71.4209307556676
SRR32254425|A/bald_eagle/SC/25-000782-001/2025|H5N1|USA-SC|Charleston|2025-01-02|wild_avian|D1.1	USA	SC	Charleston	2025-01-02	32.8631307928491	-80.0173112313271
SRR32513174|A/great_horned_owl/SC/25-004165-001/2025|H5N1|USA-SC|Charleston|2025-01-30|wild_avian|D1.1	USA	SC	Charleston	2025-01-30	32.9359261801672	-80.0555579823979
SRR33943914|A/black_vulture/SC/25-016638-004/2025|H5N1|USA-SC|Chester|2025-05-20|wild_avian|D1.1	USA	SC	Chester	2025-05-20	34.7881677119834	-81.2187448243424
SRR33943915|A/black_vulture/SC/25-016638-003/2025|H5N1|USA-SC|Chester|2025-05-20|wild_avian|D1.1	USA	SC	Chester	2025-05-20	34.7348029743974	-81.3408315882067
SRR34491447|A/blue_winged_teal/SC/24-036315-006/2024|H5N1|USA-SC|Colleton|2024-11-27|wild_avian|D1.1	USA	SC	Colleton	2024-11-27	32.6690108052982	-80.5306932655346
SRR36582221|A/Mute_swan/SC/25G05056-001/2025|H5N1|USA-SC|Sumter|2025-11-25|wild_avian|D1.1	USA	SC	Sumter	2025-11-25	33.8147002958128	-80.507276747078
SRR36582238|A/Black_vulture/SC/25G05160-001/2025|H5N1|USA-SC|Charleston|2025-11-20|wild_avian|D1.1	USA	SC	Charleston	2025-11-20	32.7120064468007	-80.3288865159903
SRR36617572|A/green_winged_teal/SC/25-000649-005/2024|H5N1|USA-SC|Charleston|2024-12-19|wild_avian|D1.1	USA	SC	Charleston	2024-12-19	32.8289999038235	-79.966986788548
SRR36617711|A/american_wigeon/SC/25-000504-002/2024|H5N1|USA-SC|Colleton|2024-12-28|wild_avian|D1.1	USA	SC	Colleton	2024-12-28	32.9884470079451	-80.7969716314829
SRR36209096|A/Black_Vulture/SC/25G03063-001-original/2025|H5N1|USA-SC|Unknown|2025-10-28|wild_avian|D1.1	USA	SC	Unknown	2025-10-28	34.4564540258349	-81.9065071206603
SRR32254411|A/cat/SD/25-002248-002/2025|H5N1|USA-SD|Faulk|2025-01-16|feline|D1.1	USA	SD	Faulk	2025-01-16	45.083537965875	-98.9558587799588
SRR32254412|A/cat/SD/25-002248-001/2025|H5N1|USA-SD|Faulk|2025-01-16|feline|D1.1	USA	SD	Faulk	2025-01-16	45.1005329604772	-98.7935925648956
SRR34491526|A/snow_goose/SD/24-036845-001/2024|H5N1|USA-SD|Spink|2024-12-04|wild_avian|D1.1	USA	SD	Spink	2024-12-04	44.7402913578462	-98.4155630279246
SRR36538310|A/gadwall/SD/25G04284-006/2025|H5N1|USA-SD|Day|2025-11-10|wild_avian|D1.1	USA	SD	Day	2025-11-10	45.5792250866687	-97.4257252629832
SRR36538363|A/ross_s_goose/SD/25G04635-003/2025|H5N1|USA-SD|McPherson|2025-11-20|wild_avian|D1.1	USA	SD	McPherson	2025-11-20	45.7970460235005	-99.4024739749459
