label,,host,date,country,location,county,latitude,longitude
A/turkey/Wisconsin/23-036896-001/2023|H5N1|USA-WI|2023-11-20|avian|B3.6,23-036896-001,turkey,11/20/2023,USA-WI,Wisconsin,Trempealeau,44.3,-91.35
A/turkey/Wisconsin/23-036896-002/2023|H5N1|USA-WI|2023-11-20|avian|B3.6,23-036896-002,turkey,11/20/2023,USA-WI,Wisconsin,Trempealeau,44.3,-91.35
A/turkey/Wisconsin/23-037129-001/2023|H5N1|USA-WI|2023-11-22|avian|B3.6,23-037129-001,turkey,11/22/2023,USA-WI,Wisconsin,Trempealeau,44.3,-91.35
A/turkey/Wisconsin/23-037129-002/2023|H5N1|USA-WI|2023-11-22|avian|B3.6,23-037129-002,turkey,11/22/2023,USA-WI,Wisconsin,Trempealeau,44.3,-91.35
A/turkey/Wisconsin/23-037410-001/2023|H5N1|USA-WI|2023-11-24|avian|B3.6,23-037410-001,turkey,11/24/2023,USA-WI,Wisconsin,Trempealeau,44.3,-91.35
A/turkey/Wisconsin/23-037243-001/2023|H5N1|USA-WI|2023-11-25|avian|B3.6,23-037243-001,turkey,11/25/2023,USA-WI,Wisconsin,Trempealeau,44.3,-91.35
A/Canada_goose/Michigan/24-000650-001-original/2024|H5N1|USA-MI|2024-01-04|avian|B3.6,24-000650-001-original,Canada_goose,1/4/2024,USA-MI,Michigan,Wexford,44.34,-85.58
A/turkey/South_Dakota/23-036673-001/2023|H5N1|USA-SD|2023-11-19|avian|B3.6,23-036673-001,turkey,11/19/2023,USA-SD,South_Dakota,Kingsbury,44.37,-97.49
A/turkey/South_Dakota/23-036673-002/2023|H5N1|USA-SD|2023-11-19|avian|B3.6,23-036673-002,turkey,11/19/2023,USA-SD,South_Dakota,Kingsbury,44.37,-97.49
A/chicken/South_Dakota/23-038240-001/2023|H5N1|USA-SD|2023-12-01|avian|B3.6,23-038240-001,chicken,12/1/2023,USA-SD,South_Dakota,Kingsbury,44.37,-97.49
A/turkey/Minnesota/23-031508-001/2023|H5N1|USA-MN|2023-10-16|avian|B3.6,23-031508-001,turkey,10/16/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/turkey/Minnesota/23-031508-002/2023|H5N1|USA-MN|2023-10-16|avian|B3.6,23-031508-002,turkey,10/16/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/turkey/Minnesota/23-031508-003/2023|H5N1|USA-MN|2023-10-16|avian|B3.6,23-031508-003,turkey,10/16/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/turkey/Minnesota/23-034438-001/2023|H5N1|USA-MN|2023-11-07|avian|B3.6,23-034438-001,turkey,11/7/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/turkey/Minnesota/23-034438-002/2023|H5N1|USA-MN|2023-11-07|avian|B3.6,23-034438-002,turkey,11/7/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/turkey/Minnesota/23-034899-001/2023|H5N1|USA-MN|2023-11-12|avian|B3.6,23-034899-001,turkey,11/12/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/turkey/Minnesota/23-034899-002/2023|H5N1|USA-MN|2023-11-12|avian|B3.6,23-034899-002,turkey,11/12/2023,USA-MN,Minnesota,Redwood,44.4,-95.25
A/gadwall/South_Dakota/23-031573-002/2023|H5N1|USA-SD|2023-10-08|avian|B3.6,23-031573-002,gadwall,10/8/2023,USA-SD,South_Dakota,Beadle,44.41,-98.28
A/gadwall/South_Dakota/23-031573-004/2023|H5N1|USA-SD|2023-10-08|avian|B3.6,23-031573-004,gadwall,10/8/2023,USA-SD,South_Dakota,Beadle,44.41,-98.28
A/turkey/South_Dakota/23-033096-001/2023|H5N1|USA-SD|2023-10-28|avian|B3.6,23-033096-001,turkey,10/28/2023,USA-SD,South_Dakota,Beadle,44.41,-98.28
A/turkey/South_Dakota/23-033096-002/2023|H5N1|USA-SD|2023-10-28|avian|B3.6,23-033096-002,turkey,10/28/2023,USA-SD,South_Dakota,Beadle,44.41,-98.28
A/turkey/South_Dakota/23-036674-001/2023|H5N1|USA-SD|2023-11-17|avian|B3.6,23-036674-001,turkey,11/17/2023,USA-SD,South_Dakota,Beadle,44.41,-98.28
A/turkey/South_Dakota/23-036674-002/2023|H5N1|USA-SD|2023-11-19|avian|B3.6,23-036674-002,turkey,11/19/2023,USA-SD,South_Dakota,Beadle,44.41,-98.28
A/chicken/Oregon/23-035545-001/2023|H5N1|USA-OR|2023-11-13|avian|B3.6,23-035545-001,chicken,11/13/2023,USA-OR,Oregon,Linn,44.63,-123.09
A/chicken/Oregon/23-035545-002/2023|H5N1|USA-OR|2023-11-13|avian|B3.6,23-035545-002,chicken,11/13/2023,USA-OR,Oregon,Linn,44.63,-123.09
A/mallard/Minnesota/24_006961-018/2024|H5N1|USA-MN|2024-02-28|avian|B3.6,24_006961-018,mallard,2/28/2024,USA-MN,Minnesota,Scott,44.65,-93.53
A/turkey/South_Dakota/23-038305-001/2023|H5N1|USA-SD|2023-12-04|avian|B3.6,23-038305-001,turkey,12/4/2023,USA-SD,South_Dakota,Hamlin,44.68,-97.2
A/turkey/South_Dakota/23-038305-002/2023|H5N1|USA-SD|2023-12-04|avian|B3.6,23-038305-002,turkey,12/4/2023,USA-SD,South_Dakota,Hamlin,44.68,-97.2
A/peregrine_falcon/Minnesota/23-031335-001/2023|H5N1|USA-MN|2023-10-12|avian|B3.6,23-031335-001,peregrine_falcon,10/12/2023,USA-MN,Minnesota,Dakota,44.68,-93.06
A/turkey/South_Dakota/23-032354-001/2023|H5N1|USA-SD|2023-10-22|avian|B3.6,23-032354-001,turkey,10/22/2023,USA-SD,South_Dakota,Clark,44.86,-97.73
A/turkey/South_Dakota/23-032354-002/2023|H5N1|USA-SD|2023-10-22|avian|B3.6,23-032354-002,turkey,10/22/2023,USA-SD,South_Dakota,Clark,44.86,-97.73
A/turkey/South_Dakota/23-036675-002/2023|H5N1|USA-SD|2023-11-17|avian|B3.6,23-036675-002,turkey,11/17/2023,USA-SD,South_Dakota,Clark,44.86,-97.73
A/turkey/South_Dakota/23-036675-001/2023|H5N1|USA-SD|2023-11-18|avian|B3.6,23-036675-001,turkey,11/18/2023,USA-SD,South_Dakota,Clark,44.86,-97.73
A/turkey/South_Dakota/23-036676-002/2023|H5N1|USA-SD|2023-11-18|avian|B3.6,23-036676-002,turkey,11/18/2023,USA-SD,South_Dakota,Clark,44.86,-97.73
A/turkey/South_Dakota/23-036676-001/2023|H5N1|USA-SD|2023-11-20|avian|B3.6,23-036676-001,turkey,11/20/2023,USA-SD,South_Dakota,Clark,44.86,-97.73
A/chicken/Oregon/23-034937-001/2023|H5N1|USA-OR|2023-11-06|avian|B3.6,23-034937-001,chicken,11/6/2023,USA-OR,Oregon,Marion,44.91,-122.58
A/chicken/Oregon/23-035544-001/2023|H5N1|USA-OR|2023-11-14|avian|B3.6,23-035544-001,chicken,11/14/2023,USA-OR,Oregon,Marion,44.91,-122.58
A/chicken/Oregon/23-035544-002/2023|H5N1|USA-OR|2023-11-14|avian|B3.6,23-035544-002,chicken,11/14/2023,USA-OR,Oregon,Marion,44.91,-122.58
A/chicken/Oregon/23-035544-004/2023|H5N1|USA-OR|2023-11-14|avian|B3.6,23-035544-004,chicken,11/14/2023,USA-OR,Oregon,Marion,44.91,-122.58
