label,collection_date,country,admin1,admin2,city.town.municipality,latitude,longitude,location_used,location
EPI_ISL_18592427|A/Kelp_Gull/Harpon_Bay/133943/2023|H5N1|Antarctica-Harpon_Bay|2023-11-03|wild_avian|B3.2,2023-11-03,Antarctica,South_Georgia_and_the_South_Sandwich_Islands,Harpon Bay,,-54.2786831,-36.6345639,precise (Martha),Antarctica_South_Georgia_and_the_South_Sandwich_Islands_Harpon Bay
EPI_ISL_18592428|A/Brown_Skua/Hound_Bay/133947/2023|H5N1|Antarctica-Hound_Bay|2023-10-30|wild_avian|B3.2,2023-10-30,Antarctica,South_Georgia_and_the_South_Sandwich_Islands,Hound Bay,,-54.381069,-36.253215,precise (Martha),Antarctica_South_Georgia_and_the_South_Sandwich_Islands_Hound Bay
EPI_ISL_18742212|A/Antarctic_Fur_Seal/Jason_Harbour/141037/2023|H5N1|Antarctica-Jason_Harbour|2023-12-09|other_mammal|B3.2,2023-12-09,Antarctica,South_Georgia_and_the_South_Sandwich_Islands,Jason_harbour,,-54.1998934,-36.589597,precise (Martha),Antarctica_South_Georgia_and_the_South_Sandwich_Islands_Jason_harbour
EPI_ISL_18742219|A/South_Georgia_Shag/King_Edward_Cove/141245/2023|H5N1|Antarctica-King_Edward_Cove|2023-11-27|wild_avian|B3.2,2023-11-27,Antarctica,South_Georgia_and_the_South_Sandwich_Islands,King_edward_cove,,-54.28349368,-36.50872,precise (Martha),Antarctica_South_Georgia_and_the_South_Sandwich_Islands_King_edward_cove
EPI_ISL_18742220|A/Antarctic_tern/King_Edward_Point/141271/2023|H5N1|Antarctica-King_Edward_Point|2023-12-06|wild_avian|B3.2,2023-12-06,Antarctica,South_Georgia_and_the_South_Sandwich_Islands,King_edward_point,,-54.283859,-36.496137,precise (Martha),Antarctica_South_Georgia_and_the_South_Sandwich_Islands_King_edward_point
EPI_ISL_19589149|A/kelp_gull/Antartica/O2601-CL/2024|H5N1|Antarctica-South_Shetlands_Islands|2024-01-08|wild_avian|B3.2,2024-01-08,Antarctica,South_Shetlands_Islands,Unknown,,NA,NA,,Antarctica_South_Shetlands_Islands_Unknown
EPI_ISL_19745586|A/Brown_skua/Torgersen_Island/o8182/2024|H5N1|Antarctica-Torgersen_Island|2024-12-01|wild_avian|B3.2,2024-12-01,Antarctica,Torgersen_Island,Unknown,,NA,NA,,Antarctica_Torgersen_Island_Unknown
EPI_ISL_18698494|A/Chicken/Argentina/736-1/2023|H5N1|Argentina-Buenos_Aires|2023-03-03|domestic_avian|B3.2,2023-03-03,Argentina,Buenos_Aires,General Pueyrredon,,-38.04594,-57.8241,precise (Martha),Argentina_Buenos_Aires_General Pueyrredon
EPI_ISL_18698516|A/Avian/Argentina/1762-2/2023|H5N1|Argentina-Buenos_Aires|2023-04-21|wild_avian|B3.2,2023-04-21,Argentina,Buenos_Aires,Olavarria,,-36.68104284,-60.56083205,precise (Martha),Argentina_Buenos_Aires_Olavarria
EPI_ISL_18698469|A/Chicken/Argentina/491-2/2023|H5N1|Argentina-Buenos_Aires|2023-02-20|domestic_avian|B3.2,2023-02-20,Argentina,Buenos_Aires,Olavarria,,-36.68104284,-60.56083205,precise (Martha),Argentina_Buenos_Aires_Olavarria
EPI_ISL_18698478|A/Chicken/Argentina/556-6/2023|H5N1|Argentina-Buenos_Aires|2023-02-23|domestic_avian|B3.2,2023-02-23,Argentina,Buenos_Aires,Olavarria,,-36.68104284,-60.56083205,precise (Martha),Argentina_Buenos_Aires_Olavarria
EPI_ISL_18698507|A/Chicken/Argentina/1340-2/2023|H5N1|Argentina-Buenos_Aires|2023-03-31|domestic_avian|B3.2,2023-03-31,Argentina,Buenos_Aires,Lobos,Zapiola,-35.08456,-59.03253,precise (Martha),Argentina_Buenos_Aires_Lobos
EPI_ISL_18698519|A/Chicken/Argentina/1984-4/2023|H5N1|Argentina-Buenos_Aires|2023-05-04|domestic_avian|B3.2,2023-05-04,Argentina,Buenos_Aires,Pilar,,-34.49607,-58.89526,precise (Martha),Argentina_Buenos_Aires_Pilar
EPI_ISL_18698527|A/Chicken/Argentina/2796-2/2023|H5N1|Argentina-Buenos_Aires|2023-06-13|domestic_avian|B3.2,2023-06-13,Argentina,Buenos_Aires,La Plata,,-35.089,-57.947197,precise (Martha),Argentina_Buenos_Aires_La Plata
EPI_ISL_18698518|A/Chicken/Argentina/1976-2/2023|H5N1|Argentina-Chaco|2023-05-01|domestic_avian|B3.2,2023-05-01,Argentina,Chaco,San Fernando,,-27.41668,-59.02865,precise (Martha),Argentina_Chaco_San Fernando
EPI_ISL_18698511|A/Chicken/Argentina/1530-3/2023|H5N1|Argentina-Chubut|2023-04-12|domestic_avian|B3.2,2023-04-12,Argentina,Chubut,Biedma,,-42.7996,-65.08174,precise (Martha),Argentina_Chubut_Biedma
EPI_ISL_19137653|A/Seagull/Sarmiento/1651-4/2023|H5N1|Argentina-Sarmiento|2023-04-17|wild_avian|B3.2,2023-04-17,Argentina,Chubut,Sarmiento,,-45.326,-69.071,precise (GISAID),Argentina_Chubut_Sarmiento
PP488337|A/royal_tern/Argentina/CH-PD036/2023|H5N1|Argentina|2023-10-10|wild_avian|B3.2,2023-10-10,Argentina,Chubut,Biedma,,-42.764,-63.6326,precise (Martha),Argentina_Chubut_Biedma
PP488329|A/South_American_tern/Argentina/CH-PD030/2023|H5N1|Argentina|2023-10-10|wild_avian|B3.2,2023-10-10,Argentina,Chubut,Biedma,,-42.764,-63.6326,precise (Martha),Argentina_Chubut_Biedma
EPI_ISL_19823065|A/Southamerican_tern/Argentina/267-2/2023|H5N1|Argentina-Chubut|2023-12-24|wild_avian|B3.2,2023-12-24,Argentina,Chubut,Unknown,,NA,NA,,Argentina_Chubut_Unknown
EPI_ISL_18698471|A/Chicken/Argentina/501-1/2023|H5N1|Argentina-Cordoba|2023-02-20|domestic_avian|B3.2,2023-02-20,Argentina,Cordoba,Tercero Arriba,,-32.09246308,-63.19509047,precise (Martha),Argentina_Cordoba_Tercero Arriba
EPI_ISL_18698530|A/Chicken/Argentina/3695-3/2023|H5N1|Argentina-Cordoba|2023-07-27|domestic_avian|B3.2,2023-07-27,Argentina,Cordoba,Tercero Arriba,,-32.09246308,-63.76886109,precise (Martha),Argentina_Cordoba_Tercero Arriba
EPI_ISL_18698462|A/Chicken/Argentina/477-5/2023|H5N1|Argentina-Cordoba|2023-02-18|domestic_avian|B3.2,2023-02-18,Argentina,Cordoba,Tercero Arriba,,-32.09246308,-63.76886109,precise (Martha),Argentina_Cordoba_Tercero Arriba
EPI_ISL_18698515|A/Duck/Argentina/1712-5/2023|H5N1|Argentina-Corrientes|2023-04-19|domestic_avian|B3.2,2023-04-19,Argentina,Corrientes,Concepcion,,-28.36806,-58.25909,precise (Martha),Argentina_Corrientes_Concepcion
EPI_ISL_18698508|A/Turkey/Argentina/1348-3/2023|H5N1|Argentina-Corrientes|2023-03-31|domestic_avian|B3.2,2023-03-31,Argentina,Corrientes,San Cosme,,-27.39907,-58.67021,precise (Martha),Argentina_Corrientes_San Cosme
EPI_ISL_18698524|A/Chicken/Argentina/2305-1/2023|H5N1|Argentina-Entre_Rios|2023-05-18|domestic_avian|B3.2,2023-05-18,Argentina,Entre_Rios,Diamante,,-31.99194,-60.41444,precise (Martha),Argentina_Entre_Rios_Diamante
EPI_ISL_18698732|A/Chicken/Argentina/2016-2/2023|H5N1|Argentina-Formosa|2023-05-03|domestic_avian|B3.2,2023-05-03,Argentina,Formosa,Pilcomayo,,-25.36837,-58.265809,precise (Martha),Argentina_Formosa_Pilcomayo
EPI_ISL_18698528|A/Chicken/Argentina/3346-1/2023|H5N1|Argentina-Formosa|2023-07-06|domestic_avian|B3.2,2023-07-06,Argentina,Formosa,Patino,,-24.75241,-59.44938,precise (Martha),Argentina_Formosa_Patino
EPI_ISL_18698459|A/Goose/Argentina/389-1/2023|H5N1|Argentina-Jujuy|2023-02-11|domestic_avian|B3.2,2023-02-11,Argentina,Jujuy,Yavi,,-22.4027,-65.9707,precise (Martha),Argentina_Jujuy_Yavi
EPI_ISL_18698504|A/Chicken/Argentina/1035-1/2023|H5N1|Argentina-La_Pampa|2023-03-16|domestic_avian|B3.2,2023-03-16,Argentina,La_Pampa,Toay,Santa Rosa,-36.69454,-64.31648,precise (Martha),Argentina_La_Pampa_Toay
EPI_ISL_18698512|A/Chicken/Argentina/1708-1/2023|H5N1|Argentina-Mendoza|2023-04-19|domestic_avian|B3.2,2023-04-19,Argentina,Mendoza,San Carlos,,-34.10899,-68.778496,precise (Martha),Argentina_Mendoza_San Carlos
EPI_ISL_18698520|A/Chicken/Argentina/2034-5/2023|H5N1|Argentina-Neuquen|2023-05-05|domestic_avian|B3.2,2023-05-05,Argentina,Neuquen,Confluencia,,-38.97202,-68.32124,precise (Martha),Argentina_Neuquen_Confluencia
EPI_ISL_18698517|A/Avian/Argentina/1790-5/2023|H5N1|Argentina|2023-04-24|wild_avian|B3.2,2023-04-24,Argentina,Neuquen,Confluencia,,-38.95667,-68.29917,precise (Martha),Argentina_Neuquen_Confluencia
EPI_ISL_18698505|A/Chicken/Argentina/1147-2/2023|H5N1|Argentina-Neuquen|2023-03-21|domestic_avian|B3.2,2023-03-21,Argentina,Neuquen,Confluencia,,-38.55845,-70.37815,precise (Martha),Argentina_Neuquen_Confluencia
EPI_ISL_18698502|A/Chicken/Argentina/919-3/2023|H5N1|Argentina-Neuquen|2023-03-13|domestic_avian|B3.2,2023-03-13,Argentina,Neuquen,Confluencia,,-38.556134,-70.37928,precise (Martha),Argentina_Neuquen_Confluencia
EPI_ISL_18698482|A/Chicken/Argentina/578-2/2023|H5N1|Argentina-Rio_Negro|2023-02-23|domestic_avian|B3.2,2023-02-23,Argentina,Rio_Negro,Avellaneda,,-39.39435,-65.64608,precise (Martha),Argentina_Rio_Negro_Avellaneda
EPI_ISL_18698510|A/Chicken/Argentina/1416-3/2023|H5N1|Argentina|2023-04-03|domestic_avian|B3.2,2023-04-03,Argentina,Rio_Negro,Pichi Mahuida,,-38.888405,-64.413895,precise (Martha),Argentina_Rio_Negro_Pichi Mahuida
EPI_ISL_18698755|A/Sea_Lion/Argentina/3893-1/2023|H5N1|Argentina-Rio_Negro|2023-08-11|other_mammal|B3.2,2023-08-11,Argentina,Rio_Negro,Adolfo Alsina,,-41.15491,-63.1613,precise (Martha),Argentina_Rio_Negro_Adolfo Alsina
OR987084|A/South_American_sea_lion/Argentina/RN-PB004/2023|H5N1|Argentina-Rio_Negro|2023-08-26|other_mammal|B3.2,2023-08-26,Argentina,Rio_Negro,Adolfo Alsina,,-41.1558,-63.1323,precise (Martha),Argentina_Rio_Negro_Adolfo Alsina
EPI_ISL_18698529|A/Chicken/Argentina/3657-2/2023|H5N1|Argentina-Salta|2023-07-26|domestic_avian|B3.2,2023-07-26,Argentina,Salta,Metan,,NA,NA,,Argentina_Salta_Metan
EPI_ISL_18698480|A/Chicken/Argentina/559-8/2023|H5N1|Argentina-San_Luis|2023-02-22|domestic_avian|B3.2,2023-02-22,Argentina,San_Luis,Juan Martín de Pueyrredón,,-33.24245,-66.88304,precise (Martha),Argentina_San_Luis_Juan Martín de Pueyrredón
EPI_ISL_18698731|A/Chicken/Argentina/895-1/2023|H5N1|Argentina-San_Luis|2023-03-09|domestic_avian|B3.2,2023-03-09,Argentina,San_Luis,Junin,,-32.389,-65.096,precise (Martha),Argentina_San_Luis_Junin
EPI_ISL_18698513|A/Turkey/Argentina/1710-1/2023|H5N1|Argentina-Santa_Cruz|2023-04-17|domestic_avian|B3.2,2023-04-17,Argentina,Santa_Cruz,Guer Aike,,-51.51924,-72.18606,precise (Martha),Argentina_Santa_Cruz_Guer Aike
EPI_ISL_18698506|A/Chicken/Argentina/1200-1/2023|H5N1|Argentina-Santa_Fe|2023-03-27|domestic_avian|B3.2,2023-03-27,Argentina,Santa_Fe,General Lopez,Venado Tuerto,-33.73278,-61.92956,precise (Martha),Argentina_Santa_Fe_General Lopez
EPI_ISL_18698476|A/Chicken/Argentina/509-2/2023|H5N1|Argentina-Santa_Fe|2023-02-21|domestic_avian|B3.2,2023-02-21,Argentina,Santa_Fe,San Jeronimo,,-32.28761,-61.46188,precise (Martha),Argentina_Santa_Fe_San Jeronimo
EPI_ISL_18698497|A/Turkey/Argentina/753-1/2023|H5N1|Argentina-Santa_Fe|2023-03-04|domestic_avian|B3.2,2023-03-04,Argentina,Santa_Fe,Las Colonias,,-31.281576,-61.026789,precise (Martha),Argentina_Santa_Fe_Las Colonias
EPI_ISL_18698754|A/Sea_Lion/Argentina/3849-4/2023|H5N1|Argentina-Tierra_del_Fuego|2023-08-08|other_mammal|B3.2,2023-08-08,Argentina,Tierra_del_Fuego,Rio Grande,,-53.71557,-67.80045,precise (Martha),Argentina_Tierra_del_Fuego_Rio Grande
EPI_ISL_19410267|A/chicken/Cochabamba/39356/2023|H5N1|Bolivia-Cochabamba|2023-01-26|domestic_avian|B3.2,2023-01-26,Bolivia,Cochabamba,Unknown,,NA,NA,,Bolivia_Cochabamba_Unknown
EPI_ISL_19410269|A/chicken/Cochabamba/39425/2023|H5N1|Bolivia-Cochabamba|2023-02-07|domestic_avian|B3.2,2023-02-07,Bolivia,Cochabamba,Unknown,,NA,NA,,Bolivia_Cochabamba_Unknown
EPI_ISL_19418487|A/chicken/Cochabamba/39539/2023|H5N1|Bolivia-Cochabamba|2023-03-03|domestic_avian|B3.2,2023-03-03,Bolivia,Cochabamba,Unknown,,NA,NA,,Bolivia_Cochabamba_Unknown
EPI_ISL_19410299|A/chicken/Potosi/39870/2023|H5N1|Bolivia-Potosi|2023-06-06|domestic_avian|B3.2,2023-06-06,Bolivia,Potosi,Unknown,,NA,NA,,Bolivia_Potosi_Unknown
OR889491|A/Buteogallus_urubitinga/Itapemirim/1630-SC/2023|H5N1|Brazil-ES|2023-06-07|wild_avian|B3.2,2023-06-07,Brazil,ES,Cachoeiro De Itapemirim,,-20.99954,-40.941583,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_ES_Cachoeiro De Itapemirim
EPI_ISL_18130622|A/Thalasseus_acuflavidus/Brazil-ES/23ES1A0009/2023|H5N1|Brazil-ES|2023-06-21|wild_avian|B3.2,2023-06-21,Brazil,ES,Vila Velha,,-20.363252,-40.279514,precise (Martha),Brazil_ES_Vila Velha
OR269887|A/Thalasseus_acuflavidus/EspiritoSanto/1339_N2/2023|H5N1|Brazil-ES|2023-05-15|wild_avian|B3.2,2023-05-15,Brazil,ES,Cariacica,,-20.33124,-40.35964,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_ES_Cariacica
PP779060|A/Sterna_hirundo/ItapemirimBR/0155-N/2024|H5N1|Brazil-ES|2024-02-02|wild_avian|B3.2,2024-02-02,Brazil,ES,Itapemirim,,-20.906211,-40.780175,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_ES_Itapemirim
PP780446|A/Sterna_hirundo/PiumaBR/0448-N/2024|H5N1|Brazil-ES|2024-03-02|wild_avian|B3.2,2024-03-02,Brazil,ES,Piuma,,-20.838072,-40.708908,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_ES_Piuma
OR853704|A/Megascops_choliba/Serra/1409-N/2023|H5N1|Brazil-ES|2023-05-26|wild_avian|B3.2,2023-05-26,Brazil,ES,Serra,,-20.1544,-40.2694,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_ES_Serra
OR839997|A/Gallus_gallus/Bonito/2108-SN52/2023|H5N1|Brazil-MS|2023-09-22|domestic_avian|B3.2,2023-09-22,Brazil,MS,Bonito,,-21.183888,-56.526019,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_MS_Bonito
EPI_ISL_18975372|A/Sula_leucogaster/Brazil-PR/A0001-IBTEC/2023|H5N1|Brazil-PR|2023-07-25|wild_avian|B3.2,2023-07-25,Brazil,PR,Matinhos,,-25.7751123,-48.5147336,precise (Martha),Brazil_PR_Matinhos
OR878088|A/Thalasseus_maximus/Antonina/1775-N/2023|H5N1|Brazil-PR|2023-06-23|wild_avian|B3.2,2023-06-23,Brazil,PR,Antonina,,-25.460489,-48.692789,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_PR_Antonina
PP776752|A/Thalasseus_acuflavidus/MatinhosBR/2277-N/2023|H5N1|Brazil-PR|2023-11-14|wild_avian|B3.2,2023-11-14,Brazil,PR,Matinhos,,-25.8095,-48.538417,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_PR_Matinhos
PQ284579|A/Sterna_hirundo/SaoFranciscoItabapoanaBR/1060-N-2024/2024|H5N1|Brazil-RJ|2024-04-05|wild_avian|B3.2,2024-04-05,Brazil,RJ,Sao Francisco de Itabapoana,,-21.299972,-40.966472,precise,Brazil_RJ_Sao Francisco de Itabapoana
PP782339|A/Sterna_hirundo/Cabo_FrioBR/0613-N/2024|H5N1|Brazil-RJ|2024-03-09|wild_avian|B3.2,2024-03-09,Brazil,RJ,Cabo Frio,Cabo Frio,-22.5978,-41.994,precise (https://www.sciencedirect.com/science/article/pii/S0168170224001084?via%3Dihub),Brazil_RJ_Cabo Frio
OR420092|A/Fregata_magnificens/RJ/1532-N/2023|H5N1|Brazil-RJ|2023-06-03|wild_avian|B3.2,2023-06-03,Brazil,RJ,Niteroi,,-22.95947,-43.06116,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_RJ_Niteroi
PP779933|A/Sterna_hirundo/MacaeBR/0177-N/2024|H5N1|Brazil-RJ|2024-02-09|wild_avian|B3.2,2024-02-09,Brazil,RJ,Macae,,-22.341605,-41.744273,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_RJ_Macae
PP785021|A/Sterna_hirundo/RiodasOstrasBR/0721-N/2024|H5N1|Brazil-RJ|2024-03-15|wild_avian|B3.2,2024-03-15,Brazil,RJ,Rio das Ostras,,-22.52196111,-41.94401111,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_RJ_Rio das Ostras
PP390166|A/Thalasseus_maximus/RioGrandeSul/2177-N/2023|H5N1|Brazil-RS|2023-10-13|wild_avian|B3.2,2023-10-13,Brazil,RS,Sao Jose do Norte,,-32.011622,-51.949222,precise (https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/),Brazil_RS_Sao Jose do Norte
OR844540|A/Otaria_flavescens/Rio_Grande/2148-N/2023|H5N1|Brazil-RS|2023-10-03|other_mammal|B3.2,2023-10-03,Brazil,RS,Rio Grande,,-32.174091,-52.13725,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_RS_Rio Grande
OR881253|A/Numida_meleagris/Maracaja/1843-N3/2023|H5N1|Brazil-SC|2023-07-15|domestic_avian|B3.2,2023-07-15,Brazil,SC,Maracaja,,-28.8211,-49.4211,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SC_Maracaja
PP769614|A/Sterna_hirundo/PenhaBR/2261-N/2023|H5N1|Brazil-SC|2023-11-09|wild_avian|B3.2,2023-11-09,Brazil,SC,Penha,,-26.792738,-48.61598,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SC_Penha
OR860361|A/Thalasseus_maximus/Itapoa/1941-N/2023|H5N1|Brazil-SC|2023-09-25|wild_avian|B3.2,2023-09-25,Brazil,SC,Itapoa,,-26.184561,-48.608717,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SC_Itapoa
OR857851|A/Sula_leucogaster/Sao_Francisco_do_Sul/2122-N/2023|H5N1|Brazil-SC|2023-09-27|wild_avian|B3.2,2023-09-27,Brazil,SC,Sao_Francisco_do_Sul,,-26.216361,-48.588686,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SC_Sao_Francisco_do_Sul
PP768660|A/Pluvialis_dominica/BertiogaBR/2252-N/2023|H5N1|Brazil-SP|2023-11-08|wild_avian|B3.2,2023-11-08,Brazil,SP,Bertioga,,-23.791761,-45.991416,precise (https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/),Brazil_SP_Bertioga
EPI_ISL_19215190|A/Procellaria_aequinoctialis/Sao_Paulo/2271-N/2023|H5N1|Brazil-SP|2023-11-10|wild_avian|B3.2,2023-11-10,Brazil,SP,Ubatuba,,-23.519727,-45.194599,precise (https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/),Brazil_SP_Ubatuba
OR853751|A/Thalasseus_maximus/Ubatuba/1546-N/2023|H5N1|Brazil-SP|2023-06-05|wild_avian|B3.2,2023-06-05,Brazil,SP,Ubatuba,,-23.431739,-45.074222,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SP_Ubatuba
PP780174|A/Thalasseus_acuflavidus/BertiogaBR/0291-N/2024|H5N1|Brazil-SP|2024-02-22|wild_avian|B3.2,2024-02-22,Brazil,SP,Bertioga,,-23.75938611,-45.90685278,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SP_Bertioga
PP778505|A/Thalasseus_maximus/PraiaGrandeBR/2339-N/2023|H5N1|Brazil-SP|2023-12-13|wild_avian|B3.2,2023-12-13,Brazil,SP,Praia Grande,,-24.00714444,-46.42023056,https://pmc.ncbi.nlm.nih.gov/articles/PMC11239711/,Brazil_SP_Praia Grande
PV305088|A/Canada_Goose/AB/FAV-0026-14-2023/2022|H5N1|Canada-AB|2022-12-05|wild_avian|B3.2,2022-12-05,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV318944|A/Striped_Skunk/AB/FAV-0272-2-2023/2023|H5N1|Canada-AB|2023-05-12|other_mammal|B3.2,2023-05-12,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV317592|A/Snow_Goose/AB/FAV-0505-32-2022/2022|H5N1|Canada-AB|2022-04-29|wild_avian|B3.2,2022-04-29,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV304264|A/Black-Billed_Magpie/AB/FAV-0505-53-2022/2022|H5N1|Canada-AB|2022-05-05|wild_avian|B3.2,2022-05-05,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV321824|A/Western_Grebe/AB/FAV-0833-72-2022/2022|H5N1|Canada-AB|2022-06-23|wild_avian|B3.2,2022-06-23,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV321872|A/Western_Grebe/AB/FAV-0833-78-2022/2022|H5N1|Canada-AB|2022-06-23|wild_avian|B3.2,2022-06-23,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV319064|A/Striped_Skunk/AB/FAV-0897-2-2022/2022|H5N1|Canada-AB|2022-07-19|other_mammal|B3.2,2022-07-19,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV309264|A/Domestic_bird/AB/FAV-0906-1-2022/2022|H5N1|Canada-AB|2022-08-25|domestic_avian|B3.2,2022-08-25,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV304312|A/Black-Billed_Magpie/AB/FAV-0918-11-2022/2022|H5N1|Canada-AB|2022-05-10|wild_avian|B3.2,2022-05-10,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV320424|A/Turkey/AB/FAV-0962-1-2022/2022|H5N1|Canada-AB|2022-09-22|domestic_avian|B3.2,2022-09-22,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV305552|A/Canada_Goose/AB/FAV-1258-5-2022/2022|H5N1|Canada-AB|2022-10-05|wild_avian|B3.2,2022-10-05,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV315832|A/Poultry/AB/FAV-1411-1-2022/2022|H5N1|Canada-AB|2022-11-09|domestic_avian|B3.2,2022-11-09,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV314216|A/Layer_chicken/AB/FAV-1445-2-2022/2022|H5N1|Canada-AB|2022-11-15|domestic_avian|B3.2,2022-11-15,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
PV309456|A/Domestic_bird/AB/FAV-1654-2022/2022|H5N1|Canada-AB|2022-12-14|domestic_avian|B3.2,2022-12-14,Canada,AB,Unknown,,NA,NA,,Canada_AB_Unknown
